node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node027,3,2,3,0.00044,0.6,0.0,0.0,1.371,4,False
Node027,5,0,4,0.0,0.4,0.0,0.6,1.9219,5,False
Node027,2,3,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node027,0,5,4,0.0,0.4,0.0,0.6,1.9219,4,False
Node027,3,2,3,0.02404,0.6,0.2,0.8,1.371,5,False
Node027,5,0,5,0.0,0.2,0.6,0.2,2.3219,5,False
Node027,2,3,4,0.00065,0.4,0.2,0.6,1.9219,5,False
Node027,0,5,4,0.02593,0.4,0.2,0.0,1.9219,5,False
Node027,1,4,5,0.00055,0.2,0.2,0.0,2.3219,5,False
Node027,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,False
Node027,4,1,4,0.00044,0.4,0.2,0.0,1.9219,5,False
Node027,0,5,4,0.00043,0.4,0.4,0.0,1.9219,5,False
Node027,0,5,3,0.0,0.6,0.0,0.8,1.371,4,False
Node027,0,5,5,0.02531,0.2,0.2,0.2,2.3219,5,False
Node027,4,1,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node027,5,0,5,0.0,0.2,0.0,0.6,2.3219,3,False
Node027,1,4,4,0.00185,0.4,0.0,0.8,1.9219,3,False
Node027,0,5,4,0.02342,0.4,0.0,0.4,1.9219,5,False
Node027,2,3,5,0.00045,0.2,0.4,0.2,2.3219,5,False
Node027,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,False
Node027,3,2,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node027,0,5,5,0.00072,0.2,0.4,0.2,2.3219,5,False
