node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node032,0,0,0,5,0,5,5,0.00041,False
Node032,3,0,3,2,0,2,5,0.0,False
Node032,5,0,5,0,0,0,5,0.0,False
Node032,2,0,2,3,0,3,5,0.00046,False
Node032,0,0,0,5,3,2,4,0.02191,False
Node032,1,0,1,4,0,4,5,0.00043,False
Node032,5,0,5,0,0,0,4,0.0,False
Node032,4,0,4,1,0,1,2,0.00043,False
Node032,0,0,0,5,2,3,5,0.02705,False
Node032,2,0,2,3,0,3,4,0.0,False
Node032,5,0,5,0,0,0,5,0.0,False
Node032,3,0,3,2,0,2,5,0.00043,False
Node032,0,0,0,5,2,3,4,0.00043,False
Node032,0,0,0,5,2,3,4,0.02741,False
Node032,2,0,2,3,0,3,5,0.00043,False
Node032,5,0,5,0,0,0,5,0.0,False
Node032,3,0,3,2,1,1,4,0.0005,False
Node032,0,0,0,5,2,3,5,0.02451,False
Node032,4,0,4,1,0,1,5,0.0,False
Node032,5,0,5,0,0,0,5,0.00043,False
Node032,1,0,1,4,1,3,5,0.00043,False
