node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node015,4,0,4,1,0,1,4,0.00041,False
Node015,5,0,5,0,0,0,3,0.0,False
Node015,1,0,1,4,0,4,4,0.0,False
Node015,0,0,0,5,2,3,4,0.00051,False
Node015,3,0,3,2,1,1,4,0.02205,False
Node015,5,0,5,0,0,0,5,0.0,False
Node015,2,0,2,3,0,3,4,0.0,False
Node015,0,0,0,5,0,5,5,0.00088,False
Node015,0,0,0,5,2,3,4,0.02734,False
Node015,3,0,3,2,0,2,5,0.0,False
Node015,5,0,5,0,0,0,3,0.0,False
Node015,2,0,2,3,1,2,5,0.00083,False
Node015,0,0,0,5,3,2,5,0.02687,False
Node015,5,0,5,0,0,0,5,0.0,False
Node015,5,0,5,0,0,0,4,0.0,False
Node015,0,0,0,5,0,5,5,0.0,False
Node015,0,0,0,5,0,5,5,0.00086,False
Node015,0,0,0,5,1,4,4,0.0,False
Node015,0,0,0,5,4,1,4,0.0245,False
Node015,4,0,4,1,0,1,5,0.0,False
Node015,5,0,5,0,0,0,4,0.0,False
Node015,1,0,1,4,0,4,5,0.0,False
Node015,0,0,0,5,2,3,5,0.00043,False
