node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node038,0,0,0,5,0,5,4,0.00041,False
Node038,4,0,4,1,0,1,4,0.0,False
Node038,5,0,5,0,0,0,3,0.0,False
Node038,1,0,1,4,3,1,3,0.00042,False
Node038,3,0,3,2,1,1,5,0.02291,False
Node038,5,0,5,0,0,0,5,0.0,False
Node038,2,0,2,3,2,1,3,0.00045,False
Node038,0,0,0,5,2,3,5,0.02734,False
Node038,0,0,0,5,0,5,4,0.00043,False
Node038,3,0,3,2,0,2,4,0.00043,False
Node038,5,0,5,0,0,0,5,0.0,False
Node038,2,0,2,3,1,2,5,0.00043,False
Node038,0,0,0,5,2,3,5,0.02687,False
Node038,1,0,1,4,0,4,4,0.00043,False
Node038,5,0,5,0,0,0,4,0.0,False
Node038,4,0,4,1,0,1,4,0.00043,False
Node038,0,0,0,5,2,3,4,0.00043,False
Node038,0,0,0,5,1,4,5,0.02451,False
Node038,4,0,4,1,0,1,4,0.00043,False
Node038,5,0,5,0,0,0,4,0.0,False
Node038,1,0,1,4,1,3,4,0.0,False
