node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node009,4,1,4,0.00065,0.4,0.0,0.2,1.9219,5,False
Node009,5,0,5,0.0,0.2,0.0,0.2,2.3219,4,False
Node009,1,4,5,0.00044,0.2,0.2,0.2,2.3219,5,False
Node009,0,5,4,0.00043,0.4,0.0,0.6,1.9219,5,False
Node009,3,2,4,0.00043,0.4,0.4,0.0,1.9219,5,False
Node009,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node009,2,3,5,0.00043,0.2,0.2,0.2,2.3219,4,False
Node009,0,5,3,0.0,0.4,0.0,0.4,1.5219,5,False
Node009,0,5,5,0.02585,0.2,0.2,0.4,2.3219,5,False
Node009,5,0,4,0.0,0.4,0.2,0.6,1.9219,5,False
Node009,5,0,4,0.0,0.4,0.6,0.0,1.9219,4,False
Node009,0,5,4,0.00055,0.4,0.2,0.0,1.9219,5,False
Node009,0,5,5,0.0,0.2,0.4,0.2,2.3219,3,False
Node009,0,5,5,0.00043,0.2,0.2,0.4,2.3219,5,False
Node009,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node009,5,0,5,0.0,0.2,0.2,0.2,2.3219,4,False
Node009,0,5,4,0.00185,0.4,0.2,0.4,1.9219,5,False
Node009,2,3,4,0.02342,0.4,0.2,0.4,1.9219,5,False
Node009,5,0,5,0.0,0.2,0.4,0.4,2.3219,5,False
Node009,3,2,4,0.00053,0.4,0.2,0.2,1.9219,5,False
Node009,0,5,5,0.0007,0.2,0.2,0.2,2.3219,5,False
