node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node040,0,5,5,0.00065,0.2,0.4,0.4,2.3219,5,False
Node040,4,1,4,0.00088,0.4,0.0,0.4,1.9219,5,False
Node040,5,0,3,0.0,0.4,0.4,0.4,1.5219,5,False
Node040,1,4,3,0.00043,0.4,0.2,0.0,1.5219,5,False
Node040,0,5,4,0.02303,0.4,0.4,0.0,1.9219,5,False
Node040,4,1,4,0.0,0.4,0.2,0.4,1.9219,5,False
Node040,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,False
Node040,1,4,4,0.00043,0.4,0.2,0.8,1.9219,4,False
Node040,0,5,5,0.00053,0.2,0.4,0.2,2.3219,5,False
Node040,4,1,5,0.0,0.2,0.0,0.0,2.3219,5,False
Node040,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node040,1,4,4,0.00043,0.4,0.0,0.4,1.9219,4,False
Node040,0,5,5,0.02536,0.2,0.2,0.4,2.3219,5,False
Node040,2,3,2,0.00126,0.6,0.0,0.0,0.971,5,False
Node040,5,0,4,0.0,0.4,0.0,0.2,1.9219,4,False
Node040,3,2,5,0.00087,0.2,0.0,0.4,2.3219,5,False
Node040,0,5,3,0.00045,0.4,0.0,0.4,1.5219,4,False
Node040,1,4,5,0.00041,0.2,0.0,0.4,2.3219,5,False
Node040,5,0,4,0.0,0.4,0.0,0.0,1.9219,5,False
Node040,4,1,4,0.0,0.4,0.6,0.0,1.9219,5,False
