node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node046,0,5,5,0.0,0.2,0.0,0.2,2.3219,5,False
Node046,2,3,5,0.00044,0.2,0.2,0.0,2.3219,5,False
Node046,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,False
Node046,3,2,5,0.00043,0.2,0.0,0.4,2.3219,5,False
Node046,0,5,4,0.02317,0.4,0.6,0.2,1.9219,5,False
Node046,0,5,4,0.00043,0.4,0.0,0.0,1.9219,5,False
Node046,2,3,5,0.00042,0.2,0.0,0.4,2.3219,4,False
Node046,5,0,4,0.0,0.4,0.4,0.2,1.9219,5,False
Node046,3,2,2,0.00025,0.8,0.0,0.0,0.7219,5,False
Node046,0,5,3,0.0259,0.6,0.2,0.6,1.371,4,False
Node046,3,2,3,0.0,0.6,0.0,0.0,1.371,4,False
Node046,5,0,4,0.0,0.4,0.2,0.6,1.9219,5,False
Node046,2,3,4,0.0,0.4,0.4,0.0,1.9219,4,False
Node046,0,5,5,0.02516,0.2,0.0,0.4,2.3219,5,False
Node046,0,5,5,0.00143,0.2,0.0,0.2,2.3219,5,False
Node046,5,0,4,0.00044,0.4,0.4,0.0,1.9219,5,False
Node046,5,0,2,0.0,0.6,0.0,0.0,0.971,5,False
Node046,0,5,4,0.02312,0.4,0.0,0.0,1.9219,5,False
Node046,2,3,4,0.00026,0.4,0.6,0.2,1.9219,5,False
Node046,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node046,3,2,4,0.00134,0.4,0.0,0.4,1.9219,5,False
