node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node045,0,5,5,0.00044,0.2,0.4,0.2,2.3219,5,False
Node045,3,2,5,0.00044,0.2,0.0,0.0,2.3219,4,False
Node045,5,0,5,0.0,0.2,0.0,0.4,2.3219,5,False
Node045,2,3,5,0.00043,0.2,0.2,0.2,2.3219,5,False
Node045,0,5,4,0.02303,0.4,0.0,0.4,1.9219,4,False
Node045,0,5,4,0.00042,0.4,0.0,0.4,1.9219,5,False
Node045,3,2,5,0.00044,0.2,0.2,0.0,2.3219,4,False
Node045,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node045,2,3,5,0.00025,0.2,0.4,0.4,2.3219,5,False
Node045,0,5,5,0.02535,0.2,0.0,0.4,2.3219,4,False
Node045,0,5,4,0.00055,0.4,0.4,0.0,1.9219,5,False
Node045,1,4,4,0.00043,0.4,0.2,0.4,1.9219,5,False
Node045,5,0,4,0.0,0.4,0.0,0.4,1.9219,3,False
Node045,4,1,5,0.0,0.2,0.0,0.0,2.3219,5,False
Node045,0,5,4,0.00043,0.4,0.2,0.4,1.9219,4,False
Node045,0,5,4,0.02521,0.4,0.2,0.0,1.9219,5,False
Node045,0,5,5,0.00169,0.2,0.2,0.4,2.3219,5,False
Node045,5,0,5,0.0,0.2,0.0,0.0,2.3219,4,False
Node045,5,0,5,0.0,0.2,0.4,0.4,2.3219,5,False
Node045,0,5,5,0.02328,0.2,0.2,0.4,2.3219,5,False
Node045,0,5,5,0.00128,0.2,0.0,0.6,2.3219,5,False
Node045,4,1,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node045,5,0,5,0.0,0.2,0.0,0.2,2.3219,4,False
