node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node021,1,0,1,4,0,4,4,0.00041,False
Node021,5,0,5,0,0,0,4,0.0,False
Node021,4,0,4,1,0,1,5,0.00046,False
Node021,0,0,0,5,1,4,5,0.00042,False
Node021,1,0,1,4,2,2,4,0.02191,False
Node021,5,0,5,0,0,0,5,0.0,False
Node021,4,0,4,1,0,1,5,0.0,False
Node021,0,0,0,5,2,3,5,0.00051,False
Node021,1,0,1,4,1,3,4,0.02734,False
Node021,5,0,5,0,0,0,4,0.0,False
Node021,4,0,4,1,0,1,5,0.00043,False
Node021,0,0,0,5,0,5,3,0.0,False
Node021,0,0,0,5,4,1,4,0.02727,False
Node021,5,0,5,0,0,0,5,0.0,False
Node021,5,0,5,0,0,0,3,0.0,False
Node021,0,0,0,5,0,5,3,0.0005,False
Node021,2,0,2,3,3,0,5,0.02492,False
Node021,5,0,5,0,0,0,4,0.0,False
Node021,3,0,3,2,0,2,5,0.00043,False
Node021,0,0,0,5,1,4,5,0.0,False
