node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Sybil006,1,1,0,4,0,4,5,0.00046,True
Sybil006,5,5,0,0,0,0,2,0.0,True
Sybil006,5,5,0,0,0,0,2,0.00042,True
Sybil006,5,5,0,0,0,0,2,0.0,True
Sybil006,5,5,0,0,0,0,2,0.0,True
Sybil006,1,1,0,4,0,4,3,0.02205,True
Sybil006,0,0,0,5,0,5,4,0.00043,True
Sybil006,0,0,0,5,0,5,5,0.00088,True
Sybil006,5,5,0,0,0,0,2,0.0,True
Sybil006,5,5,0,0,0,0,2,0.0,True
Sybil006,5,5,0,0,0,0,2,0.0,True
Sybil006,3,3,0,2,0,2,4,0.02734,True
Sybil006,1,1,0,4,1,3,3,0.00043,True
Sybil006,5,5,0,0,0,0,2,0.0,True
Sybil006,4,4,0,1,1,0,3,0.0,True
Sybil006,5,5,0,0,0,0,2,0.0,True
Sybil006,2,2,0,3,0,3,3,0.027,True
Sybil006,1,1,0,4,1,3,3,0.00083,True
Sybil006,5,5,0,0,0,0,2,0.0,True
Sybil006,4,4,0,1,1,0,3,0.0,True
Sybil006,5,5,0,0,0,0,2,0.0,True
Sybil006,3,3,0,2,0,2,4,0.02451,True
Sybil006,0,0,0,5,0,5,4,0.00043,True
Sybil006,3,3,0,2,0,2,4,0.00043,True
Sybil006,5,5,0,0,0,0,2,0.0,True
Sybil006,5,5,0,0,0,0,2,0.0,True
Sybil006,5,5,0,0,0,0,2,0.0,True
