node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node019,2,3,5,0.00065,0.2,0.0,0.6,2.3219,5,False
Node019,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,False
Node019,3,2,4,0.00044,0.4,0.2,0.2,1.9219,5,False
Node019,0,5,4,0.00044,0.4,0.2,0.4,1.9219,5,False
Node019,0,5,4,0.02303,0.4,0.2,0.2,1.9219,5,False
Node019,1,4,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node019,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node019,4,1,5,0.0,0.2,0.4,0.0,2.3219,4,False
Node019,0,5,5,0.00036,0.2,0.2,0.0,2.3219,5,False
Node019,0,5,3,0.02648,0.4,0.4,0.4,1.5219,4,False
Node019,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,False
Node019,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,False
Node019,0,5,4,0.00044,0.4,0.2,0.0,1.9219,5,False
Node019,0,5,5,0.0005,0.2,0.2,0.6,2.3219,5,False
Node019,1,4,4,0.02531,0.4,0.2,0.2,1.9219,5,False
Node019,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,False
Node019,4,1,5,0.00282,0.2,0.2,0.2,2.3219,4,False
Node019,1,4,5,0.02327,0.2,0.0,0.2,2.3219,5,False
Node019,5,0,4,0.0,0.4,0.0,0.0,1.9219,5,False
Node019,4,1,4,0.00087,0.4,0.0,0.6,1.9219,4,False
Node019,0,5,5,0.00045,0.2,0.0,0.6,2.3219,5,False
