node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node005,5,0,5,0,0,0,4,0.0,False
Node005,5,0,5,0,0,0,4,0.0,False
Node005,0,0,0,5,0,5,5,0.00046,False
Node005,0,0,0,5,3,2,4,0.02205,False
Node005,5,0,5,0,0,0,4,0.0,False
Node005,5,0,5,0,0,0,5,0.00043,False
Node005,0,0,0,5,2,3,4,0.00071,False
Node005,4,0,4,1,1,0,5,0.02747,False
Node005,5,0,5,0,0,0,4,0.0,False
Node005,1,0,1,4,0,4,5,0.00049,False
Node005,0,0,0,5,0,5,5,0.00043,False
Node005,1,0,1,4,4,0,4,0.027,False
Node005,5,0,5,0,0,0,3,0.0,False
Node005,4,0,4,1,0,1,5,0.0004,False
Node005,0,0,0,5,3,2,3,0.00083,False
Node005,3,0,3,2,1,1,5,0.02464,False
Node005,5,0,5,0,0,0,5,0.0,False
Node005,2,0,2,3,0,3,4,0.00041,False
Node005,0,0,0,5,2,3,4,0.00043,False
