node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node012,4,1,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node012,5,0,4,0.0,0.4,0.6,0.0,1.9219,4,False
Node012,1,4,4,0.0,0.4,0.0,0.4,1.9219,5,False
Node012,0,5,5,0.0005,0.2,0.0,0.2,2.3219,5,False
Node012,1,4,4,0.02303,0.4,0.6,0.4,1.9219,5,False
Node012,5,0,5,0.0,0.2,0.2,0.2,2.3219,4,False
Node012,4,1,5,0.0,0.2,0.2,0.0,2.3219,5,False
Node012,0,5,5,0.00065,0.2,0.2,0.4,2.3219,5,False
Node012,0,5,5,0.02593,0.2,0.2,0.4,2.3219,5,False
Node012,5,0,4,0.0,0.4,0.0,0.6,1.9219,4,False
Node012,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node012,0,5,4,0.00044,0.4,0.0,0.2,1.9219,5,False
Node012,0,5,4,0.00043,0.4,0.2,0.4,1.9219,4,False
Node012,0,5,3,0.0255,0.4,0.0,0.8,1.5219,5,False
Node012,4,1,4,0.0,0.4,0.2,0.2,1.9219,5,False
Node012,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,False
Node012,1,4,5,0.0006,0.2,0.0,0.2,2.3219,5,False
Node012,0,5,5,0.0,0.2,0.0,0.2,2.3219,4,False
Node012,0,5,4,0.0005,0.4,0.2,0.6,1.9219,4,False
Node012,3,2,5,0.02297,0.2,0.4,0.2,2.3219,5,False
Node012,5,0,4,0.0,0.4,0.0,0.6,1.9219,5,False
Node012,2,3,5,0.0005,0.2,0.4,0.0,2.3219,5,False
Node012,0,5,5,0.00026,0.2,0.4,0.0,2.3219,4,False
Node012,0,5,3,0.00046,0.6,0.0,0.8,1.371,4,False
