node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node009_Sybil01,2,3,4,0.0005,0.4,0.0,0.6,1.9219,5,102.53,893.4,56.2,1.0,True
Node049_Sybil01,0,5,4,0.0,0.4,0.4,0.4,1.9219,5,69.57,923.6,54.24,1.0,True
Node033,2,3,5,0.02235,0.2,0.2,0.2,2.3219,5,153.16,1012.6,69.58,1.0,False
Node013,1,4,4,0.00207,0.4,0.4,0.4,1.9219,5,87.49,730.4,63.19,1.0,False
Node003,3,2,4,0.00036,0.4,0.4,0.2,1.9219,5,127.7,1130.0,70.98,1.0,False
Node009_Sybil01,1,4,5,0.001,0.2,0.2,0.4,2.3219,5,81.78,953.2,54.18,1.0,True
Node023,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,230.7,787.0,88.1,1.0,False
Node023,5,0,4,0.0,0.4,0.4,0.4,1.9219,5,217.59,1107.8,71.2,1.0,False
Node013,4,1,5,0.00086,0.2,0.2,0.4,2.3219,5,199.81,573.8,77.32,1.0,False
Node003,0,5,5,0.0,0.2,0.0,0.4,2.3219,5,102.47,997.0,59.38,1.0,False
Node003,3,2,3,0.0277,0.4,0.0,0.2,1.5219,5,197.28,762.8,76.0,1.0,False
Node043,3,2,4,0.0275,0.4,0.6,0.0,1.9219,5,198.61,1202.0,75.21,1.0,False
Node023,0,5,5,0.02536,0.2,0.2,0.2,2.3219,5,88.15,881.4,65.09,1.0,False
Node043,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,170.19,1242.0,70.71,1.0,False
Node006_Sybil00,0,5,4,0.00123,0.4,0.2,0.2,1.9219,5,158.87,826.8,79.38,1.0,True
Node006_Sybil00,4,1,3,0.00042,0.6,0.0,0.0,1.371,5,65.16,1222.8,59.74,1.0,True
Node019_Sybil01,0,5,3,0.02738,0.6,0.2,0.2,1.371,5,143.82,950.2,76.11,1.0,True
Node009_Sybil01,1,4,3,0.0,0.4,0.0,1.0,1.5219,5,116.97,681.6,63.25,1.0,True
Node036_Sybil00,4,1,1,0.00043,1.0,0.0,1.0,0.0,5,25.49,1360.6,48.11,1.0,True
Node003,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,181.57,1191.8,77.02,1.0,False
Node039_Sybil01,3,2,3,0.00417,0.4,0.4,0.6,1.5219,5,68.87,1230.0,53.73,1.0,True
Node003,2,3,4,0.0273,0.4,0.0,0.2,1.9219,5,185.42,1138.6,80.48,1.0,False
Node026_Sybil00,5,0,2,0.0,0.6,0.0,1.0,0.971,5,30.99,961.6,44.65,1.0,True
Node046_Sybil00,5,0,2,0.0,0.6,0.0,1.0,0.971,5,30.51,1053.4,38.79,1.0,True
Node003,0,5,4,0.00215,0.4,0.0,0.2,1.9219,5,125.69,909.2,66.57,0.9999,False
Node043,4,1,4,0.0,0.4,0.2,0.4,1.9219,4,178.33,801.2,75.64,1.0,False
Node033,0,5,4,0.02648,0.4,0.6,0.0,1.9219,5,54.68,1204.4,52.55,1.0,False
Node033,0,5,4,0.02673,0.4,0.2,0.4,1.9219,5,75.6,1162.8,71.61,1.0,False
Node043,0,5,2,0.00129,0.6,0.4,0.0,0.971,5,49.89,516.0,56.79,1.0,False
