node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node016,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,181.67,1203.8,85.54,1.0,False
Node016,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,153.15,1150.8,82.79,1.0,False
Node039_Sybil00,0,5,5,0.0005,0.2,0.2,0.0,2.3219,5,133.91,737.2,64.48,1.0,True
Node026,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,186.64,993.4,84.26,1.0,False
Node026,2,3,5,0.0,0.2,0.4,0.2,2.3219,4,158.5,531.8,71.0,1.0,False
Node016,2,3,4,0.0,0.4,0.2,0.4,1.9219,5,164.72,959.8,72.61,1.0,False
Node032_Sybil01,2,3,4,0.02686,0.4,0.6,0.2,1.9219,5,83.71,874.2,61.3,1.0,True
Node046,3,2,5,0.02798,0.2,0.2,0.6,2.3219,5,167.33,1187.6,78.17,1.0,False
Node026,0,5,5,0.02368,0.2,0.4,0.0,2.3219,5,92.44,1282.4,74.04,1.0,False
Node016,1,4,4,7e-05,0.4,0.4,0.2,1.9219,4,93.59,1346.6,71.85,1.0,False
Node029_Sybil00,3,2,2,0.0,0.8,0.8,0.2,0.7219,4,16.73,1089.8,50.92,1.0,True
Node042_Sybil01,4,1,3,0.0,0.6,0.0,0.8,1.371,5,26.27,1400.8,47.88,1.0,True
Node006,0,5,2,0.001,0.8,0.2,0.0,0.7219,5,31.71,1216.2,43.26,1.0,False
Node012_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,21.12,873.2,50.97,1.0,True
Node006,2,3,5,0.00071,0.2,0.2,0.2,2.3219,5,109.79,1207.4,63.25,1.0,False
Node039_Sybil00,3,2,3,0.0,0.6,0.6,0.0,1.371,3,26.13,1129.2,53.62,1.0,True
Node016,5,0,4,0.0,0.4,0.2,0.6,1.9219,5,239.63,528.4,81.03,1.0,False
Node032_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,30.79,945.2,44.29,1.0,True
Node026,0,5,4,0.02595,0.4,0.8,0.2,1.9219,4,93.07,1513.0,67.59,1.0,False
Node006,3,2,5,0.02686,0.2,0.2,0.4,2.3219,5,138.45,1087.2,72.78,1.0,False
Node026,4,1,5,0.0,0.2,0.0,0.4,2.3219,5,191.47,1056.0,71.56,1.0,False
Node022_Sybil01,4,1,2,0.00044,0.8,0.0,0.0,0.7219,5,77.85,603.6,59.44,1.0,True
Node046,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,203.79,1136.2,77.73,1.0,False
Node039_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,21.91,1194.2,52.51,1.0,True
Node009_Sybil00,1,4,4,0.0,0.4,0.4,0.0,1.9219,5,43.49,1411.6,60.73,1.0,True
Node006,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,177.79,1610.0,84.0,1.0,False
Node039_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,35.36,1342.0,45.11,1.0,True
Node002_Sybil01,0,5,4,0.00071,0.4,0.4,0.2,1.9219,5,48.4,1538.2,58.13,1.0,True
Node006,4,1,4,0.00168,0.4,0.2,0.6,1.9219,5,150.16,814.0,81.19,1.0,False
Node036,4,1,5,0.00043,0.2,0.4,0.2,2.3219,5,134.83,1341.0,73.17,1.0,False
Node036,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,142.33,1053.6,84.39,1.0,False
Node019_Sybil00,2,3,4,0.001,0.4,0.2,0.2,1.9219,5,70.51,727.6,54.53,1.0,True
Node026,2,3,5,0.00043,0.2,0.2,0.2,2.3219,5,123.54,1274.4,64.61,1.0,False
Node049_Sybil00,4,1,3,0.00043,0.6,0.0,0.0,1.371,5,52.14,951.6,62.36,1.0,True
Node006,5,0,5,0.0,0.2,0.0,0.4,2.3219,5,160.96,1067.0,78.21,1.0,False
Node006,1,4,4,0.02483,0.4,0.2,0.2,1.9219,5,67.37,1309.4,57.74,1.0,False
Node036,1,4,4,0.0,0.4,0.2,0.2,1.9219,5,102.46,1112.6,64.27,1.0,False
Node049_Sybil00,1,4,5,0.00085,0.2,0.2,0.2,2.3219,5,79.49,915.6,53.99,1.0,True
Node049_Sybil00,0,5,4,0.00042,0.4,0.2,0.6,1.9219,5,111.41,607.0,52.94,1.0,True
Node022_Sybil01,4,1,3,0.00179,0.6,0.0,0.2,1.371,5,32.33,1000.6,47.73,1.0,True
Node026,4,1,5,0.0,0.2,0.4,0.4,2.3219,5,213.24,1156.0,79.44,1.0,False
Node016,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,221.46,1059.6,77.61,1.0,False
Node016,3,2,5,0.0,0.2,0.0,0.6,2.3219,5,164.79,1568.6,68.65,1.0,False
Node049_Sybil00,3,2,4,0.02738,0.4,0.0,0.2,1.9219,5,57.81,1214.6,55.51,1.0,True
