node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node021,1,4,4,0.0,0.4,0.2,0.2,1.9219,5,57.57,1547.2,57.56,1.0,False
Node034_Sybil00,1,4,4,0.0,0.4,0.2,0.2,1.9219,5,113.51,1172.6,50.99,1.0,True
Node034_Sybil00,2,3,3,0.0,0.6,0.0,0.6,1.371,5,73.22,1267.8,54.28,1.0,True
Node037_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,26.72,814.8,44.98,1.0,True
Node011,0,5,5,0.00109,0.2,0.2,0.4,2.3219,5,84.97,1264.6,60.51,1.0,False
Node037_Sybil01,1,4,3,0.02701,0.6,0.2,0.6,1.371,5,53.81,1143.6,54.26,1.0,True
Node011,0,5,4,0.0,0.4,0.2,0.6,1.9219,5,109.94,946.6,56.34,1.0,False
Node031,0,5,4,0.02909,0.4,0.6,0.4,1.9219,5,102.67,808.0,65.04,1.0,False
Node034_Sybil00,3,2,3,0.0,0.4,0.2,0.0,1.5219,5,33.52,1573.6,56.85,1.0,True
Node011,2,3,5,0.02815,0.2,0.2,0.2,2.3219,5,110.98,1209.2,66.19,1.0,False
Node017_Sybil01,4,1,3,0.00043,0.6,0.2,0.8,1.371,5,33.13,614.4,53.02,1.0,True
Node031,0,5,3,0.02899,0.4,0.4,0.2,1.5219,5,18.48,1287.2,67.36,1.0,False
Node041,5,0,3,0.0,0.4,0.0,0.0,1.5219,5,174.26,1368.0,76.4,1.0,False
Node021,0,5,3,0.00123,0.6,0.6,0.2,1.371,5,56.85,1381.8,52.88,1.0,False
Node044_Sybil00,1,4,3,0.02305,0.6,0.6,0.2,1.371,5,34.39,1166.2,59.92,1.0,True
Node017_Sybil01,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,30.65,1061.6,39.05,1.0,True
Node041,0,5,4,0.00044,0.4,0.4,0.2,1.9219,4,100.09,1347.6,65.83,1.0,False
Node011,3,2,5,0.00213,0.2,0.2,0.0,2.3219,5,171.71,1025.8,69.09,1.0,False
Node031,0,5,5,0.0256,0.2,0.2,0.4,2.3219,5,78.46,1269.8,54.76,1.0,False
Node011,5,0,3,0.0,0.4,0.2,0.4,1.5219,5,187.21,971.6,82.94,1.0,False
Node001,5,0,3,0.0,0.4,0.4,0.0,1.5219,5,218.57,972.6,78.68,1.0,False
Node007_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,26.92,1080.6,57.28,1.0,True
Node041,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,246.08,942.2,89.5,1.0,False
Node007_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,24.89,875.2,44.27,1.0,True
Node011,5,0,4,0.0,0.4,0.4,0.0,1.9219,5,198.28,938.6,76.61,1.0,False
Node021,2,3,5,0.0,0.2,0.4,0.2,2.3219,5,88.03,1009.2,57.89,1.0,False
Node021,1,4,3,0.00107,0.4,0.4,0.0,1.5219,5,57.09,874.2,52.15,1.0,False
Node041,5,0,4,0.0,0.4,0.4,0.2,1.9219,5,180.56,1259.8,74.54,1.0,False
Node021,0,5,4,0.02721,0.4,0.2,0.2,1.9219,5,83.25,1065.4,60.78,1.0,False
Node024_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,25.49,1345.8,53.66,1.0,True
Node047_Sybil01,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,31.14,1396.6,56.07,1.0,True
Node027_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,31.47,1061.2,43.9,1.0,True
Node021,5,0,5,0.00039,0.2,0.2,0.4,2.3219,5,207.77,1405.6,75.66,1.0,False
Node004_Sybil00,3,2,3,0.02604,0.4,0.4,0.0,1.5219,5,69.68,893.8,59.57,1.0,True
Node021,0,5,4,0.0271,0.4,0.0,0.6,1.9219,5,130.12,1283.6,82.28,1.0,False
Node024_Sybil00,1,4,4,0.0285,0.4,0.4,0.2,1.9219,5,54.72,1226.4,53.93,1.0,True
Node027_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,4,24.17,1762.0,49.89,1.0,True
Node037_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,24.11,1092.8,39.95,1.0,True
Node007_Sybil01,0,5,3,0.00082,0.4,0.0,1.0,1.5219,4,67.53,1476.0,56.42,1.0,True
Node034_Sybil00,3,2,3,0.00044,0.6,0.0,0.2,1.371,5,28.64,1463.0,47.94,1.0,True
Node031,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,210.96,844.4,77.63,1.0,False
Node011,5,0,5,0.0,0.2,0.0,0.0,2.3219,4,200.15,1196.6,73.28,1.0,False
Node004_Sybil00,3,2,2,0.0005,0.6,0.0,0.0,0.971,5,30.19,1153.0,49.85,1.0,True
Node021,0,5,4,0.02813,0.4,0.0,0.2,1.9219,5,62.61,1147.0,46.26,1.0,False
Node021,4,1,5,0.00042,0.2,0.0,0.6,2.3219,5,221.39,1048.0,78.77,1.0,False
Node004_Sybil00,0,5,3,0.00148,0.6,0.6,0.2,1.371,5,63.08,1485.4,51.32,1.0,True
Node004_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,25.88,698.0,49.54,1.0,True
Node004_Sybil00,0,5,4,0.00051,0.4,0.4,0.2,1.9219,5,57.48,981.6,60.16,1.0,True
Node027_Sybil01,0,5,4,0.02793,0.4,0.4,0.4,1.9219,5,100.2,960.4,48.53,1.0,True
Node001,0,5,3,0.00119,0.4,0.4,0.0,1.5219,5,41.14,917.2,55.8,1.0,False
Node007_Sybil01,0,5,4,0.00149,0.4,0.0,0.6,1.9219,5,134.44,1066.6,75.94,1.0,True
Node021,0,5,3,0.00164,0.6,0.2,0.0,1.371,5,45.95,1145.6,64.11,1.0,False
Node041,4,1,4,0.0,0.4,0.2,0.4,1.9219,5,183.54,893.4,77.26,1.0,False
Node011,5,0,4,0.0,0.4,0.0,0.0,1.9219,5,171.71,883.0,84.24,1.0,False
Node011,3,2,5,0.00047,0.2,0.2,0.4,2.3219,5,145.23,986.2,76.74,1.0,False
Node011,2,3,3,0.0285,0.4,0.0,0.2,1.5219,4,97.63,989.8,62.54,1.0,False
Node001,5,0,4,0.0004,0.4,0.4,0.0,1.9219,5,192.09,755.4,74.36,1.0,False
Node021,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,223.75,1478.0,82.82,1.0,False
Node021,0,5,4,0.00192,0.4,0.2,0.4,1.9219,5,76.17,648.2,57.53,1.0,False
