PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,is_sybil
-1.3111409922686916,-0.47544220091894035,0.4549516649842798,0.24748380750343993,0.18922562151690378,-0.3261116775156955,-0.5863432668322636,0.0918419578698752,-1.424418847110696,1.3142188623466589,False
3.0304394623198254,0.27563269036366456,0.420729459368565,0.39236206666124507,1.0582972735442144,0.004221183929974221,0.08347709838944978,-0.6994017666001724,-0.19477672840832413,0.01682898222175766,False
2.5387350736369196,-1.8333662163833868,0.8576887980860212,1.085965779936186,1.1874433452686246,-0.10327206483527322,-0.3656416505724891,1.5948624685974944,0.3883113291144538,1.0281494585903173,False
2.371841936553073,2.272540901622267,0.12748168280215202,-0.10326699905188598,-0.9229075769791019,-0.21362132315909393,-0.4794262202957207,0.02194005664454477,0.3220311458620187,0.09067761072855011,False
0.8519585788383647,2.399226845997141,0.05189171691974248,1.178208718711323,0.4760023843061187,0.12249953832599106,0.19804477446997815,0.032211306845358376,0.5273389885579645,-0.046205429880545684,False
-2.274501025642881,-1.503532555815632,0.7026670794781023,-1.2653216237557425,0.01663379601452124,0.12686802252258292,-0.0946314314508868,1.5117551921383616,-0.09292578174523666,-0.26405534357974836,True
-1.667918254327342,0.5303898211977995,0.4803147748135768,-0.037870928930020066,-2.3509209334550394,-0.614467265327119,-1.0226553341966051,-0.27650944421796436,0.6491900415544006,0.5074901003894173,True
-2.1510129648365686,1.2053228442800834,0.31184204235120144,0.3437239094518564,-1.4367505850001732,0.4610987411147853,0.7399618718753863,-0.0020209195528584616,0.2132980767130917,-0.3462060234732059,True
1.2182873938145489,-2.200675119715424,0.942375658227157,0.9708886401252855,-0.8772409708697659,0.13705302550202678,-0.12778678358999876,2.182644281559514,-0.46012262607517124,-0.43346535057620345,False
1.6204322569436758,1.3343626395128532,0.08813602661559428,-1.1929695391834363,0.25237329161209104,-0.40944633302998606,-0.9547510688004182,0.28390523955295244,-0.8862770099590978,-1.739403494647027,False
0.5556029724613696,-1.5603621098163174,-3.969510455829112,-0.06557172123844407,-0.20218434555654957,-0.11795417989693611,-0.2122624836804048,-0.25116536679565393,-1.3854357448666261,-1.6943178959340937,True
2.0935626821085944,-1.0173538785411693,0.7707996554131173,0.3074504152112157,-0.029087751405925524,0.38284219947569387,0.8762769035845539,-1.6490283313445224,1.7338946869502172,0.2110250306210702,False
0.7961632311339445,2.676322945381378,0.011696915196400787,-1.2613365522814397,-0.7138262950742923,1.0530008341068888,1.534344886370225,0.22152083511215415,-0.10954356085276594,-0.28232269454578335,False
2.741974447245844,0.9667010082069262,0.44570381674309106,-1.8614641787880684,-0.14731984750621063,0.6513522368409473,0.5873747122388306,2.3802402775867546,0.7968077016087701,0.9672966774165119,False
0.3832052334515645,-2.460608865423182,0.9449873608952659,-1.2868997452603435,0.3947173563669961,0.22432896742790778,0.2501834526766636,0.2873384671063373,1.192744182470912,-0.47972619781721654,True
1.3717045131071086,0.6379044695312095,0.3869058513736531,-0.9859316256493091,1.2908565609763976,0.9096558610000766,1.2258377835306833,1.467280262099753,0.3682050640854837,-0.4816226323704029,False
-1.2128684293318366,-0.14778717706562022,0.36480281925856534,-2.0487577004369273,0.6088433952393941,0.6485336919872522,0.9414450667073223,-0.18691803370991,-1.1085995643530167,-0.1618050499076959,False
-1.2969756185048997,-1.8212666931538266,0.7671129289583957,-0.05052680463234853,-1.6906609597652507,0.2670434017990741,0.34088286539074225,0.05708405416204026,-1.7595811725480401,0.06389017576411345,True
1.7179494622446092,0.7499228821066819,0.4606630492129476,0.06754331052443052,-1.4788463335716955,0.4143412596212516,0.7237803020503722,-0.874112426517559,1.1719416512698249,-0.4729503563274984,False
-0.026255055714385703,-2.2435598478867598,0.8816899125916123,-0.27887002456177035,0.27660848665289184,-0.1703590979277542,-0.5150130557552017,1.3275169743034045,0.1698369675067571,0.052095897193613794,False
