PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,is_sybil
-2.918382597376906,-0.03465657541075514,0.533677564979035,-0.726291485721352,-0.793713685287823,0.08074780769921197,-0.21063914273332796,2.1009640161590686,0.6027410600374583,-0.11392860027521108,True
-1.633617579733358,1.5038132404377675,0.21397918862465984,2.3046851604435465,0.07310630511160915,-0.1666310506789594,-0.1871426233089805,0.14929605169884386,0.1094576892703255,-0.22252040039750087,True
-2.5506237798422413,-0.7528105141617525,0.5896789251585276,-0.002397436202047336,0.2348209912948949,0.7938575525512186,1.4099069908804118,-0.43647284698623484,-0.2362206491487618,0.7125788066343933,True
0.230960420500194,2.108301521355313,0.1416803300250217,0.5637113560865117,-0.8486104069799795,0.9595885218173544,1.5214568314418804,-0.010192268418011158,0.38435927781059886,-1.4157550463065043,False
-0.9654942353578506,-0.17339381441652882,0.6540535858486763,1.3937864066643337,-0.6943641774851913,0.7185806620916104,0.9749411169674396,1.996204234597484,0.8048876479324744,-0.3593832813494355,True
-1.3599089215816433,0.1651256740796347,0.5007457687476963,0.28332222964358983,-1.6459407502894987,-0.988863418566267,-1.6969181636946153,0.23365159844941596,0.1720872567426255,1.0525984309496774,True
-0.9619840254950276,-2.455634912514257,0.9241563479586362,0.6001605679859915,-0.20420056990628505,-0.5477144242521298,-1.1674637641327974,1.9574324855021055,-0.8408374003716893,1.2587461339571218,False
2.1853363755932214,-1.9084298434311466,0.8170200258431094,-0.1515863264557686,0.19553682970132608,-0.48441433259900574,-0.6385972296889231,-1.4902553503254046,0.2366869641969144,-0.018591274342077736,False
1.1475604134257875,-0.9851329219274451,0.5496089716749784,0.14093085454251278,1.1148301446250468,0.02625851668890472,0.171120644605018,-1.292699809101535,-0.066098981106084,-0.9026970883368225,True
-1.7077445755147551,-0.5453890278348651,-4.02747584054545,1.406611967380302,-0.20406949516410264,0.16629339154926076,0.4023806692375707,0.13318047089744975,-0.41101835470016085,0.9624111437554348,True
