node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,timing_entropy,latency_cv,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,findnode_ratio,enr_message_ratio,latency_spike_ratio,energy_variance,peer_overlap_ratio,degree_centrality,is_sybil
Node000,5,0,5,0.0,0.2,0.4,0.0,2.3219,1.1488,0.2689,5,190.93,645.6,68.42,1.0,0.0,0.2,0.2,38.713,1.0,193,False
Node000,5,0,4,0.0,0.4,0.0,0.8,1.9219,1.1488,0.1438,5,223.3,1229.8,81.37,1.0,0.6,0.2,0.2,105.8788,1.0,193,False
Node000,0,5,2,0.00067,0.6,0.6,0.0,0.971,1.3788,1.2666,5,50.25,1164.8,43.72,1.0,0.0,0.0,0.0,146.3302,1.0,193,False
Node000,0,5,3,0.00225,0.6,0.2,0.2,1.371,1.3788,0.841,4,99.57,1233.8,65.38,1.0,0.2,0.0,0.0,97.4037,0.8,193,False
Node000,2,3,5,0.02638,0.2,0.2,0.4,2.3219,1.3788,0.6206,5,101.08,1057.4,70.08,1.0,0.4,0.2,0.0,267.1788,1.0,193,False
Node000,5,0,4,0.0,0.4,0.0,0.6,1.9219,1.1488,0.2328,5,221.94,1226.4,83.2,1.0,0.6,0.0,0.6,66.4527,1.0,193,False
Node000,3,2,5,0.00087,0.2,0.0,0.0,2.3219,1.3788,0.1961,4,183.85,1148.6,72.35,1.0,0.0,0.4,0.0,111.7884,0.8,193,False
Node000,0,5,4,0.0013,0.4,0.2,0.0,1.9219,1.3788,0.7115,5,166.65,1091.8,72.16,1.0,0.0,0.0,0.4,245.6225,1.0,193,False
Node000,1,4,5,0.02143,0.2,0.0,0.4,2.3219,1.3788,0.8948,5,86.92,1168.2,52.54,1.0,0.2,0.0,0.0,160.8878,1.0,193,False
Node000,5,0,5,0.0,0.2,0.4,0.0,2.3219,1.1488,0.1961,5,195.65,956.0,77.91,1.0,0.0,0.2,0.0,63.5172,1.0,193,False
Node000,4,1,5,0.00043,0.2,0.2,0.4,2.3219,1.3788,0.4932,5,196.94,1278.2,70.98,1.0,0.2,0.2,0.4,103.6356,1.0,193,False
Node000,0,5,3,0.00122,0.6,0.6,0.2,1.371,1.5567,0.9293,5,120.93,819.0,64.68,1.0,0.0,0.0,0.4,440.0862,1.0,193,False
