Round 1, Epoch 1, Train Loss: 0.6942, Train Acc: 0.5116, Val Loss: 0.6953, Val Acc: 0.5000
Round 1, Epoch 2, Train Loss: 0.6749, Train Acc: 0.5718, Val Loss: 0.6945, Val Acc: 0.5000
Round 1, Epoch 3, Train Loss: 0.6606, Train Acc: 0.6481, Val Loss: 0.6934, Val Acc: 0.5000
Round 1, Epoch 4, Train Loss: 0.6484, Train Acc: 0.6759, Val Loss: 0.6920, Val Acc: 0.5000
Round 1, Epoch 5, Train Loss: 0.6354, Train Acc: 0.7014, Val Loss: 0.6904, Val Acc: 0.5000
Round 1, Epoch 6, Train Loss: 0.6224, Train Acc: 0.7222, Val Loss: 0.6883, Val Acc: 0.5000
Round 1, Epoch 7, Train Loss: 0.6086, Train Acc: 0.7431, Val Loss: 0.6860, Val Acc: 0.5000
Round 1, Epoch 8, Train Loss: 0.5960, Train Acc: 0.7384, Val Loss: 0.6832, Val Acc: 0.5000
Round 1, Epoch 9, Train Loss: 0.5851, Train Acc: 0.7269, Val Loss: 0.6798, Val Acc: 0.5833
Round 1, Epoch 10, Train Loss: 0.5767, Train Acc: 0.7431, Val Loss: 0.6756, Val Acc: 0.6458
Round 1, Epoch 11, Train Loss: 0.5627, Train Acc: 0.7407, Val Loss: 0.6705, Val Acc: 0.6736
Round 1, Epoch 12, Train Loss: 0.5526, Train Acc: 0.7523, Val Loss: 0.6646, Val Acc: 0.6806
Round 1, Epoch 13, Train Loss: 0.5417, Train Acc: 0.7639, Val Loss: 0.6579, Val Acc: 0.6667
Round 1, Epoch 14, Train Loss: 0.5314, Train Acc: 0.7546, Val Loss: 0.6510, Val Acc: 0.6667
Round 1, Epoch 15, Train Loss: 0.5222, Train Acc: 0.7593, Val Loss: 0.6433, Val Acc: 0.6597
Round 1, Epoch 16, Train Loss: 0.5119, Train Acc: 0.7546, Val Loss: 0.6346, Val Acc: 0.6597
Round 1, Epoch 17, Train Loss: 0.4999, Train Acc: 0.7708, Val Loss: 0.6252, Val Acc: 0.6806
Round 1, Epoch 18, Train Loss: 0.4906, Train Acc: 0.7593, Val Loss: 0.6150, Val Acc: 0.6806
Round 1, Epoch 19, Train Loss: 0.4852, Train Acc: 0.7616, Val Loss: 0.6039, Val Acc: 0.6875
Round 1, Epoch 20, Train Loss: 0.4714, Train Acc: 0.7569, Val Loss: 0.5924, Val Acc: 0.7014
Round 1, Epoch 21, Train Loss: 0.4679, Train Acc: 0.7731, Val Loss: 0.5807, Val Acc: 0.7083
Round 1, Epoch 22, Train Loss: 0.4577, Train Acc: 0.7569, Val Loss: 0.5685, Val Acc: 0.7153
Round 1, Epoch 23, Train Loss: 0.4481, Train Acc: 0.7731, Val Loss: 0.5561, Val Acc: 0.7222
Round 1, Epoch 24, Train Loss: 0.4450, Train Acc: 0.7708, Val Loss: 0.5438, Val Acc: 0.7222
Round 1, Epoch 25, Train Loss: 0.4328, Train Acc: 0.7708, Val Loss: 0.5316, Val Acc: 0.7222
Round 1, Epoch 26, Train Loss: 0.4287, Train Acc: 0.7847, Val Loss: 0.5201, Val Acc: 0.7222
Round 1, Epoch 27, Train Loss: 0.4298, Train Acc: 0.7824, Val Loss: 0.5093, Val Acc: 0.7500
Round 1, Epoch 28, Train Loss: 0.4218, Train Acc: 0.7824, Val Loss: 0.4993, Val Acc: 0.7500
Round 1, Epoch 29, Train Loss: 0.4206, Train Acc: 0.7801, Val Loss: 0.4899, Val Acc: 0.7569
Round 1, Epoch 30, Train Loss: 0.4127, Train Acc: 0.7824, Val Loss: 0.4813, Val Acc: 0.7569
Round 1, Epoch 31, Train Loss: 0.4033, Train Acc: 0.8009, Val Loss: 0.4738, Val Acc: 0.7500
Round 1, Epoch 32, Train Loss: 0.3982, Train Acc: 0.7894, Val Loss: 0.4671, Val Acc: 0.7500
Round 1, Epoch 33, Train Loss: 0.3971, Train Acc: 0.7917, Val Loss: 0.4614, Val Acc: 0.7569
Round 1, Epoch 34, Train Loss: 0.3918, Train Acc: 0.8171, Val Loss: 0.4568, Val Acc: 0.7500
Round 1, Epoch 35, Train Loss: 0.3919, Train Acc: 0.7940, Val Loss: 0.4526, Val Acc: 0.7639
Round 1, Epoch 36, Train Loss: 0.3877, Train Acc: 0.8079, Val Loss: 0.4485, Val Acc: 0.7569
Round 1, Epoch 37, Train Loss: 0.3842, Train Acc: 0.7963, Val Loss: 0.4448, Val Acc: 0.7639
Round 1, Epoch 38, Train Loss: 0.3789, Train Acc: 0.8125, Val Loss: 0.4413, Val Acc: 0.7639
Round 1, Epoch 39, Train Loss: 0.3762, Train Acc: 0.8148, Val Loss: 0.4380, Val Acc: 0.7500
Round 1, Epoch 40, Train Loss: 0.3724, Train Acc: 0.8102, Val Loss: 0.4357, Val Acc: 0.7569
Round 1, Epoch 41, Train Loss: 0.3654, Train Acc: 0.8102, Val Loss: 0.4325, Val Acc: 0.7639
Round 1, Epoch 42, Train Loss: 0.3674, Train Acc: 0.8148, Val Loss: 0.4299, Val Acc: 0.7639
Round 1, Epoch 43, Train Loss: 0.3696, Train Acc: 0.8079, Val Loss: 0.4283, Val Acc: 0.7500
Round 1, Epoch 44, Train Loss: 0.3662, Train Acc: 0.8264, Val Loss: 0.4265, Val Acc: 0.7569
Round 1, Epoch 45, Train Loss: 0.3605, Train Acc: 0.8287, Val Loss: 0.4248, Val Acc: 0.7639
Round 1, Epoch 46, Train Loss: 0.3585, Train Acc: 0.8171, Val Loss: 0.4211, Val Acc: 0.7500
Round 1, Epoch 47, Train Loss: 0.3513, Train Acc: 0.8218, Val Loss: 0.4170, Val Acc: 0.7500
Round 1, Epoch 48, Train Loss: 0.3447, Train Acc: 0.8287, Val Loss: 0.4140, Val Acc: 0.7500
Round 1, Epoch 49, Train Loss: 0.3469, Train Acc: 0.8310, Val Loss: 0.4134, Val Acc: 0.7431
Round 1, Epoch 50, Train Loss: 0.3520, Train Acc: 0.8218, Val Loss: 0.4128, Val Acc: 0.7500
Round 1, Epoch 51, Train Loss: 0.3438, Train Acc: 0.8310, Val Loss: 0.4134, Val Acc: 0.7500
Round 1, Epoch 52, Train Loss: 0.3426, Train Acc: 0.8125, Val Loss: 0.4145, Val Acc: 0.7569
Round 1, Epoch 53, Train Loss: 0.3427, Train Acc: 0.8241, Val Loss: 0.4145, Val Acc: 0.7569
Round 1, Epoch 54, Train Loss: 0.3472, Train Acc: 0.8264, Val Loss: 0.4135, Val Acc: 0.7639
Round 1, Epoch 55, Train Loss: 0.3483, Train Acc: 0.8264, Val Loss: 0.4110, Val Acc: 0.7500
Round 1, Epoch 56, Train Loss: 0.3332, Train Acc: 0.8472, Val Loss: 0.4091, Val Acc: 0.7500
Round 1, Epoch 57, Train Loss: 0.3289, Train Acc: 0.8495, Val Loss: 0.4081, Val Acc: 0.7639
Round 1, Epoch 58, Train Loss: 0.3384, Train Acc: 0.8264, Val Loss: 0.4078, Val Acc: 0.7569
Round 1, Epoch 59, Train Loss: 0.3337, Train Acc: 0.8356, Val Loss: 0.4086, Val Acc: 0.7569
Round 1, Epoch 60, Train Loss: 0.3248, Train Acc: 0.8426, Val Loss: 0.4099, Val Acc: 0.7569
Round 1, Epoch 61, Train Loss: 0.3348, Train Acc: 0.8403, Val Loss: 0.4107, Val Acc: 0.7569
Round 1, Epoch 62, Train Loss: 0.3286, Train Acc: 0.8264, Val Loss: 0.4119, Val Acc: 0.7569
Round 1, Epoch 63, Train Loss: 0.3208, Train Acc: 0.8449, Val Loss: 0.4117, Val Acc: 0.7569
Round 1, Epoch 64, Train Loss: 0.3188, Train Acc: 0.8426, Val Loss: 0.4103, Val Acc: 0.7569
Round 1, Epoch 65, Train Loss: 0.3138, Train Acc: 0.8403, Val Loss: 0.4099, Val Acc: 0.7639
