Round 1, Epoch 1, Train Loss: 0.6922, Train Acc: 0.5189, Val Loss: 0.6954, Val Acc: 0.5000
Round 1, Epoch 2, Train Loss: 0.6720, Train Acc: 0.6108, Val Loss: 0.6945, Val Acc: 0.5000
Round 1, Epoch 3, Train Loss: 0.6565, Train Acc: 0.6557, Val Loss: 0.6936, Val Acc: 0.5000
Round 1, Epoch 4, Train Loss: 0.6420, Train Acc: 0.6934, Val Loss: 0.6924, Val Acc: 0.5000
Round 1, Epoch 5, Train Loss: 0.6311, Train Acc: 0.6910, Val Loss: 0.6907, Val Acc: 0.5000
Round 1, Epoch 6, Train Loss: 0.6142, Train Acc: 0.7075, Val Loss: 0.6891, Val Acc: 0.5000
Round 1, Epoch 7, Train Loss: 0.6047, Train Acc: 0.7170, Val Loss: 0.6871, Val Acc: 0.4930
Round 1, Epoch 8, Train Loss: 0.5961, Train Acc: 0.7052, Val Loss: 0.6845, Val Acc: 0.5000
Round 1, Epoch 9, Train Loss: 0.5875, Train Acc: 0.6958, Val Loss: 0.6813, Val Acc: 0.5915
Round 1, Epoch 10, Train Loss: 0.5724, Train Acc: 0.7099, Val Loss: 0.6774, Val Acc: 0.6197
Round 1, Epoch 11, Train Loss: 0.5687, Train Acc: 0.6981, Val Loss: 0.6728, Val Acc: 0.6197
Round 1, Epoch 12, Train Loss: 0.5553, Train Acc: 0.7123, Val Loss: 0.6672, Val Acc: 0.6268
Round 1, Epoch 13, Train Loss: 0.5488, Train Acc: 0.7217, Val Loss: 0.6606, Val Acc: 0.6268
Round 1, Epoch 14, Train Loss: 0.5409, Train Acc: 0.7217, Val Loss: 0.6528, Val Acc: 0.6549
Round 1, Epoch 15, Train Loss: 0.5306, Train Acc: 0.7217, Val Loss: 0.6440, Val Acc: 0.6690
Round 1, Epoch 16, Train Loss: 0.5247, Train Acc: 0.7217, Val Loss: 0.6343, Val Acc: 0.6690
Round 1, Epoch 17, Train Loss: 0.5195, Train Acc: 0.7311, Val Loss: 0.6242, Val Acc: 0.6901
Round 1, Epoch 18, Train Loss: 0.5122, Train Acc: 0.7146, Val Loss: 0.6134, Val Acc: 0.7042
Round 1, Epoch 19, Train Loss: 0.5020, Train Acc: 0.7311, Val Loss: 0.6020, Val Acc: 0.6972
Round 1, Epoch 20, Train Loss: 0.4960, Train Acc: 0.7288, Val Loss: 0.5903, Val Acc: 0.7113
Round 1, Epoch 21, Train Loss: 0.4864, Train Acc: 0.7429, Val Loss: 0.5783, Val Acc: 0.7113
Round 1, Epoch 22, Train Loss: 0.4791, Train Acc: 0.7429, Val Loss: 0.5661, Val Acc: 0.7113
Round 1, Epoch 23, Train Loss: 0.4756, Train Acc: 0.7382, Val Loss: 0.5537, Val Acc: 0.7113
Round 1, Epoch 24, Train Loss: 0.4724, Train Acc: 0.7500, Val Loss: 0.5414, Val Acc: 0.7113
