node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node027,5,0,5,25,15,10,4,10.0,False
Node027,5,0,5,25,12,13,2,10.0,False
Node027,5,0,5,25,17,8,3,10.0,False
Node027,5,0,5,25,14,11,4,10.0,False
Node027,5,0,5,25,15,10,3,10.0,False
Node027,2,0,2,3,1,2,5,0.00044,False
Node027,0,0,0,5,3,2,5,0.0,False
Node027,1,0,1,4,3,1,5,0.00043,False
Node027,0,0,0,5,3,2,5,0.00088,False
Node027,1,0,1,4,3,1,4,0.0,False
Node027,1,0,1,4,3,1,4,0.00042,False
