node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node009,8,0,8,24,15,9,4,8.0,False
Node009,8,0,8,24,15,9,4,8.0,False
Node009,8,0,8,24,13,11,4,8.0,False
Node009,8,0,8,24,14,10,3,8.0,False
Node009,8,0,8,24,17,7,4,8.0,False
Node009,1,0,1,4,2,2,4,0.00044,False
Node009,0,0,0,5,5,0,4,0.00043,False
Node009,4,0,4,1,0,1,3,0.00044,False
Node009,1,0,1,4,3,1,5,0.00047,False
Node009,1,0,1,4,1,3,3,0.0,False
Node009,1,0,1,4,3,1,4,0.00042,False
