node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node044,6,0,6,24,16,8,3,9.0,False
Node044,6,0,6,24,16,8,4,9.0,False
Node044,6,0,6,24,21,3,4,9.0,False
Node044,6,0,6,24,18,6,4,9.0,False
Node044,6,0,6,24,20,4,4,9.0,False
Node044,0,0,0,5,2,3,5,0.00044,False
Node044,1,0,1,4,4,0,4,0.00043,False
Node044,2,0,2,3,1,2,4,0.00044,False
Node044,2,0,2,3,3,0,4,0.00041,False
Node044,0,0,0,5,4,1,4,0.0,False
Node044,1,0,1,4,3,1,4,0.00042,False
