node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node047,0,0,0,5,0,5,4,0.0005,False
Node047,4,0,4,1,0,1,5,0.0,False
Node047,5,0,5,0,0,0,5,0.0,False
Node047,1,0,1,4,2,2,5,0.02191,False
Node047,0,0,0,5,0,5,3,0.00043,False
Node047,4,0,4,1,0,1,5,0.00088,False
Node047,5,0,5,0,0,0,4,0.0,False
Node047,1,0,1,4,2,2,4,0.02733,False
Node047,1,0,1,4,0,4,4,0.00087,False
Node047,5,0,5,0,0,0,5,0.0,False
Node047,4,0,4,1,1,0,3,0.0,False
Node047,0,0,0,5,4,1,3,0.027,False
Node047,0,0,0,5,0,5,4,0.00048,False
Node047,2,0,2,3,0,3,5,0.00043,False
Node047,5,0,5,0,0,0,5,0.0,False
Node047,3,0,3,2,2,0,5,0.00043,False
Node047,0,0,0,5,0,5,4,0.00043,False
Node047,5,0,5,0,0,0,5,0.0,False
Node047,5,0,5,0,0,0,4,0.0,False
