node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node045,6,0,6,25,18,7,4,9.5,False
Node045,6,0,6,25,17,8,4,9.5,False
Node045,6,0,6,25,19,6,4,9.5,False
Node045,6,0,6,25,15,10,3,9.5,False
Node045,6,0,6,25,15,10,4,9.5,False
Node045,1,0,1,4,3,1,3,0.00044,False
Node045,0,0,0,5,3,2,5,0.00044,False
Node045,2,0,2,3,3,0,5,0.00047,False
Node045,0,0,0,5,2,3,4,0.00041,False
Node045,2,0,2,3,2,1,3,0.0,False
Node045,1,0,1,4,2,2,5,0.00042,False
