node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Sybil050,1,0,1,4,2,2,3,0.03796,False
Sybil051,1,0,1,4,2,2,3,0.03796,False
Sybil052,1,0,1,4,2,2,3,0.03796,False
Sybil053,1,0,1,4,2,2,3,0.03796,False
Sybil054,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Sybil050,1,0,1,4,2,2,3,0.03796,False
Sybil051,1,0,1,4,2,2,3,0.03796,False
Sybil052,1,0,1,4,2,2,3,0.03796,False
Sybil053,1,0,1,4,2,2,3,0.03796,False
Sybil054,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Sybil050,1,0,1,4,2,2,3,0.03796,False
Sybil051,1,0,1,4,2,2,3,0.03796,False
Sybil052,1,0,1,4,2,2,3,0.03796,False
Sybil053,1,0,1,4,2,2,3,0.03796,False
Sybil054,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Sybil050,1,0,1,4,2,2,3,0.03796,False
Sybil051,1,0,1,4,2,2,3,0.03796,False
Sybil052,1,0,1,4,2,2,3,0.03796,False
Sybil053,1,0,1,4,2,2,3,0.03796,False
Sybil054,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Node010,1,0,1,4,2,2,3,0.03796,False
Sybil050,1,0,1,4,2,2,3,0.03796,False
Sybil051,1,0,1,4,2,2,3,0.03796,False
Sybil052,1,0,1,4,2,2,3,0.03796,False
Sybil053,1,0,1,4,2,2,3,0.03796,False
Sybil054,1,0,1,4,2,2,3,0.03796,False
Sybil050,1,0,1,4,2,2,3,0.03796,True
Sybil051,1,0,1,4,2,2,3,0.03796,True
Sybil052,1,0,1,4,2,2,3,0.03796,True
Sybil053,1,0,1,4,2,2,3,0.03796,True
Sybil054,1,0,1,4,2,2,3,0.03796,True
