node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node023,3,0,3,2,0,2,5,0.00041,False
Node023,5,0,5,0,0,0,5,0.0,False
Node023,2,0,2,3,0,3,5,0.0,False
Node023,0,0,0,5,0,5,4,0.0,False
Node023,0,0,0,5,3,2,3,0.00042,False
Node023,0,0,0,5,0,5,5,0.0005,False
Node023,5,0,5,0,0,0,5,0.0,False
Node023,5,0,5,0,0,0,5,0.0,False
Node023,0,0,0,5,0,5,4,0.00043,False
Node023,0,0,0,5,3,2,4,0.00051,False
Node023,0,0,0,5,0,5,4,0.00041,False
Node023,2,0,2,3,0,3,5,0.00043,False
Node023,5,0,5,0,0,0,3,0.0,False
Node023,3,0,3,2,0,2,4,0.0,False
Node023,0,0,0,5,2,3,3,0.0005,False
Node023,0,0,0,5,2,3,4,0.02687,False
Node023,5,0,5,0,0,0,4,0.0,False
Node023,5,0,5,0,0,0,5,0.0,False
Node023,0,0,0,5,1,4,4,0.00083,False
Node023,2,0,2,3,1,2,4,0.02451,False
Node023,5,0,5,0,0,0,5,0.0,False
Node023,3,0,3,2,0,2,4,0.00043,False
Node023,0,0,0,5,2,3,4,0.0,False
