node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node035,3,0,3,24,19,5,2,10.5,False
Node035,3,0,3,24,19,5,2,10.5,False
Node035,3,0,3,24,19,5,2,10.5,False
Node035,3,0,3,24,18,6,2,10.5,False
Node035,3,0,3,24,19,5,1,10.5,False
Node035,2,0,2,3,2,1,3,0.00044,False
Node035,0,0,0,5,4,1,5,0.00043,False
Node035,0,0,0,5,4,1,5,0.00047,False
Node035,1,0,1,4,3,1,4,0.00041,False
Node035,0,0,0,5,3,2,4,0.00042,False
