node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node003,8,0,8,28,14,14,5,10.0,False
Node003,8,0,8,28,18,10,5,10.0,False
Node003,8,0,8,28,15,13,4,10.0,False
Node003,8,0,8,28,15,13,6,10.0,False
Node003,8,0,8,28,18,10,6,10.0,False
Node003,3,0,3,2,0,2,5,0.0,False
Node003,1,0,1,4,3,1,5,0.0,False
Node003,1,0,1,4,3,1,4,0.00043,False
Node003,1,0,1,4,1,3,4,0.00044,False
Node003,1,0,1,4,2,2,5,0.00047,False
Node003,0,0,0,5,3,2,5,0.00041,False
Node003,1,0,1,4,2,2,4,0.00042,False
