node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node030,1,0,1,4,0,4,3,0.00041,False
Node030,5,0,5,0,0,0,5,0.0,False
Node030,4,0,4,1,0,1,4,0.00046,False
Node030,0,0,0,5,3,2,4,0.02205,False
Node030,1,0,1,4,0,4,4,0.00043,False
Node030,5,0,5,0,0,0,4,0.0,False
Node030,4,0,4,1,0,1,4,0.0,False
Node030,0,0,0,5,3,2,4,0.00045,False
Node030,0,0,0,5,3,2,3,0.0276,False
Node030,5,0,5,0,0,0,4,0.0,False
Node030,5,0,5,0,0,0,5,0.0,False
Node030,0,0,0,5,0,5,5,0.00043,False
Node030,0,0,0,5,2,3,5,0.00043,False
Node030,0,0,0,5,0,5,5,0.0004,False
Node030,4,0,4,1,0,1,5,0.0,False
Node030,5,0,5,0,0,0,5,0.0,False
Node030,1,0,1,4,0,4,4,0.0005,False
Node030,0,0,0,5,4,1,4,0.02464,False
Node030,0,0,0,5,0,5,5,0.0,False
Node030,4,0,4,1,0,1,4,0.0,False
Node030,5,0,5,0,0,0,4,0.0,False
Node030,1,0,1,4,0,4,4,0.00043,False
Node030,0,0,0,5,4,1,3,0.00043,False
