node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Sybil230,1,0,1,4,2,2,5,0.2557,False
Sybil231,1,0,1,4,2,2,5,0.2557,False
Sybil232,1,0,1,4,2,2,5,0.2557,False
Sybil233,1,0,1,4,2,2,5,0.2557,False
Sybil234,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Sybil230,1,0,1,4,2,2,5,0.2557,False
Sybil231,1,0,1,4,2,2,5,0.2557,False
Sybil232,1,0,1,4,2,2,5,0.2557,False
Sybil233,1,0,1,4,2,2,5,0.2557,False
Sybil234,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Sybil230,1,0,1,4,2,2,5,0.2557,False
Sybil231,1,0,1,4,2,2,5,0.2557,False
Sybil232,1,0,1,4,2,2,5,0.2557,False
Sybil233,1,0,1,4,2,2,5,0.2557,False
Sybil234,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Sybil230,1,0,1,4,2,2,5,0.2557,False
Sybil231,1,0,1,4,2,2,5,0.2557,False
Sybil232,1,0,1,4,2,2,5,0.2557,False
Sybil233,1,0,1,4,2,2,5,0.2557,False
Sybil234,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Node046,1,0,1,4,2,2,5,0.2557,False
Sybil230,1,0,1,4,2,2,5,0.2557,False
Sybil231,1,0,1,4,2,2,5,0.2557,False
Sybil232,1,0,1,4,2,2,5,0.2557,False
Sybil233,1,0,1,4,2,2,5,0.2557,False
Sybil234,1,0,1,4,2,2,5,0.2557,False
Sybil230,1,0,1,4,2,2,5,0.2557,True
Sybil231,1,0,1,4,2,2,5,0.2557,True
Sybil232,1,0,1,4,2,2,5,0.2557,True
Sybil233,1,0,1,4,2,2,5,0.2557,True
Sybil234,1,0,1,4,2,2,5,0.2557,True
