node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node026,8,0,8,22,15,7,4,7.0,False
Node026,8,0,8,22,14,8,3,7.0,False
Node026,8,0,8,22,15,7,3,7.0,False
Node026,8,0,8,22,16,6,5,7.0,False
Node026,8,0,8,22,15,7,3,7.0,False
Node026,4,0,4,1,0,1,3,0.00044,False
Node026,2,0,2,3,3,0,4,0.0,False
Node026,1,0,1,4,3,1,3,0.00043,False
Node026,0,0,0,5,3,2,3,0.00044,False
Node026,1,0,1,4,3,1,5,0.00041,False
Node026,0,0,0,5,3,2,4,0.00042,False
