node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node034,0,0,0,5,0,5,5,0.00041,False
Node034,2,0,2,3,0,3,3,0.00046,False
Node034,5,0,5,0,0,0,4,0.0,False
Node034,3,0,3,2,0,2,4,0.0,False
Node034,0,0,0,5,2,3,5,0.02191,False
Node034,0,0,0,5,0,5,5,0.00043,False
Node034,4,0,4,1,0,1,4,0.00043,False
Node034,5,0,5,0,0,0,5,0.0,False
Node034,1,0,1,4,3,1,5,0.00045,False
Node034,0,0,0,5,2,3,5,0.02734,False
Node034,4,0,4,1,0,1,4,0.0,False
Node034,5,0,5,0,0,0,5,0.0,False
Node034,1,0,1,4,3,1,3,0.00043,False
Node034,0,0,0,5,2,3,5,0.02687,False
Node034,4,0,4,1,0,1,4,0.00043,False
Node034,5,0,5,0,0,0,4,0.0,False
Node034,1,0,1,4,3,1,5,0.0005,False
Node034,0,0,0,5,0,5,4,0.0,False
Node034,3,0,3,2,0,2,5,0.00043,False
Node034,5,0,5,0,0,0,5,0.0,False
Node034,2,0,2,3,0,3,5,0.0,False
Node034,0,0,0,5,2,3,5,0.00043,False
