node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node004,8,0,8,30,19,11,6,11.0,False
Node004,8,0,8,30,15,15,5,11.0,False
Node004,8,0,8,30,17,13,5,11.0,False
Node004,8,0,8,30,9,21,5,11.0,False
Node004,8,0,8,30,17,13,5,11.0,False
Node004,1,0,1,4,0,4,5,0.0,False
Node004,1,0,1,4,3,1,3,0.0,False
Node004,3,0,3,2,1,1,5,0.00043,False
Node004,1,0,1,4,3,1,5,0.0,False
Node004,1,0,1,4,0,4,4,0.00044,False
Node004,1,0,1,4,3,1,5,0.00047,False
Node004,0,0,0,5,3,2,4,0.0,False
