node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node015,2,3,5,0.0,0.2,0.0,0.4,2.3219,4,False
Node015,5,0,4,0.0,0.4,0.4,0.2,1.9219,5,False
Node015,3,2,4,0.0,0.4,0.4,0.4,1.9219,4,False
Node015,0,5,4,0.00044,0.4,0.2,0.2,1.9219,5,False
Node015,0,5,4,0.02303,0.4,0.6,0.2,1.9219,5,False
Node015,4,1,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node015,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node015,1,4,4,0.00042,0.4,0.2,0.2,1.9219,5,False
Node015,0,5,5,0.00069,0.2,0.0,0.4,2.3219,5,False
Node015,1,4,5,0.02539,0.2,0.2,0.6,2.3219,5,False
Node015,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node015,4,1,4,0.0,0.4,0.0,0.4,1.9219,5,False
Node015,0,5,4,0.00044,0.4,0.2,0.0,1.9219,5,False
Node015,0,5,4,0.0005,0.4,0.0,0.4,1.9219,5,False
Node015,4,1,4,0.02609,0.4,0.0,0.2,1.9219,4,False
Node015,5,0,5,0.0,0.2,0.2,0.6,2.3219,5,False
Node015,1,4,2,0.00043,0.8,0.0,0.2,0.7219,5,False
Node015,0,5,4,0.00185,0.4,0.2,0.2,1.9219,5,False
Node015,0,5,4,0.02313,0.4,0.0,0.2,1.9219,4,False
Node015,0,5,5,0.0,0.2,0.2,0.0,2.3219,4,False
Node015,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,False
Node015,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,False
Node015,0,5,4,0.00042,0.4,0.6,0.2,1.9219,4,False
Node015,0,5,3,0.00045,0.6,0.6,0.2,1.371,3,False
