node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,is_sybil
Node039,0,5,4,0.00065,0.4,0.2,0.4,1.9219,5,False
Node039,1,4,5,0.00044,0.2,0.2,0.0,2.3219,5,False
Node039,5,0,5,0.0,0.2,0.2,0.2,2.3219,4,False
Node039,4,1,5,0.00044,0.2,0.4,0.0,2.3219,5,False
Node039,0,5,4,0.00043,0.4,0.4,0.2,1.9219,5,False
Node039,1,4,4,0.00065,0.4,0.4,0.2,1.9219,5,False
Node039,5,0,3,0.0,0.4,0.4,0.0,1.5219,5,False
Node039,4,1,4,0.00044,0.4,0.0,0.4,1.9219,5,False
Node039,0,5,3,0.02593,0.4,0.2,0.0,1.5219,4,False
Node039,4,1,4,0.00099,0.4,0.0,0.4,1.9219,5,False
Node039,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,False
Node039,1,4,4,0.0005,0.4,0.0,0.2,1.9219,4,False
Node039,0,5,5,0.00059,0.2,0.0,0.2,2.3219,5,False
Node039,3,2,5,0.00167,0.2,0.4,0.0,2.3219,4,False
Node039,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,False
Node039,2,3,3,0.00044,0.6,0.8,0.2,1.371,4,False
Node039,0,5,2,0.02306,0.6,0.0,0.4,0.971,4,False
Node039,0,5,4,0.00045,0.4,0.6,0.2,1.9219,5,False
Node039,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node039,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,False
Node039,0,5,5,0.00091,0.2,0.4,0.2,2.3219,5,False
