node_id,sent_total,sent_to_sybil,sent_to_honest,received_total,received_from_sybil,received_from_honest,protocol_diversity,message_burstiness,is_sybil
Node033,3,0,3,2,0,2,5,0.00041,False
Node033,5,0,5,0,0,0,4,0.0,False
Node033,2,0,2,3,1,2,4,0.00042,False
Node033,0,0,0,5,1,4,5,0.02191,False
Node033,5,0,5,0,0,0,5,0.00043,False
Node033,5,0,5,0,0,0,4,0.0,False
Node033,0,0,0,5,3,2,3,0.0,False
Node033,0,0,0,5,3,2,4,0.02719,False
Node033,1,0,1,4,0,4,4,0.00043,False
Node033,5,0,5,0,0,0,5,0.0,False
Node033,4,0,4,1,0,1,5,0.0,False
Node033,0,0,0,5,0,5,5,0.0,False
Node033,0,0,0,5,5,0,3,0.00043,False
Node033,2,0,2,3,0,3,4,0.00048,False
Node033,5,0,5,0,0,0,5,0.0,False
Node033,3,0,3,2,0,2,4,0.00043,False
Node033,0,0,0,5,3,2,4,0.00043,False
Node033,0,0,0,5,1,4,5,0.02451,False
Node033,4,0,4,1,0,1,4,0.00043,False
Node033,5,0,5,0,0,0,4,0.0,False
Node033,1,0,1,4,3,1,4,0.00043,False
