node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node017,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,189.33,1475.4,76.73,1.0,False
Node020_Sybil00,5,0,4,0.0,0.4,0.4,0.0,1.9219,4,29.17,1342.2,46.39,1.0,True
Node040_Sybil00,1,4,5,0.02468,0.2,0.2,0.0,2.3219,5,99.31,1371.0,68.04,1.0,True
Node017,2,3,4,0.00083,0.4,0.6,0.2,1.9219,5,63.48,1082.2,65.34,1.0,False
Node007,4,1,4,0.0007,0.4,0.8,0.0,1.9219,5,199.75,837.4,78.98,1.0,False
Node007,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,201.75,1041.8,72.15,1.0,False
Node027,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,149.39,1190.2,84.6,1.0,False
Node047,5,0,4,0.0,0.4,0.0,0.2,1.9219,4,196.1,1241.8,85.42,1.0,False
Node027,5,0,4,0.0,0.4,0.8,0.2,1.9219,5,195.96,1355.6,84.41,1.0,False
Node007,0,5,4,0.02656,0.4,0.0,0.4,1.9219,5,71.1,1068.2,56.62,1.0,False
Node020_Sybil00,3,2,3,0.00043,0.4,0.6,0.0,1.5219,5,22.92,922.2,43.02,1.0,True
Node023_Sybil01,5,0,3,0.0,0.4,0.0,0.4,1.5219,4,21.45,738.8,47.92,1.0,True
Node030_Sybil00,4,1,3,0.00043,0.6,0.0,0.0,1.371,5,27.18,1327.2,49.07,1.0,True
Node033_Sybil01,5,0,2,0.0,0.6,0.4,0.6,0.971,5,27.25,1408.8,49.07,1.0,True
Node030_Sybil00,1,4,5,0.00086,0.2,0.4,0.2,2.3219,5,119.39,1228.0,58.43,1.0,True
Node033_Sybil01,0,5,4,0.00101,0.4,0.2,0.4,1.9219,4,74.05,1401.8,68.53,1.0,True
Node047,0,5,2,0.0005,0.6,0.6,0.4,0.971,5,98.58,1009.4,61.04,1.0,False
Node037,0,5,4,0.02308,0.4,0.0,0.2,1.9219,5,116.82,1013.4,64.81,1.0,False
Node000_Sybil00,1,4,4,0.00071,0.4,0.2,0.4,1.9219,5,83.91,934.6,72.46,1.0,True
Node047,3,2,5,0.02558,0.2,0.2,0.0,2.3219,5,158.16,1517.4,75.41,1.0,False
Node037,0,5,4,0.00205,0.4,0.2,0.6,1.9219,4,21.83,1354.0,46.59,1.0,False
Node000_Sybil00,0,5,5,0.00083,0.2,0.4,0.2,2.3219,4,40.8,1065.4,45.78,1.0,True
Node037,0,5,5,0.00074,0.2,0.4,0.2,2.3219,5,88.55,844.6,57.18,1.0,False
Node007,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,161.13,538.0,77.11,1.0,False
Node013_Sybil01,5,0,3,0.0,0.4,0.4,0.0,1.5219,5,20.71,1251.6,36.88,1.0,True
Node037,0,5,4,0.00069,0.4,0.4,0.2,1.9219,4,82.26,1120.6,51.27,1.0,False
Node030_Sybil00,0,5,5,0.02591,0.2,0.4,0.2,2.3219,5,158.9,717.8,74.08,1.0,True
Node013_Sybil01,5,0,4,0.0,0.4,0.6,0.0,1.9219,5,19.6,900.0,48.74,1.0,True
Node027,3,2,5,0.00044,0.2,0.2,0.4,2.3219,5,172.52,1410.2,78.53,1.0,False
Node017,4,1,5,0.0,0.2,0.2,0.4,2.3219,5,214.18,1117.2,72.96,1.0,False
Node023_Sybil01,2,3,5,0.00048,0.2,0.2,0.2,2.3219,5,33.45,1359.8,51.53,1.0,True
Node047,5,0,3,0.0,0.4,0.0,0.6,1.5219,5,197.87,715.0,77.77,1.0,False
Node023_Sybil01,1,4,3,0.03402,0.6,0.2,0.0,1.371,5,135.17,1034.0,72.81,1.0,True
Node030_Sybil00,3,2,3,0.00122,0.4,0.0,0.2,1.5219,5,34.95,1325.8,47.01,1.0,True
Node033_Sybil01,0,5,4,0.02807,0.4,0.2,0.4,1.9219,5,25.92,1134.0,58.66,1.0,True
Node037,4,1,4,0.0,0.4,0.0,0.6,1.9219,5,136.82,1234.6,64.14,1.0,False
Node007,0,5,3,0.00148,0.6,0.2,0.2,1.371,5,96.85,1021.6,50.32,1.0,False
Node017,0,5,5,0.02742,0.2,0.4,0.0,2.3219,5,62.69,997.8,55.11,1.0,False
Node027,3,2,4,0.00044,0.4,0.0,0.0,1.9219,5,83.47,808.4,56.3,1.0,False
Node027,0,5,4,0.02494,0.4,0.6,0.4,1.9219,5,115.54,966.4,65.78,1.0,False
Node010_Sybil00,4,1,3,0.00043,0.4,0.0,0.4,1.5219,5,27.68,862.4,53.42,1.0,True
Node027,4,1,4,0.00264,0.4,0.2,0.6,1.9219,5,201.14,1353.2,73.66,1.0,False
Node013_Sybil01,0,5,4,0.00049,0.4,0.4,0.2,1.9219,5,131.17,1136.2,77.81,1.0,True
Node020_Sybil00,5,0,5,0.00043,0.2,0.4,0.0,2.3219,5,27.57,1427.2,51.93,1.0,True
Node043_Sybil01,5,0,2,0.0,0.8,0.0,0.2,0.7219,5,27.59,783.0,44.23,1.0,True
Node037,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,189.34,1038.0,73.11,1.0,False
Node047,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,237.11,1092.4,82.14,1.0,False
Node027,0,5,4,0.02325,0.4,0.6,0.0,1.9219,5,82.68,1012.0,59.21,1.0,False
Node047,3,2,5,0.02238,0.2,0.4,0.2,2.3219,5,231.77,1387.4,77.8,1.0,False
Node043_Sybil01,0,5,4,0.00081,0.4,0.4,0.2,1.9219,5,88.6,1054.8,55.02,1.0,True
Node047,2,3,3,0.00161,0.4,0.2,0.0,1.5219,5,140.73,1024.2,59.23,1.0,False
Node000_Sybil00,5,0,3,0.0,0.4,0.0,0.2,1.5219,5,16.2,813.8,49.06,1.0,True
Node010_Sybil00,5,0,2,0.0,0.6,0.0,0.4,0.971,5,24.74,1137.6,52.54,1.0,True
Node000_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,28.59,1160.8,55.33,1.0,True
Node023_Sybil01,2,3,4,0.00084,0.4,0.2,0.2,1.9219,4,116.01,788.2,65.71,1.0,True
Node023_Sybil01,5,0,2,0.0,0.6,0.0,0.4,0.971,5,20.88,1112.4,53.91,1.0,True
Node003_Sybil01,5,0,3,0.0,0.6,0.0,0.2,1.371,5,19.51,1040.2,52.94,1.0,True
Node010_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,33.88,1156.0,54.43,1.0,True
Node007,0,5,4,0.00253,0.4,0.2,0.4,1.9219,4,100.75,955.6,52.98,1.0,False
Node017,0,5,5,0.00159,0.2,0.4,0.0,2.3219,5,112.11,751.8,58.85,1.0,False
Node007,0,5,4,0.02821,0.4,0.6,0.2,1.9219,5,76.46,1413.0,48.64,1.0,False
Node020_Sybil00,5,0,4,0.00043,0.4,0.6,0.0,1.9219,4,36.49,1195.6,50.56,1.0,True
Node003_Sybil01,0,5,3,0.03176,0.6,0.2,0.6,1.371,5,33.19,1327.0,45.27,1.0,True
Node003_Sybil01,0,5,4,0.00069,0.4,0.2,0.4,1.9219,5,227.4,1134.6,86.63,1.0,True
Node037,1,4,4,0.02742,0.4,0.0,0.2,1.9219,5,116.24,904.4,69.65,1.0,False
Node030_Sybil00,2,3,4,0.00083,0.4,0.4,0.4,1.9219,5,91.18,628.6,61.7,1.0,True
Node043_Sybil01,5,0,2,0.0,0.6,0.0,0.4,0.971,5,32.86,980.2,41.14,1.0,True
