node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node031,4,1,4,0.00043,0.4,0.8,0.0,1.9219,5,209.56,1471.4,78.57,1.0,False
Node021,0,5,5,0.02633,0.2,0.0,0.4,2.3219,5,186.2,1520.4,70.32,1.0,False
Node001,0,5,4,0.00168,0.4,0.2,0.2,1.9219,5,130.79,1232.0,64.21,1.0,False
Node021,0,5,5,0.02421,0.2,0.2,0.2,2.3219,5,86.36,725.2,58.15,1.0,False
Node001,0,5,3,0.00044,0.6,0.6,0.0,1.371,5,92.32,1142.6,56.36,1.0,False
Node037_Sybil01,0,5,5,0.00091,0.2,0.4,0.0,2.3219,5,56.67,497.6,46.68,1.0,True
Node007_Sybil01,5,0,3,0.0,0.4,0.0,0.2,1.5219,5,23.61,909.2,49.38,1.0,True
Node007_Sybil01,0,5,4,0.00088,0.4,0.4,0.0,1.9219,5,92.83,828.8,67.7,1.0,True
Node021,0,5,4,0.0005,0.4,0.0,0.2,1.9219,5,61.21,837.8,64.06,1.0,False
Node041,0,5,4,0.00081,0.4,0.2,0.0,1.9219,5,143.13,1053.6,72.21,1.0,False
Node027_Sybil01,0,5,4,0.00052,0.4,0.2,0.2,1.9219,5,97.3,1376.8,63.41,1.0,True
Node031,0,5,4,0.02574,0.4,0.4,0.2,1.9219,5,123.32,730.8,62.0,1.0,False
Node041,0,5,4,0.0013,0.4,0.4,0.2,1.9219,5,89.95,425.8,63.88,1.0,False
Node041,4,1,5,0.00047,0.2,0.0,0.4,2.3219,5,162.02,1358.0,63.92,1.0,False
Node007_Sybil01,4,1,3,0.00173,0.4,0.0,0.4,1.5219,5,37.49,1698.8,44.24,1.0,True
Node011,5,0,3,0.0,0.6,0.6,0.0,1.371,5,204.98,434.2,74.78,0.9999,False
Node041,3,2,5,0.00179,0.2,0.4,0.2,2.3219,4,135.75,756.6,64.04,1.0,False
Node044_Sybil00,5,0,2,0.0,0.6,0.0,0.4,0.971,5,33.2,1032.6,43.37,1.0,True
Node011,4,1,4,0.00044,0.4,0.0,0.4,1.9219,5,167.96,828.2,70.17,1.0,False
Node031,3,2,5,0.00042,0.2,0.2,0.2,2.3219,4,193.83,1355.2,84.62,1.0,False
Node001,1,4,5,0.02826,0.2,0.2,0.4,2.3219,5,123.07,981.0,77.34,1.0,False
Node004_Sybil00,0,5,3,0.00109,0.6,0.4,0.0,1.371,5,137.84,1310.8,70.83,1.0,True
Node041,4,1,4,0.0,0.4,0.4,0.4,1.9219,5,130.9,1186.0,65.54,1.0,False
Node024_Sybil00,1,4,5,0.02485,0.2,0.4,0.2,2.3219,5,90.2,1084.4,55.51,1.0,True
Node004_Sybil00,0,5,4,0.00071,0.4,0.2,0.0,1.9219,5,73.8,1683.6,63.61,1.0,True
Node021,4,1,4,0.00087,0.4,0.2,0.4,1.9219,5,207.81,1066.8,71.35,1.0,False
Node034_Sybil00,0,5,4,0.0005,0.4,0.2,0.2,1.9219,5,99.54,1322.8,59.91,1.0,True
Node021,2,3,4,0.00043,0.4,0.6,0.2,1.9219,5,85.94,901.8,60.29,1.0,False
Node001,3,2,4,0.02423,0.4,0.0,0.4,1.9219,5,190.88,1195.0,76.68,1.0,False
Node001,0,5,3,0.0016,0.6,0.4,0.6,1.371,4,39.1,1547.6,56.45,1.0,False
Node041,1,4,3,0.001,0.6,0.0,0.6,1.371,5,98.07,1197.6,62.74,1.0,False
Node024_Sybil00,0,5,4,0.00083,0.4,0.2,0.0,1.9219,5,192.16,1272.2,78.16,1.0,True
Node027_Sybil01,0,5,5,0.00121,0.2,0.2,0.0,2.3219,5,75.44,1318.4,65.62,1.0,True
Node021,0,5,5,0.0005,0.2,0.4,0.0,2.3219,4,138.34,748.6,69.11,1.0,False
Node027_Sybil01,2,3,5,0.00083,0.2,0.4,0.2,2.3219,5,71.71,1170.0,55.83,1.0,True
Node041,0,5,4,0.00126,0.4,0.2,0.2,1.9219,5,58.16,1277.2,60.61,1.0,False
Node011,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,225.61,836.8,82.88,1.0,False
Node001,4,1,4,0.0004,0.4,0.4,0.4,1.9219,5,190.74,1139.6,74.26,1.0,False
Node041,3,2,4,0.00043,0.4,0.0,0.2,1.9219,5,120.2,1221.6,68.46,1.0,False
Node011,5,0,5,0.0,0.2,0.0,0.4,2.3219,5,212.82,747.2,72.48,1.0,False
Node027_Sybil01,1,4,5,0.0005,0.2,0.2,0.4,2.3219,5,95.26,988.0,62.57,1.0,True
Node024_Sybil00,0,5,4,0.00074,0.4,0.2,0.2,1.9219,5,18.82,1239.2,54.97,1.0,True
Node037_Sybil01,5,0,4,0.0,0.4,0.6,0.0,1.9219,5,30.99,736.8,54.03,1.0,True
