node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node035_Sybil01,3,2,2,0.00086,0.8,0.8,0.0,0.7219,5,116.61,1006.0,61.81,1.0,True
Node009,5,0,4,0.0,0.4,0.0,0.6,1.9219,5,216.3,956.4,82.67,1.0,False
Node029,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,184.64,915.0,92.91,1.0,False
Node015_Sybil01,1,4,1,0.0011,1.0,1.0,0.0,0.0,5,38.27,1313.6,58.24,1.0,True
Node019,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,199.93,804.4,80.94,1.0,False
Node012_Sybil00,3,2,4,0.00082,0.4,0.0,0.2,1.9219,4,51.55,971.4,56.84,1.0,True
Node002_Sybil00,1,4,5,0.02363,0.2,0.2,0.2,2.3219,5,117.66,680.0,63.78,1.0,True
Node025_Sybil01,2,3,3,0.00082,0.4,0.0,0.4,1.5219,5,29.93,1212.0,47.38,1.0,True
Node042_Sybil00,0,5,4,0.00113,0.4,0.4,0.4,1.9219,5,85.83,1057.8,55.27,1.0,True
Node025_Sybil01,5,0,2,0.0,0.6,0.0,0.4,0.971,5,28.87,1357.8,45.72,1.0,True
Node049,0,5,5,0.0005,0.2,0.0,0.4,2.3219,5,124.24,1093.6,58.76,1.0,False
Node002_Sybil00,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,27.64,1255.6,44.1,1.0,True
Node049,4,1,5,0.02697,0.2,0.0,0.0,2.3219,4,183.26,1429.8,68.7,1.0,False
Node029,2,3,5,0.00192,0.2,0.2,0.2,2.3219,5,118.97,1551.0,70.59,1.0,False
Node019,2,3,5,0.00043,0.2,0.4,0.2,2.3219,5,106.13,1264.2,69.45,1.0,False
Node002_Sybil00,0,5,5,0.00086,0.2,0.4,0.0,2.3219,5,26.63,1050.8,42.21,1.0,True
Node009,3,2,5,0.02726,0.2,0.2,0.6,2.3219,5,141.01,1221.2,73.92,1.0,False
Node039,5,0,4,0.0,0.4,0.0,0.6,1.9219,5,235.49,1467.4,75.78,1.0,False
Node029,2,3,4,0.00105,0.4,0.6,0.2,1.9219,5,171.82,1473.6,66.88,1.0,False
Node039,2,3,4,0.0,0.4,0.6,0.2,1.9219,5,177.41,1016.8,80.54,1.0,False
Node009,5,0,4,0.0,0.4,0.4,0.0,1.9219,5,200.9,725.2,78.31,1.0,False
Node009,2,3,5,0.0012,0.2,0.4,0.2,2.3219,5,106.35,984.8,67.09,1.0,False
Node035_Sybil01,0,5,4,0.02433,0.4,0.4,0.0,1.9219,5,69.11,1092.0,72.0,1.0,True
Node009,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,207.41,1082.2,84.02,1.0,False
Node035_Sybil01,3,2,3,0.02753,0.6,0.6,0.0,1.371,5,56.7,867.6,61.84,1.0,True
Node019,2,3,4,0.001,0.4,0.4,0.4,1.9219,5,72.67,1158.2,69.11,1.0,False
Node019,0,5,4,0.0,0.4,0.4,0.4,1.9219,5,109.71,1152.6,55.74,1.0,False
Node015_Sybil01,2,3,4,0.00044,0.4,0.6,0.0,1.9219,4,46.56,1385.0,52.05,1.0,True
Node029,5,0,5,0.0,0.2,0.0,0.0,2.3219,5,218.28,909.8,72.42,1.0,False
Node029,0,5,5,0.02713,0.2,0.4,0.4,2.3219,5,104.16,1061.2,77.03,1.0,False
Node042_Sybil00,4,1,4,0.00041,0.4,0.0,0.2,1.9219,5,29.29,1418.8,50.82,1.0,True
Node029,3,2,4,0.0005,0.4,0.4,0.0,1.9219,5,145.63,1428.2,69.1,1.0,False
Node025_Sybil01,0,5,4,0.00044,0.4,0.4,0.4,1.9219,5,28.78,1249.2,52.91,1.0,True
Node005_Sybil01,4,1,4,0.00088,0.4,0.4,0.4,1.9219,5,74.96,1034.2,58.94,1.0,True
Node019,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,190.15,1517.0,82.9,1.0,False
Node009,5,0,3,0.0,0.6,0.2,0.6,1.371,5,201.4,1398.0,89.06,1.0,False
Node009,3,2,5,0.00042,0.2,0.4,0.0,2.3219,5,176.6,1258.0,70.98,1.0,False
Node049,2,3,5,0.03188,0.2,0.0,0.4,2.3219,5,128.31,1011.0,82.95,1.0,False
Node015_Sybil01,1,4,4,0.00206,0.4,0.4,0.0,1.9219,4,52.91,878.4,46.49,1.0,True
Node035_Sybil01,2,3,5,0.00083,0.2,0.4,0.2,2.3219,5,58.57,1074.4,54.4,1.0,True
Node045_Sybil01,5,0,2,0.0,0.8,0.8,0.0,0.7219,5,16.92,745.2,50.48,1.0,True
Node005_Sybil01,5,0,3,0.0,0.6,0.6,0.2,1.371,5,33.85,1330.0,48.58,1.0,True
Node042_Sybil00,3,2,4,0.02513,0.4,0.0,0.4,1.9219,5,58.5,1043.8,53.87,1.0,True
Node029,3,2,5,0.00123,0.2,0.0,0.4,2.3219,5,157.73,1137.2,72.33,1.0,False
Node042_Sybil00,0,5,4,0.0015,0.4,0.4,0.0,1.9219,5,75.45,1540.2,48.37,1.0,True
Node022_Sybil00,2,3,5,0.0011,0.2,0.2,0.6,2.3219,5,88.27,1309.0,57.94,1.0,True
Node049,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,175.14,767.0,72.19,1.0,False
Node042_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,24.39,924.6,51.2,1.0,True
Node029,4,1,4,0.00043,0.4,0.2,0.0,1.9219,5,183.45,1251.8,81.64,1.0,False
Node039,0,5,4,0.02691,0.4,0.4,0.4,1.9219,5,154.88,738.4,63.62,1.0,False
Node029,4,1,5,0.0,0.2,0.4,0.2,2.3219,5,181.49,1613.0,68.33,1.0,False
Node049,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,189.46,1241.6,79.1,1.0,False
Node019,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,226.7,1215.6,80.25,1.0,False
