node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,is_sybil
Node030,0,5,2,0.0035,0.6,0.0,0.4,0.971,5,60.86,1661.6,62.87,1.0,0.2,324.3641,1.0,False
Node040,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,204.55,1084.2,78.78,1.0,0.2,106.144,1.0,False
Node040,5,0,3,0.0,0.6,0.2,0.2,1.371,4,208.09,1045.6,76.7,1.0,0.2,188.4331,0.8,False
Node020,0,5,3,0.0,0.6,0.2,0.0,1.371,4,110.89,859.8,67.97,1.0,0.2,422.1523,0.8,False
Node003_Sybil00,5,0,2,0.0,0.6,0.6,0.4,0.971,5,26.93,808.6,50.66,1.0,0.0,56.7032,1.0,True
Node016_Sybil01,5,0,4,0.0,0.4,0.6,0.0,1.9219,5,20.07,1069.8,58.67,1.0,0.0,186.8045,1.0,True
Node026_Sybil01,5,0,2,0.0,0.6,0.0,0.4,0.971,5,26.36,1383.8,49.68,1.0,0.0,98.1722,1.0,True
Node036_Sybil01,0,5,3,0.00368,0.4,0.0,0.4,1.5219,5,92.53,1615.8,62.11,1.0,0.2,296.9681,1.0,True
Node010,0,5,3,0.00215,0.6,0.2,0.0,1.371,5,48.26,968.2,56.32,1.0,0.0,324.5634,1.0,False
Node010,3,2,4,0.00166,0.4,0.0,0.6,1.9219,5,187.65,1184.8,73.39,1.0,0.4,157.5434,1.0,False
Node040,5,0,3,0.0,0.6,0.0,0.2,1.371,5,177.13,1013.0,81.18,1.0,0.0,175.3052,1.0,False
Node020,0,5,4,0.00415,0.4,0.2,0.0,1.9219,5,27.95,868.6,39.98,1.0,0.0,184.9884,1.0,False
Node020,5,0,3,0.0,0.4,0.4,0.0,1.5219,5,222.64,975.2,89.23,1.0,0.2,4.9334,1.0,False
Node040,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,213.05,1176.0,80.97,1.0,0.2,165.4474,1.0,False
Node040,0,5,3,0.0035,0.6,0.8,0.0,1.371,5,84.49,1369.4,54.57,1.0,0.0,166.5185,1.0,False
Node046_Sybil01,0,5,4,0.00142,0.4,0.4,0.4,1.9219,5,60.7,984.2,59.35,1.0,0.0,248.5871,1.0,True
Node036_Sybil01,0,5,2,0.0236,0.6,0.4,0.6,0.971,5,41.93,1359.8,48.37,1.0,0.0,266.0509,1.0,True
