node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,severity
Node000,5,0,3,0.0,0.6,0.0,0.8,1.371,5,279.96,1375.8,98.37,1.0,0.6,1.2269,1.0,honest
Node000,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,324.75,779.0,97.15,1.0,0.8,0.6966,1.0,honest
Node000,0,5,4,0.00167,0.4,0.4,0.4,1.9219,5,66.27,1042.2,31.93,1.0,0.0,1286.4893,1.0,honest
Node000,0,5,4,0.00146,0.4,0.0,0.2,1.9219,5,205.74,1003.2,67.42,1.0,0.6,1400.9944,1.0,honest
Node000,4,1,5,0.02313,0.2,0.0,0.6,2.3219,5,170.58,1415.8,78.62,1.0,0.2,1367.8135,1.0,honest
Node000,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,348.96,864.6,98.4,1.0,1.0,2.9511,1.0,honest
Node000,1,4,5,0.00051,0.2,0.2,0.2,2.3219,5,137.99,901.8,42.84,1.0,0.4,1965.1918,1.0,honest
Node000,3,2,5,0.02663,0.2,0.4,0.2,2.3219,5,203.87,1269.2,67.26,1.0,0.4,1523.4653,1.0,honest
Node000,5,0,5,0.00022,0.2,0.2,0.2,2.3219,5,256.4,1479.6,98.34,1.0,0.8,2.3084,1.0,honest
Node000,2,3,4,0.00087,0.4,0.6,0.2,1.9219,5,147.35,1275.2,50.98,1.0,0.4,1739.6045,1.0,honest
Node000,0,5,5,0.00043,0.2,0.2,0.0,2.3219,5,110.98,1172.2,51.35,1.0,0.2,1592.8751,1.0,honest
Node000,0,5,4,0.00083,0.4,0.2,0.2,1.9219,4,173.12,1345.6,60.12,1.0,0.4,2106.3348,0.8,honest
Node000,4,1,4,0.0261,0.4,0.0,0.6,1.9219,5,247.03,615.0,90.15,1.0,0.6,279.1298,1.0,honest
Node000,5,0,4,0.00044,0.4,0.0,0.4,1.9219,5,248.12,885.8,97.54,1.0,0.4,4.3507,1.0,honest
Node000,1,4,3,0.00086,0.4,0.4,0.2,1.5219,5,129.21,1245.4,52.5,1.0,0.2,1650.5907,1.0,honest
Node000,0,5,4,0.00083,0.4,0.8,0.0,1.9219,5,68.32,563.6,24.65,1.0,0.2,1393.4618,1.0,honest
Node000,0,5,5,0.00093,0.2,0.2,0.6,2.3219,5,100.5,1034.6,49.17,1.0,0.0,53.653,1.0,honest
Node000,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,283.01,1136.4,98.84,1.0,0.4,0.8244,1.0,honest
Node000,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,270.44,705.0,97.72,1.0,0.4,2.1655,1.0,honest
Node000,0,5,5,0.001,0.2,0.4,0.0,2.3219,4,86.77,1211.4,32.4,1.0,0.0,164.1202,0.8,honest
Node000,0,5,3,0.00043,0.4,0.2,0.0,1.5219,5,92.01,1385.8,41.14,1.0,0.2,1172.0044,1.0,honest
Node000,4,1,3,0.02559,0.4,0.0,0.2,1.5219,5,256.69,1018.0,79.53,1.0,0.8,1293.6413,1.0,honest
Node000,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,309.3,1306.6,98.24,1.0,0.8,1.2868,1.0,honest
Node000,1,4,4,0.00086,0.4,0.2,0.0,1.9219,5,73.75,832.2,37.2,1.0,0.0,1154.3647,1.0,honest
Node000,0,5,4,0.00198,0.4,0.6,0.0,1.9219,5,118.41,1437.4,43.45,1.0,0.2,884.2432,1.0,honest
Node000,4,1,5,0.02631,0.2,0.2,0.4,2.3219,5,223.27,650.6,79.25,1.0,0.4,1225.6316,1.0,honest
Node000,5,0,4,0.0,0.4,0.0,0.6,1.9219,5,314.53,1544.2,97.77,1.0,0.8,0.5986,1.0,honest
Node000,1,4,4,0.00198,0.4,0.4,0.2,1.9219,5,118.15,560.6,50.11,1.0,0.2,637.4883,1.0,honest
Node000,4,1,5,0.02681,0.2,0.4,0.2,2.3219,5,239.05,1102.4,79.13,1.0,0.6,1313.3728,1.0,honest
Node000,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,292.03,1139.2,97.73,1.0,0.6,1.6038,1.0,honest
Node000,1,4,4,0.0018,0.4,0.0,0.0,1.9219,5,268.1,1194.4,78.75,1.0,0.6,1431.402,1.0,honest
Node000,0,5,4,0.00047,0.4,0.8,0.2,1.9219,5,135.64,1171.2,44.17,1.0,0.4,1951.1473,1.0,honest
Node000,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,304.45,702.0,96.51,1.0,0.8,1.9987,1.0,honest
Node000,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,255.41,1487.6,97.02,1.0,0.4,2.3707,1.0,honest
Node000,0,5,3,0.00041,0.4,0.6,0.0,1.5219,5,126.6,865.6,49.83,1.0,0.2,905.2978,1.0,honest
Node000,0,5,5,0.00113,0.2,0.2,0.0,2.3219,5,99.3,705.8,43.71,1.0,0.2,1287.8176,1.0,honest
Node000,3,2,5,0.0262,0.2,0.2,0.4,2.3219,5,183.02,976.6,79.52,1.0,0.2,1300.9642,1.0,honest
Node000,5,0,4,0.0,0.4,0.6,0.0,1.9219,5,233.81,1134.2,98.26,1.0,0.4,2.5187,1.0,honest
Node000,2,3,3,0.00079,0.6,0.8,0.0,1.371,5,202.86,702.4,80.35,1.0,0.2,1313.7702,1.0,honest
Node000,0,5,4,0.00185,0.4,0.4,0.2,1.9219,5,111.24,1551.0,41.23,1.0,0.2,1207.0538,1.0,honest
Node000,4,1,5,0.02637,0.2,0.4,0.0,2.3219,5,202.39,711.8,78.99,1.0,0.4,1442.8567,1.0,honest
Node000,5,0,4,0.0,0.4,0.4,0.4,1.9219,5,284.1,1166.8,97.15,1.0,0.8,1.606,1.0,honest
Node000,1,4,5,0.00089,0.2,0.4,0.4,2.3219,5,176.81,1161.8,55.9,1.0,0.4,1331.1694,1.0,honest
Node000,0,5,3,0.00083,0.6,0.2,0.6,1.371,5,91.38,812.4,41.0,1.0,0.2,1172.8118,1.0,honest
Node000,3,2,5,0.02879,0.2,0.2,0.2,2.3219,5,210.6,932.8,69.56,1.0,0.6,1293.8731,1.0,honest
Node000,5,0,5,0.0,0.2,0.0,0.4,2.3219,5,254.83,958.4,96.96,1.0,0.4,1.3565,1.0,honest
Node000,2,3,4,0.00048,0.4,0.0,0.6,1.9219,5,130.87,1371.6,42.19,1.0,0.4,1944.1822,1.0,honest
Node000,0,5,5,0.00133,0.2,0.4,0.2,2.3219,5,100.39,1213.6,48.51,1.0,0.0,778.8128,1.0,honest
Node000,0,5,5,0.00136,0.2,0.2,0.2,2.3219,5,158.04,1206.8,59.17,1.0,0.4,1244.1528,1.0,honest
Node000,3,2,4,0.02562,0.4,0.4,0.0,1.9219,5,187.2,1343.0,70.64,1.0,0.4,1295.3533,1.0,honest
Node000,5,0,4,0.0,0.4,0.2,0.6,1.9219,5,292.27,1277.4,98.32,1.0,0.6,2.1375,1.0,honest
Node000,2,3,5,0.00097,0.2,0.4,0.2,2.3219,5,256.27,739.8,85.19,1.0,0.6,665.256,1.0,honest
Node000,0,5,4,0.00083,0.4,0.6,0.0,1.9219,5,95.2,1153.8,35.41,1.0,0.2,1185.4408,1.0,honest
Node000,4,1,4,0.02757,0.4,0.4,0.2,1.9219,5,259.09,1192.8,98.51,1.0,0.6,1.954,1.0,honest
Node000,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,292.98,1055.2,97.33,1.0,0.6,2.0133,1.0,honest
