node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,severity
Node000,9,0,6,0.0,0.3333,0.2222,0.4444,2.4194,9,282.04,1057.33,97.44,1.0,0.6667,1.0287,1.0,honest
Node000,6,3,8,0.00201,0.2222,0.1111,0.2222,2.9477,9,222.28,944.78,84.52,1.0,0.4444,618.4161,1.0,honest
Node000,0,9,7,0.00337,0.3333,0.5556,0.1111,2.6416,9,115.46,1076.0,43.18,1.0,0.2222,1597.8041,1.0,honest
Node000,2,7,7,0.02403,0.2222,0.3333,0.2222,2.7255,9,143.44,915.89,57.25,1.0,0.2222,1404.9627,1.0,honest
Node000,9,0,8,0.0,0.2222,0.1111,0.0,2.9477,9,316.51,1267.44,97.96,1.0,0.7778,2.1955,1.0,honest
Node000,4,5,6,0.00447,0.3333,0.3333,0.1111,2.4194,9,170.6,961.56,73.19,1.0,0.3333,1436.2117,1.0,honest
Node000,0,9,5,0.00262,0.5556,0.6667,0.0,1.88,9,82.51,1330.22,35.09,1.0,0.2222,1300.6601,1.0,honest
Node000,6,3,7,0.02523,0.3333,0.3333,0.4444,2.6416,9,223.81,1125.56,87.83,1.0,0.4444,761.3354,1.0,honest
Node000,9,0,7,0.0,0.2222,0.1111,0.4444,2.7255,9,272.17,1122.89,98.5,1.0,0.4444,2.1179,1.0,honest
Node000,0,9,6,0.00555,0.3333,0.3333,0.4444,2.4194,9,188.55,918.11,71.91,1.0,0.3333,1478.5055,1.0,honest
Node000,7,2,6,0.02655,0.3333,0.1111,0.1111,2.4194,9,275.34,819.33,89.33,1.0,0.7778,438.7531,1.0,honest
Node000,8,1,7,0.00327,0.2222,0.2222,0.4444,2.7255,9,301.36,1351.67,89.74,1.0,0.8889,433.0187,1.0,honest
Node000,0,9,8,0.00409,0.2222,0.2222,0.0,2.9477,9,107.38,1128.89,49.74,1.0,0.1111,1478.5104,1.0,honest
Node000,4,5,7,0.02363,0.2222,0.2222,0.0,2.7255,9,213.34,782.56,73.98,1.0,0.5556,1174.4095,1.0,honest
Node000,9,0,8,0.00033,0.2222,0.3333,0.3333,2.9477,9,303.29,1569.11,97.54,1.0,0.6667,1.5519,1.0,honest
Node000,2,7,7,0.00225,0.2222,0.3333,0.2222,2.7255,9,153.47,1142.44,56.72,1.0,0.3333,1095.4189,1.0,honest
Node000,0,9,6,0.00215,0.3333,0.4444,0.1111,2.4194,9,172.01,1055.33,60.69,1.0,0.3333,1372.5129,1.0,honest
Node000,5,4,7,0.01847,0.2222,0.3333,0.1111,2.7255,8,224.44,1007.67,80.55,1.0,0.4444,680.2044,0.8889,honest
