timestamp,from,to,protocol,latency_ms,message_size_bytes,energy_remaining,enr_similarity,is_sybil
2025-05-09T22:05:43.529140,Node000,Node003_Sybil01,ENR:Request,228.83416210700588,481,99.64037277021762,0.10474433802305166,False
2025-05-09T22:05:43.529140,Node000,Node004,devp2p:Transactions,191.2796417656273,340,78.288721460136,0.11805095441224965,False
2025-05-09T22:05:43.529140,Node000,Node005_Sybil00,libp2p:IHAVE,299.76408118278897,1211,68.76340241428024,0.063342699232695,False
2025-05-09T22:05:43.529140,Node000,Node004_Sybil04,devp2p:NewBlock,225.27229861423635,146,76.06251563409486,0.09984131903804142,False
2025-05-09T22:05:43.529140,Node000,Node002_Sybil00,discovery:FindNode,179.89140683459743,628,78.29024908973808,0.025847929143392488,False
2025-05-09T22:05:43.529140,Node000,Node008_Sybil00,libp2p:PRUNE,114.67601847097444,674,69.83109055584157,0.19516033236941602,False
2025-05-09T22:05:43.529140,Node000,Node002_Sybil04,discovery:Neighbors,205.26130062454678,604,80.08325525254656,0.23289716161056737,False
2025-05-09T22:05:43.529140,Node000,Node005_Sybil02,libp2p:IHAVE,255.81536346156787,952,80.1797391923293,0.1491665885959984,False
2025-05-09T22:05:43.529140,Node000,Node008_Sybil00,libp2p:PRUNE,168.45364455361658,780,74.74928007348224,0.2779814287050493,False
2025-05-09T22:05:43.529140,Node000,Node003_Sybil03,discovery:Neighbors,233.04489515788686,1888,86.64000338554678,0.17701084838609535,False
2025-05-09T22:05:43.529140,Node000_Sybil00,Node007,ENR:Request,26.31672551174921,1648,65.07518283495358,0.9290934221342714,True
2025-05-09T22:05:43.529140,Node000_Sybil00,Node008_Sybil03,libp2p:PRUNE,12.613327334244659,2026,48.62836648179467,0.9294085287886417,True
2025-05-09T22:05:43.529140,Node000_Sybil00,Node007_Sybil02,ENR:Request,22.59688741497292,1231,37.086771548668345,0.9246685787480767,True
2025-05-09T22:05:43.529140,Node000_Sybil00,Node007,ENR:Request,26.814449599667913,987,39.163612710567975,0.9623391804604646,True
2025-05-09T22:05:43.529140,Node000_Sybil00,Node001_Sybil01,ENR:Request,11.973453304044444,162,68.69881709755069,0.9728415277950762,True
2025-05-09T22:05:43.529140,Node000_Sybil00,Node009_Sybil00,ENR:Request,21.24476793477815,739,65.23118294283536,0.9136539787010431,True
2025-05-09T22:05:43.529140,Node000_Sybil00,Node002_Sybil02,libp2p:PRUNE,42.478996920495284,1554,53.58112886868725,0.9607525237920769,True
2025-05-09T22:05:43.529140,Node000_Sybil00,Node000_Sybil01,ENR:Request,45.81747630421131,463,37.42742072662504,0.996428452433033,True
2025-05-09T22:05:43.529140,Node000_Sybil00,Node007_Sybil02,ENR:Request,44.365156522083325,573,36.00806155404887,0.920386328892646,True
2025-05-09T22:05:43.529140,Node000_Sybil00,Node006_Sybil02,libp2p:PRUNE,27.62764154564101,1333,58.241864649429104,0.9429434811530131,True
2025-05-09T22:05:43.529140,Node000_Sybil01,Node006_Sybil02,discovery:Ping,10.50823554127182,1626,36.95263546031902,0.9357494473676005,True
2025-05-09T22:05:43.529140,Node000_Sybil01,Node008_Sybil00,discovery:Ping,41.498695862915426,629,55.14045933116577,0.9982733040083673,True
2025-05-09T22:05:43.529140,Node000_Sybil01,Node003_Sybil04,discovery:Ping,30.365668529809007,1260,49.57029148246706,0.9055088996484363,True
2025-05-09T22:05:43.529140,Node000_Sybil01,Node007_Sybil02,discovery:FindNode,28.122442419564948,912,50.91884090579565,0.9116681381376288,True
2025-05-09T22:05:43.529140,Node000_Sybil01,Node004_Sybil01,discovery:Ping,37.94009015641294,1426,63.45314011721305,0.9401703341289359,True
