node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,severity
Node000,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,218.29,946.8,95.31,1.0,0.0,10.9428,1.0,honest
Node000,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,200.58,818.2,97.05,1.0,0.2,6.913,1.0,honest
Node000,0,5,4,0.00081,0.4,0.2,0.0,1.9219,5,10.07,821.8,20.06,1.0,0.0,182.9192,1.0,honest
Node000,1,4,4,0.02617,0.4,0.0,0.0,1.9219,5,67.75,946.6,54.45,1.0,0.0,1278.8059,1.0,honest
Node000,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,213.13,1416.8,94.43,1.0,0.2,4.8458,1.0,honest
Node000,4,1,4,0.00658,0.4,0.0,0.4,1.9219,5,204.6,896.6,91.06,1.0,0.2,95.0373,1.0,honest
Node000,0,5,4,0.00164,0.4,0.0,0.6,1.9219,5,58.63,1280.6,67.42,1.0,0.0,893.3801,1.0,honest
Node000,1,4,3,0.03155,0.4,0.0,0.0,1.5219,5,68.63,882.6,44.99,1.0,0.0,1610.7109,1.0,honest
Node000,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,181.24,844.6,93.62,1.0,0.2,6.4216,1.0,honest
Node000,4,1,4,0.00231,0.4,0.2,0.2,1.9219,5,164.86,904.6,78.44,1.0,0.0,1079.2596,1.0,honest
Node000,0,5,4,0.00412,0.4,0.2,0.0,1.9219,5,60.35,1095.8,46.0,1.0,0.0,1726.4401,1.0,honest
Node000,5,0,5,0.00062,0.2,0.0,0.2,2.3219,5,170.09,1269.4,96.42,1.0,0.2,6.7182,1.0,honest
Node000,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,174.15,1173.2,93.55,1.0,0.0,7.5145,1.0,honest
Node000,0,5,5,0.00843,0.2,0.6,0.0,2.3219,5,57.23,1417.0,53.32,1.0,0.0,1206.7964,1.0,honest
Node000,3,2,5,0.03002,0.2,0.2,0.2,2.3219,5,136.48,475.2,60.18,1.0,0.2,1752.813,1.0,honest
Node000,5,0,4,0.00022,0.4,0.4,0.2,1.9219,5,226.83,1272.0,93.77,1.0,0.6,10.2846,1.0,honest
Node000,2,3,4,0.00295,0.4,0.2,0.2,1.9219,5,148.09,1479.0,68.9,1.0,0.2,1166.5656,1.0,honest
Node000,0,5,5,0.00222,0.2,0.4,0.4,2.3219,5,162.39,1175.8,76.38,1.0,0.2,907.4462,1.0,honest
Node000,3,2,4,0.02589,0.4,0.0,0.4,1.9219,5,145.88,1067.2,86.95,1.0,0.0,327.858,1.0,honest
Node000,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,216.18,1227.6,92.68,1.0,0.6,5.6678,1.0,honest
Node000,2,3,3,0.00204,0.4,0.6,0.0,1.5219,5,112.98,1192.2,55.98,1.0,0.2,1240.2113,1.0,honest
Node000,0,5,4,0.00667,0.4,0.2,0.4,1.9219,5,108.5,1101.0,75.49,1.0,0.0,394.5097,1.0,honest
Node000,4,1,5,0.02415,0.2,0.4,0.2,2.3219,5,174.04,975.0,95.79,1.0,0.0,9.0767,1.0,honest
Node000,5,0,4,0.00037,0.4,0.0,0.0,1.9219,5,198.14,477.6,93.86,1.0,0.2,5.0655,1.0,honest
Node000,1,4,4,0.00087,0.4,0.4,0.2,1.9219,5,109.15,971.2,58.96,1.0,0.2,1511.2559,1.0,honest
Node000,0,5,4,0.00248,0.4,0.2,0.2,1.9219,5,88.28,1051.0,77.33,1.0,0.0,321.1618,1.0,honest
Node000,3,2,4,0.03833,0.4,0.2,0.2,1.9219,5,129.8,786.2,69.04,1.0,0.2,1080.5598,1.0,honest
Node000,5,0,4,0.00053,0.4,0.2,0.2,1.9219,5,190.1,899.2,93.68,1.0,0.2,4.7252,1.0,honest
Node000,2,3,5,0.00281,0.2,0.2,0.2,2.3219,4,183.65,1143.6,85.69,1.0,0.4,213.1773,0.8,honest
Node000,0,5,4,0.00513,0.4,0.6,0.2,1.9219,5,58.41,1010.4,48.15,1.0,0.0,584.7533,1.0,honest
Node000,3,2,4,0.02904,0.4,0.0,0.6,1.9219,5,141.11,1133.4,77.9,1.0,0.2,1240.2373,1.0,honest
Node000,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,219.64,847.0,93.16,1.0,0.4,4.9154,1.0,honest
Node000,2,3,4,0.0029,0.4,0.2,0.6,1.9219,5,83.19,1189.4,58.09,1.0,0.0,1161.0927,1.0,honest
Node000,0,5,4,0.00339,0.4,0.0,0.2,1.9219,5,56.42,1187.2,38.11,1.0,0.0,1407.3696,1.0,honest
Node000,2,3,5,0.02635,0.2,0.2,0.0,2.3219,5,83.41,1250.4,79.2,1.0,0.0,213.6946,1.0,honest
Node000,5,0,5,0.00043,0.2,0.2,0.2,2.3219,5,198.2,707.0,96.57,1.0,0.0,9.3329,1.0,honest
Node000,3,2,4,0.00086,0.4,0.4,0.4,1.9219,4,181.22,810.0,80.7,1.0,0.2,1034.1644,0.8,honest
Node000,0,5,4,0.00461,0.4,0.2,0.2,1.9219,5,73.24,1281.4,64.28,1.0,0.0,1206.212,1.0,honest
Node000,4,1,5,0.03107,0.2,0.2,0.4,2.3219,4,207.15,1244.4,96.39,1.0,0.2,10.3498,0.8,honest
Node000,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,156.6,1210.4,95.14,1.0,0.0,8.2123,1.0,honest
Node000,1,4,5,0.00568,0.2,0.4,0.2,2.3219,5,58.04,1178.4,52.92,1.0,0.0,1556.9562,1.0,honest
Node000,3,2,5,0.03024,0.2,0.2,0.2,2.3219,5,124.53,907.2,82.55,1.0,0.0,404.8374,1.0,honest
Node000,5,0,5,0.00044,0.2,0.2,0.2,2.3219,5,218.74,1260.2,95.17,1.0,0.4,9.468,1.0,honest
Node000,2,3,3,0.00189,0.6,1.0,0.0,1.371,5,82.81,913.6,66.44,1.0,0.0,899.6349,1.0,honest
Node000,0,5,5,0.00245,0.2,0.0,0.0,2.3219,5,58.41,711.0,48.6,1.0,0.0,1055.8189,1.0,honest
Node000,2,3,5,0.02622,0.2,0.4,0.0,2.3219,5,102.61,952.4,76.31,1.0,0.2,337.2693,1.0,honest
Node000,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,202.28,832.6,94.92,1.0,0.2,12.1072,1.0,honest
Node000,3,2,4,0.00361,0.4,0.0,0.0,1.9219,5,180.58,1506.0,89.52,1.0,0.2,96.5714,1.0,honest
Node000,0,5,4,0.02214,0.4,0.2,0.0,1.9219,5,64.9,874.8,44.46,1.0,0.0,1594.5852,1.0,honest
Node000,4,1,3,0.0239,0.6,0.0,0.6,1.371,5,214.75,998.2,97.66,1.0,0.4,3.1218,1.0,honest
Node000,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,175.25,1274.6,94.66,1.0,0.0,6.8856,1.0,honest
Node000,1,4,4,0.00272,0.4,0.0,0.4,1.9219,5,69.35,1495.0,53.02,1.0,0.0,694.5475,1.0,honest
Node000,0,5,4,0.00174,0.4,0.0,0.6,1.9219,5,144.68,752.8,72.59,1.0,0.4,1135.4222,1.0,honest
Node000,1,4,5,0.02512,0.2,0.0,0.6,2.3219,5,148.72,1260.2,75.64,1.0,0.4,964.6821,1.0,honest
Node000,5,0,4,0.0,0.4,0.6,0.2,1.9219,5,217.46,1149.8,94.74,1.0,0.2,7.6693,1.0,honest
Node000,4,1,4,0.0011,0.4,0.2,0.2,1.9219,5,126.32,840.4,78.65,1.0,0.0,907.568,1.0,honest
Node000,0,5,4,0.00073,0.4,0.2,0.2,1.9219,5,127.03,1518.4,61.49,1.0,0.2,1746.1663,1.0,honest
Node000,0,5,4,0.00227,0.4,0.4,0.4,1.9219,5,36.59,842.0,48.48,1.0,0.0,561.1946,1.0,honest
Node029_LowSybil00,0,5,4,0.0025,0.4,0.2,0.0,1.9219,5,131.72,1154.8,67.36,1.0,0.0,1209.239,1.0,low
Node029_LowSybil00,0,5,5,0.00446,0.2,0.2,0.2,2.3219,5,68.82,1095.4,54.19,1.0,0.0,1322.4858,1.0,low
Node029_LowSybil00,4,1,5,0.00225,0.2,0.4,0.4,2.3219,5,34.45,895.6,59.96,1.0,0.0,729.9852,1.0,low
Node029_LowSybil00,5,0,4,0.00043,0.4,0.6,0.0,1.9219,5,49.84,1147.2,63.62,1.0,0.0,184.0735,1.0,low
Node029_LowSybil00,1,4,4,0.00626,0.4,0.0,0.4,1.9219,5,81.2,854.6,56.87,1.0,0.2,814.3296,1.0,low
Node029_LowSybil00,0,5,5,0.00957,0.2,0.2,0.0,2.3219,5,73.52,1186.2,52.63,1.0,0.0,798.2917,1.0,low
Node029_LowSybil00,4,1,4,0.00151,0.4,0.0,0.2,1.9219,5,43.85,976.2,57.08,1.0,0.0,642.1143,1.0,low
Node029_LowSybil00,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,43.28,686.2,64.42,1.0,0.0,160.5187,1.0,low
Node029_LowSybil00,1,4,5,0.00196,0.2,0.4,0.2,2.3219,5,25.87,1668.2,32.23,1.0,0.0,791.3663,1.0,low
