node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,severity
Node000,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,246.53,856.0,97.87,1.0,0.4,2.499,1.0,honest
Node000,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,262.98,1040.8,97.3,1.0,0.4,1.7686,1.0,honest
Node000,0,5,4,0.00288,0.4,0.4,0.2,1.9219,4,155.51,1073.8,55.96,1.0,0.2,429.0711,0.8,honest
Node000,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,303.05,1484.0,97.44,1.0,0.8,2.1286,1.0,honest
Node000,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,308.14,1199.0,97.34,1.0,0.8,1.5756,1.0,honest
Node000,0,5,3,0.00118,0.6,0.2,0.8,1.371,5,104.13,1175.8,49.53,1.0,0.0,1691.1657,1.0,honest
Node000,3,2,4,0.03156,0.4,0.0,0.2,1.9219,5,237.45,1307.6,84.25,1.0,0.4,508.7865,1.0,honest
Node000,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,271.67,806.0,98.17,1.0,0.6,1.4109,1.0,honest
Node000,2,3,5,0.00473,0.2,0.4,0.0,2.3219,5,205.68,1436.6,79.32,1.0,0.4,525.2976,1.0,honest
Node000,1,4,5,0.02578,0.2,0.4,0.2,2.3219,5,168.72,949.0,63.72,1.0,0.4,705.6185,1.0,honest
Node000,5,0,4,0.0,0.4,0.4,0.0,1.9219,5,317.78,1374.0,98.0,1.0,0.8,0.9334,1.0,honest
Node000,4,1,4,0.00045,0.4,0.2,0.6,1.9219,5,217.24,957.8,97.84,1.0,0.2,2.2738,1.0,honest
Node000,0,5,3,0.0021,0.6,0.0,0.0,1.371,4,53.87,974.4,31.38,1.0,0.0,1371.1473,0.8,honest
Node000,0,5,5,0.00124,0.2,0.2,0.4,2.3219,5,136.92,1414.8,57.18,1.0,0.2,1270.7019,1.0,honest
Node000,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,244.94,979.4,97.33,1.0,0.4,1.3082,1.0,honest
Node000,5,0,5,0.0,0.2,0.6,0.0,2.3219,5,257.19,777.0,96.93,1.0,0.6,3.9154,1.0,honest
Node000,0,5,4,0.00163,0.4,0.4,0.2,1.9219,5,113.67,984.8,42.33,1.0,0.2,1206.5244,1.0,honest
