Round 1, Epoch 1, Train Loss: 1.1084, Train Acc: 0.3182, Val Loss: 1.0888, Val Acc: 0.3497
Round 1, Epoch 2, Train Loss: 0.9813, Train Acc: 0.5617, Val Loss: 1.0746, Val Acc: 0.5119
Round 1, Epoch 3, Train Loss: 0.9151, Train Acc: 0.5847, Val Loss: 1.0638, Val Acc: 0.5387
Round 1, Epoch 4, Train Loss: 0.8533, Train Acc: 0.6050, Val Loss: 1.0611, Val Acc: 0.4301
Round 1, Epoch 5, Train Loss: 0.8211, Train Acc: 0.6223, Val Loss: 1.0388, Val Acc: 0.4249
Round 1, Epoch 6, Train Loss: 0.7643, Train Acc: 0.6520, Val Loss: 1.0322, Val Acc: 0.3981
Round 1, Epoch 7, Train Loss: 0.7279, Train Acc: 0.6740, Val Loss: 1.0484, Val Acc: 0.3624
Round 1, Epoch 8, Train Loss: 0.6906, Train Acc: 0.6784, Val Loss: 1.0638, Val Acc: 0.3251
Round 1, Epoch 9, Train Loss: 0.6748, Train Acc: 0.6916, Val Loss: 1.0446, Val Acc: 0.4345
Round 1, Epoch 10, Train Loss: 0.6799, Train Acc: 0.6848, Val Loss: 1.0479, Val Acc: 0.3646
Round 1, Epoch 11, Train Loss: 0.6163, Train Acc: 0.7180, Val Loss: 1.0854, Val Acc: 0.3557
Round 1, Epoch 12, Train Loss: 0.6483, Train Acc: 0.7149, Val Loss: 1.0062, Val Acc: 0.4628
Round 1, Epoch 13, Train Loss: 0.5989, Train Acc: 0.7318, Val Loss: 0.9449, Val Acc: 0.5164
Round 1, Epoch 14, Train Loss: 0.5895, Train Acc: 0.7322, Val Loss: 0.8927, Val Acc: 0.5558
Round 1, Epoch 15, Train Loss: 0.5578, Train Acc: 0.7440, Val Loss: 0.8802, Val Acc: 0.5766
Round 1, Epoch 16, Train Loss: 0.5609, Train Acc: 0.7521, Val Loss: 0.8577, Val Acc: 0.5685
Round 1, Epoch 17, Train Loss: 0.5239, Train Acc: 0.7683, Val Loss: 0.8335, Val Acc: 0.5744
Round 1, Epoch 18, Train Loss: 0.5199, Train Acc: 0.7775, Val Loss: 0.8005, Val Acc: 0.6019
Round 1, Epoch 19, Train Loss: 0.5126, Train Acc: 0.7717, Val Loss: 0.7478, Val Acc: 0.6592
Round 1, Epoch 20, Train Loss: 0.4796, Train Acc: 0.7951, Val Loss: 0.7061, Val Acc: 0.6912
Round 1, Epoch 21, Train Loss: 0.4765, Train Acc: 0.7893, Val Loss: 0.6399, Val Acc: 0.7135
Round 1, Epoch 22, Train Loss: 0.4632, Train Acc: 0.7944, Val Loss: 0.6152, Val Acc: 0.7277
