Round 1, Epoch 1, Train Loss: 1.1018, Train Acc: 0.3256, Val Loss: 1.0910, Val Acc: 0.3524
Round 1, Epoch 2, Train Loss: 0.9826, Train Acc: 0.5612, Val Loss: 1.0804, Val Acc: 0.4751
Round 1, Epoch 3, Train Loss: 0.9010, Train Acc: 0.5974, Val Loss: 1.0664, Val Acc: 0.5390
Round 1, Epoch 4, Train Loss: 0.8652, Train Acc: 0.5980, Val Loss: 1.0499, Val Acc: 0.4848
Round 1, Epoch 5, Train Loss: 0.8164, Train Acc: 0.6403, Val Loss: 1.0326, Val Acc: 0.5888
Round 1, Epoch 6, Train Loss: 0.7749, Train Acc: 0.6457, Val Loss: 1.0180, Val Acc: 0.6134
Round 1, Epoch 7, Train Loss: 0.7387, Train Acc: 0.6623, Val Loss: 1.0027, Val Acc: 0.5903
Round 1, Epoch 8, Train Loss: 0.7138, Train Acc: 0.6778, Val Loss: 0.9724, Val Acc: 0.5680
Round 1, Epoch 9, Train Loss: 0.6902, Train Acc: 0.6853, Val Loss: 0.9541, Val Acc: 0.6416
Round 1, Epoch 10, Train Loss: 0.6520, Train Acc: 0.7096, Val Loss: 0.9466, Val Acc: 0.6543
Round 1, Epoch 11, Train Loss: 0.6437, Train Acc: 0.7238, Val Loss: 0.8984, Val Acc: 0.6691
Round 1, Epoch 12, Train Loss: 0.6177, Train Acc: 0.7363, Val Loss: 0.8609, Val Acc: 0.6743
Round 1, Epoch 13, Train Loss: 0.5876, Train Acc: 0.7492, Val Loss: 0.8583, Val Acc: 0.5717
Round 1, Epoch 14, Train Loss: 0.5789, Train Acc: 0.7566, Val Loss: 0.8029, Val Acc: 0.6149
Round 1, Epoch 15, Train Loss: 0.5496, Train Acc: 0.7650, Val Loss: 0.7700, Val Acc: 0.6580
Round 1, Epoch 16, Train Loss: 0.5218, Train Acc: 0.7752, Val Loss: 0.7517, Val Acc: 0.6781
Round 1, Epoch 17, Train Loss: 0.5021, Train Acc: 0.7833, Val Loss: 0.7323, Val Acc: 0.6528
Round 1, Epoch 18, Train Loss: 0.4873, Train Acc: 0.7894, Val Loss: 0.7165, Val Acc: 0.6401
