node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node015,0,5,4,0.00083,0.4,0.4,0.2,1.9219,5,57.01,1168.0,59.85,1.0,False
Node045,3,2,4,0.00082,0.4,0.0,0.2,1.9219,5,215.31,992.6,83.24,1.0,False
Node025,3,2,4,0.0,0.4,0.0,0.6,1.9219,5,149.83,860.0,70.79,1.0,False
Node005,0,5,4,0.00109,0.4,0.4,0.0,1.9219,5,91.85,1228.0,67.77,1.0,False
Node028_Sybil00,0,5,5,0.02764,0.2,0.2,0.2,2.3219,5,120.94,663.8,60.98,1.0,True
Node028_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,23.39,937.6,42.63,1.0,True
Node015,0,5,4,0.00082,0.4,0.4,0.6,1.9219,5,95.67,717.8,53.35,1.0,False
Node025,0,5,4,0.0,0.4,0.0,0.4,1.9219,5,23.98,621.2,42.18,1.0,False
Node048_Sybil00,0,5,4,0.00083,0.4,0.0,0.6,1.9219,5,74.78,289.2,59.86,1.0,True
Node018_Sybil00,5,0,2,0.0,0.6,0.0,1.0,0.971,5,22.1,939.8,44.75,1.0,True
Node048_Sybil00,2,3,5,0.0,0.2,0.0,0.4,2.3219,5,110.67,938.2,56.08,1.0,True
Node015,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,180.37,1248.0,81.55,1.0,False
Node048_Sybil00,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,33.02,833.0,44.08,1.0,True
Node015,0,5,5,0.0,0.2,0.2,0.2,2.3219,4,151.83,804.8,77.83,1.0,False
Node021_Sybil01,4,1,2,0.00043,0.8,0.8,0.2,0.7219,5,58.96,1070.2,52.67,1.0,True
Node041_Sybil01,2,3,4,0.02742,0.4,0.4,0.2,1.9219,5,75.71,1306.0,50.11,1.0,True
Node001_Sybil01,0,5,4,0.0,0.4,0.2,0.0,1.9219,5,134.38,1350.8,63.75,1.0,True
Node025,1,4,5,0.02421,0.2,0.0,0.2,2.3219,5,172.39,1433.0,71.52,1.0,False
Node015,3,2,4,0.00152,0.4,0.4,0.4,1.9219,5,148.0,1108.6,61.83,1.0,False
Node025,4,1,4,0.0,0.4,0.6,0.4,1.9219,5,199.4,875.8,71.74,1.0,False
Node001_Sybil01,2,3,3,0.00129,0.4,0.4,0.0,1.5219,5,46.16,970.2,55.41,1.0,True
Node035,3,2,5,0.00206,0.2,0.2,0.4,2.3219,5,143.32,811.8,78.36,1.0,False
Node005,4,1,5,0.0,0.2,0.2,0.2,2.3219,4,199.94,984.4,80.79,1.0,False
Node035,4,1,4,0.00043,0.4,0.2,0.0,1.9219,5,121.07,1196.2,67.41,1.0,False
Node025,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,196.58,1380.6,81.27,1.0,False
Node045,0,5,3,0.0,0.4,0.0,0.4,1.5219,5,74.36,1226.2,60.89,1.0,False
Node035,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,198.54,1210.6,81.26,1.0,False
Node011_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,29.88,1254.2,47.25,1.0,True
Node038_Sybil00,3,2,3,0.02902,0.6,0.2,0.2,1.371,5,23.37,865.4,50.77,1.0,True
Node001_Sybil01,4,1,2,0.0,0.6,0.0,0.0,0.971,5,26.64,702.0,46.75,1.0,True
Node035,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,190.92,1059.4,82.91,1.0,False
Node015,4,1,5,0.0,0.2,0.0,0.4,2.3219,5,127.3,873.6,81.13,1.0,False
Node001_Sybil01,4,1,3,0.0,0.6,0.2,0.0,1.371,5,73.44,1299.8,48.67,1.0,True
Node031_Sybil01,0,5,4,0.02531,0.4,0.4,0.4,1.9219,5,54.19,1121.0,64.27,1.0,True
Node001_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,23.75,1209.8,46.17,1.0,True
Node045,5,0,4,0.0,0.4,0.4,0.2,1.9219,5,172.29,1108.4,84.3,1.0,False
Node041_Sybil01,0,5,4,0.02956,0.4,0.2,0.6,1.9219,4,173.34,1088.8,79.99,1.0,True
Node025,0,5,3,0.0,0.4,0.4,0.4,1.5219,5,54.87,640.2,59.09,1.0,False
Node025,0,5,3,0.0,0.4,0.2,0.4,1.5219,5,35.03,782.0,54.22,1.0,False
Node025,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,192.32,616.8,81.32,1.0,False
Node015,2,3,4,0.0,0.4,0.2,0.4,1.9219,5,122.77,1005.4,61.04,1.0,False
