node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node014,0,5,2,0.0,0.8,0.2,0.8,0.7219,4,76.35,957.6,58.58,1.0,False
Node044,0,5,4,0.00114,0.4,0.6,0.2,1.9219,5,172.26,836.0,67.93,1.0,False
Node024,0,5,4,0.00078,0.4,0.2,0.2,1.9219,5,97.37,1576.6,75.94,1.0,False
Node004,2,3,5,0.02813,0.2,0.2,0.2,2.3219,5,141.86,1127.6,76.68,1.0,False
Node000_Sybil01,0,5,3,0.0,0.6,0.6,0.2,1.371,5,79.12,1210.2,55.26,1.0,True
Node047_Sybil00,4,1,3,0.02807,0.6,0.2,0.0,1.371,5,25.99,1213.0,38.4,1.0,True
Node014,1,4,4,0.0,0.4,0.2,0.4,1.9219,5,144.37,852.6,74.14,1.0,False
Node024,4,1,5,0.0,0.2,0.0,0.4,2.3219,5,249.9,1084.0,78.58,1.0,False
Node037_Sybil00,0,5,4,0.02843,0.4,0.2,0.4,1.9219,5,199.4,1104.4,76.86,1.0,True
Node040_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,26.77,966.0,47.58,1.0,True
Node037_Sybil00,0,5,3,0.00128,0.4,0.2,0.4,1.5219,5,24.18,1374.4,51.41,1.0,True
Node014,4,1,5,0.00043,0.2,0.6,0.0,2.3219,5,168.05,1243.0,77.06,1.0,False
Node040_Sybil01,0,5,5,0.00173,0.2,0.2,0.2,2.3219,5,80.88,1184.2,52.47,1.0,True
Node014,2,3,3,0.00083,0.4,0.4,0.6,1.5219,5,143.27,1351.8,62.61,1.0,False
Node007_Sybil00,0,5,4,0.00043,0.4,0.2,0.2,1.9219,5,208.25,1154.0,76.13,1.0,True
Node047_Sybil00,3,2,3,0.02669,0.6,0.0,0.2,1.371,5,20.39,940.0,42.49,1.0,True
Node040_Sybil01,0,5,4,0.00043,0.4,0.2,0.2,1.9219,4,32.36,991.8,50.14,1.0,True
Node034,2,3,4,0.00082,0.4,0.2,0.0,1.9219,5,75.01,1318.6,66.24,1.0,False
Node014,0,5,5,0.02652,0.2,0.0,0.6,2.3219,4,112.58,1209.0,69.03,1.0,False
Node024,1,4,4,0.00138,0.4,0.2,0.2,1.9219,5,70.44,1134.4,62.0,1.0,False
Node007_Sybil00,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,23.6,1159.6,49.03,1.0,True
Node034,3,2,3,0.0,0.6,0.2,0.6,1.371,5,125.11,624.4,70.61,1.0,False
Node004,5,0,5,0.0,0.2,0.0,0.0,2.3219,5,185.31,1498.4,75.07,1.0,False
Node034,0,5,3,0.00053,0.6,0.0,0.2,1.371,5,53.34,1040.0,58.81,1.0,False
Node024,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,160.53,967.0,79.28,1.0,False
Node044,3,2,4,0.02772,0.4,0.2,0.6,1.9219,5,159.54,1071.8,78.22,1.0,False
Node034,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,172.61,897.4,77.36,1.0,False
Node040_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,27.16,975.8,60.14,1.0,True
Node020_Sybil01,1,4,3,0.02771,0.4,0.4,0.2,1.5219,5,27.77,1010.0,52.78,1.0,True
Node047_Sybil00,0,5,5,0.02737,0.2,0.2,0.0,2.3219,5,74.19,738.6,66.8,1.0,True
Node034,1,4,4,0.02437,0.4,0.6,0.0,1.9219,5,124.55,1259.0,66.34,1.0,False
