node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node006_Sybil01,0,5,3,0.00213,0.4,0.6,0.4,1.5219,5,71.55,1090.8,53.94,1.0,True
Node006_Sybil01,0,5,5,0.0,0.2,0.4,0.2,2.3219,5,113.94,916.2,58.94,1.0,True
Node046_Sybil01,0,5,3,0.0,0.6,0.2,0.6,1.371,4,150.77,793.6,67.92,1.0,True
Node020,2,3,5,0.0,0.2,0.2,0.2,2.3219,5,135.49,1021.2,61.15,1.0,False
Node043_Sybil00,4,1,2,0.02567,0.6,0.0,0.0,0.971,5,18.95,1249.4,52.07,1.0,True
Node026_Sybil01,0,5,3,0.0,0.4,0.0,0.0,1.5219,4,95.74,1298.2,65.28,1.0,True
Node020,5,0,5,0.0,0.2,0.4,0.4,2.3219,5,206.58,877.8,87.64,1.0,False
Node036_Sybil01,2,3,3,0.00071,0.6,0.6,0.2,1.371,5,28.21,1330.6,61.47,1.0,True
Node046_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,22.19,1219.2,48.52,1.0,True
Node036_Sybil01,3,2,2,0.00122,0.6,0.6,0.0,0.971,5,33.8,908.6,49.96,1.0,True
Node003_Sybil00,5,0,2,0.0,0.6,0.0,1.0,0.971,5,29.17,847.6,45.55,1.0,True
Node046_Sybil01,0,5,4,0.0,0.4,0.2,0.4,1.9219,5,40.47,1170.0,55.13,1.0,True
Node043_Sybil00,0,5,4,0.00156,0.4,0.0,0.4,1.9219,5,106.27,962.2,60.35,1.0,True
Node026_Sybil01,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,26.74,1004.6,52.3,1.0,True
Node003_Sybil00,0,5,4,0.0,0.4,0.6,0.4,1.9219,5,83.82,1486.8,49.24,1.0,True
Node043_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,24.91,1186.6,52.34,1.0,True
Node036_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,27.92,971.4,49.39,1.0,True
Node020,2,3,5,0.00105,0.2,0.2,0.2,2.3219,5,118.09,1022.4,71.82,1.0,False
Node043_Sybil00,0,5,3,0.00045,0.6,0.2,0.6,1.371,4,21.51,999.4,53.4,1.0,True
Node030,3,2,5,0.00043,0.2,0.0,0.6,2.3219,4,107.59,729.2,68.69,1.0,False
Node003_Sybil00,2,3,4,0.02807,0.4,0.4,0.6,1.9219,3,46.08,1347.2,58.61,1.0,True
Node006_Sybil01,0,5,5,0.00071,0.2,0.2,0.2,2.3219,5,136.6,1102.4,73.92,1.0,True
Node020,0,5,5,0.0,0.2,0.2,0.2,2.3219,5,90.95,1216.6,47.73,1.0,False
Node013_Sybil00,0,5,4,0.00178,0.4,0.4,0.2,1.9219,5,81.46,1215.0,58.02,1.0,True
Node010,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,229.32,1044.4,81.94,1.0,False
Node030,2,3,4,0.00044,0.4,0.2,0.0,1.9219,5,100.76,1410.6,66.78,1.0,False
Node010,0,5,4,0.0,0.4,0.0,0.4,1.9219,5,126.61,997.8,71.0,1.0,False
Node013_Sybil00,4,1,3,0.00044,0.4,0.0,0.2,1.5219,5,24.97,1192.2,39.04,1.0,True
Node030,5,0,3,0.0,0.6,0.0,0.0,1.371,5,199.66,1066.4,84.74,1.0,False
Node003_Sybil00,5,0,2,0.0,0.6,0.0,1.0,0.971,4,24.87,1050.2,49.86,1.0,True
Node020,4,1,5,0.00085,0.2,0.2,0.2,2.3219,5,189.58,932.0,68.41,1.0,False
Node016_Sybil01,4,1,3,0.00043,0.6,0.0,0.8,1.371,5,75.13,849.0,56.32,1.0,True
Node013_Sybil00,0,5,5,0.0,0.2,0.2,0.4,2.3219,5,74.23,1111.4,63.28,1.0,True
Node020,2,3,5,0.0,0.2,0.4,0.2,2.3219,5,97.72,1199.2,56.89,1.0,False
Node020,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,193.84,1016.2,76.07,1.0,False
Node026_Sybil01,3,2,3,0.0,0.6,0.2,0.2,1.371,5,23.25,686.0,52.41,1.0,True
Node043_Sybil00,3,2,4,0.02722,0.4,0.2,0.2,1.9219,5,85.95,1102.2,62.67,1.0,True
Node010,3,2,5,0.00086,0.2,0.2,0.4,2.3219,5,194.71,982.6,75.74,1.0,False
Node020,5,0,4,0.0,0.4,0.6,0.2,1.9219,5,171.22,901.2,80.13,1.0,False
Node023_Sybil00,5,0,2,0.0,0.8,0.0,1.0,0.7219,5,16.97,1182.6,54.38,1.0,True
Node040,2,3,4,0.00197,0.4,0.6,0.2,1.9219,5,135.64,1106.8,71.12,1.0,False
Node020,4,1,5,0.00043,0.2,0.0,0.4,2.3219,5,133.36,1153.6,72.42,1.0,False
