node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node035_Sybil01,0,5,4,0.02793,0.4,0.8,0.2,1.9219,5,124.37,781.0,72.43,1.0,True
Node012_Sybil00,2,3,3,0.00045,0.4,0.4,0.0,1.5219,5,56.06,1188.4,60.49,1.0,True
Node012_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,32.95,777.6,45.69,1.0,True
Node049,0,5,4,0.00071,0.4,0.8,0.2,1.9219,5,75.56,982.8,55.71,1.0,False
Node035_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,42.85,837.6,46.89,1.0,True
Node029,0,5,4,0.02707,0.4,0.4,0.2,1.9219,5,54.38,848.0,54.39,1.0,False
Node009,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,187.55,1147.4,72.57,1.0,False
Node019,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,176.43,1489.8,88.86,1.0,False
Node039,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,172.64,824.2,78.27,1.0,False
Node005_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,5,20.96,812.6,53.45,1.0,True
Node029,4,1,5,0.00043,0.2,0.2,0.2,2.3219,5,164.23,758.2,76.51,1.0,False
Node022_Sybil00,4,1,1,0.0009,1.0,1.0,0.0,0.0,5,36.09,1180.2,52.89,1.0,True
Node049,0,5,5,0.00071,0.2,0.2,0.4,2.3219,5,163.6,988.8,71.55,1.0,False
Node015_Sybil01,0,5,3,0.0,0.6,0.6,0.4,1.371,5,21.93,1024.6,50.03,1.0,True
Node032_Sybil00,4,1,3,0.0,0.4,0.0,0.0,1.5219,5,69.6,1155.4,50.37,1.0,True
Node005_Sybil01,4,1,2,0.00088,0.8,0.8,0.2,0.7219,5,29.37,1294.2,49.7,1.0,True
Node029,0,5,3,0.00043,0.4,0.0,0.6,1.5219,5,23.49,997.0,37.7,1.0,False
Node019,2,3,4,0.0,0.4,0.0,0.4,1.9219,5,140.51,910.4,67.51,1.0,False
Node012_Sybil00,2,3,3,0.0,0.6,0.6,0.2,1.371,5,37.61,1130.0,39.85,1.0,True
Node045_Sybil01,5,0,2,0.0,0.6,0.0,1.0,0.971,5,30.31,1040.4,49.99,1.0,True
Node009,0,5,4,0.00083,0.4,0.0,0.8,1.9219,4,44.47,1611.4,62.81,1.0,False
Node039,0,5,4,0.02846,0.4,0.6,0.2,1.9219,5,77.29,1299.0,57.9,1.0,False
Node042_Sybil00,0,5,4,0.00154,0.4,0.4,0.2,1.9219,5,78.54,746.4,57.79,1.0,True
Node019,0,5,3,0.0,0.4,0.4,0.6,1.5219,5,123.13,525.8,62.58,1.0,False
Node022_Sybil00,1,4,5,0.00071,0.2,0.2,0.4,2.3219,4,16.03,455.2,53.93,1.0,True
Node045_Sybil01,3,2,4,0.02704,0.4,0.2,0.6,1.9219,5,61.99,1215.6,63.52,1.0,True
Node005_Sybil01,0,5,5,0.00163,0.2,0.0,0.4,2.3219,5,115.01,1018.8,71.4,1.0,True
Node049,3,2,4,0.02902,0.4,0.2,0.6,1.9219,5,110.08,1278.6,68.81,1.0,False
Node049,0,5,3,0.00043,0.4,0.4,0.0,1.5219,5,59.56,1244.2,63.27,1.0,False
Node039,2,3,3,0.0,0.6,0.0,0.8,1.371,5,158.0,1293.4,73.29,1.0,False
Node049,3,2,5,0.0,0.2,0.4,0.2,2.3219,5,128.28,1105.4,64.47,1.0,False
Node022_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,32.06,1368.8,48.55,1.0,True
Node002_Sybil00,0,5,4,0.00086,0.4,0.4,0.2,1.9219,5,102.78,1257.4,63.46,1.0,True
Node019,0,5,5,0.02578,0.2,0.0,0.4,2.3219,5,122.75,1397.8,57.31,1.0,False
Node039,3,2,4,0.00083,0.4,0.0,0.4,1.9219,5,120.74,877.4,69.81,1.0,False
Node019,3,2,4,0.0,0.4,0.0,0.6,1.9219,5,228.42,1111.4,78.4,1.0,False
Node022_Sybil00,3,2,2,0.0,0.8,0.8,0.2,0.7219,5,28.3,1063.6,41.47,1.0,True
Node009,1,4,4,0.00082,0.4,0.2,0.2,1.9219,5,75.11,1070.8,59.89,1.0,False
Node039,4,1,5,0.00087,0.2,0.2,0.2,2.3219,5,157.21,1022.4,63.68,1.0,False
Node042_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,24.07,1375.4,54.9,1.0,True
Node005_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,4,27.36,1136.6,49.8,1.0,True
Node019,0,5,4,0.0,0.4,0.2,0.4,1.9219,4,79.35,969.2,49.59,1.0,False
Node019,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,226.38,1106.4,83.98,1.0,False
Node049,2,3,5,0.0,0.2,0.2,0.2,2.3219,5,78.45,1128.6,63.82,1.0,False
Node025_Sybil01,5,0,2,0.0,0.8,0.0,0.0,0.7219,5,21.93,1200.0,51.6,1.0,True
Node022_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,5,22.69,1183.0,55.11,1.0,True
Node002_Sybil00,5,0,1,0.0,1.0,1.0,0.0,0.0,4,27.61,867.6,46.2,1.0,True
Node039,0,5,5,0.00071,0.2,0.4,0.2,2.3219,5,97.62,1080.6,64.59,1.0,False
Node035_Sybil01,5,0,1,0.0,1.0,0.0,0.0,0.0,5,29.35,1082.4,47.84,1.0,True
Node019,2,3,5,0.02893,0.2,0.0,0.4,2.3219,5,134.9,1129.8,54.02,1.0,False
Node009,4,1,5,0.0,0.2,0.2,0.2,2.3219,5,161.22,637.6,69.64,1.0,False
