node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node010,0,5,4,0.00126,0.4,0.2,0.2,1.9219,5,25.64,1385.0,54.23,1.0,False
Node036_Sybil01,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,21.3,611.2,55.04,1.0,True
Node046_Sybil01,2,3,5,0.02505,0.2,0.4,0.2,2.3219,5,28.69,934.8,56.98,1.0,True
Node030,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,202.4,1043.6,77.05,1.0,False
Node016_Sybil01,5,0,2,0.0,0.6,0.0,0.4,0.971,5,22.09,995.8,50.38,1.0,True
Node043_Sybil00,2,3,3,0.03507,0.4,0.4,0.0,1.5219,5,108.38,628.8,67.5,1.0,True
Node023_Sybil00,3,2,4,0.0005,0.4,0.0,0.0,1.9219,5,110.8,1168.2,59.48,1.0,True
Node006_Sybil01,1,4,5,0.02723,0.2,0.2,0.2,2.3219,5,97.01,1041.8,65.02,1.0,True
Node040,4,1,4,0.00043,0.4,0.2,0.8,1.9219,5,179.75,1318.2,72.48,1.0,False
Node040,1,4,4,0.00044,0.4,0.2,0.2,1.9219,5,45.11,1281.6,50.22,1.0,False
Node043_Sybil00,5,0,3,0.0,0.6,0.6,0.2,1.371,5,24.3,1085.4,44.75,1.0,True
Node023_Sybil00,1,4,5,0.0007,0.2,0.4,0.2,2.3219,5,24.43,1094.2,45.34,1.0,True
Node016_Sybil01,5,0,2,0.0,0.6,0.0,0.4,0.971,5,42.38,885.8,50.3,1.0,True
Node003_Sybil00,5,0,2,0.0,0.6,0.6,0.4,0.971,5,29.91,669.2,50.42,1.0,True
Node013_Sybil00,4,1,4,0.03647,0.4,0.4,0.2,1.9219,5,24.36,958.4,46.77,1.0,True
Node023_Sybil00,0,5,4,0.02674,0.4,0.2,0.0,1.9219,5,102.48,630.2,65.11,1.0,True
Node000,4,1,5,0.02412,0.2,0.0,0.6,2.3219,5,212.95,476.6,75.57,1.0,False
Node030,0,5,4,0.03011,0.4,0.4,0.0,1.9219,5,74.39,1561.6,53.52,1.0,False
Node040,0,5,4,0.0005,0.4,0.4,0.2,1.9219,5,98.73,1394.0,62.49,1.0,False
Node040,1,4,3,0.02649,0.6,0.0,0.2,1.371,5,151.87,982.8,67.62,1.0,False
Node036_Sybil01,3,2,3,0.00043,0.4,0.2,0.0,1.5219,5,15.85,1149.0,60.41,1.0,True
Node043_Sybil00,0,5,4,0.0,0.4,0.4,0.2,1.9219,5,78.88,1021.6,51.44,1.0,True
Node046_Sybil01,5,0,2,0.0,0.6,0.0,0.0,0.971,5,28.4,869.8,47.26,1.0,True
