node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node004,5,0,5,0.0,0.2,0.4,0.2,2.3219,5,188.12,525.6,82.92,1.0,False
Node007_Sybil00,0,5,4,0.00151,0.4,0.0,0.4,1.9219,5,68.16,447.6,55.14,1.0,True
Node014,3,2,5,0.02478,0.2,0.2,0.2,2.3219,5,129.79,1197.6,73.31,1.0,False
Node004,2,3,3,0.00166,0.6,0.6,0.4,1.371,5,118.48,1411.2,78.43,1.0,False
Node040_Sybil01,2,3,3,0.0,0.6,0.2,0.0,1.371,5,97.89,849.8,58.95,1.0,True
Node027_Sybil00,3,2,3,0.00366,0.4,0.0,0.6,1.5219,5,45.57,1040.8,61.34,1.0,True
Node024,0,5,4,0.02639,0.4,0.2,0.2,1.9219,5,65.5,1389.6,50.81,1.0,False
Node007_Sybil00,5,0,3,0.00042,0.4,0.2,0.0,1.5219,5,24.78,1372.4,42.44,1.0,True
Node047_Sybil00,4,1,4,0.00134,0.4,0.6,0.0,1.9219,5,20.29,1115.0,52.78,1.0,True
Node017_Sybil00,4,1,3,0.00044,0.6,0.6,0.0,1.371,5,74.51,1596.0,62.84,1.0,True
Node040_Sybil01,3,2,5,0.0,0.2,0.4,0.2,2.3219,5,109.43,740.0,64.12,1.0,True
Node007_Sybil00,0,5,4,0.0,0.4,0.2,0.2,1.9219,4,52.65,937.4,47.36,1.0,True
Node047_Sybil00,1,4,3,0.02807,0.6,0.6,0.0,1.371,5,57.73,1215.0,51.71,1.0,True
Node044,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,202.14,1191.0,79.78,1.0,False
Node020_Sybil01,0,5,3,0.02735,0.6,0.6,0.2,1.371,5,68.82,1673.6,47.59,1.0,True
Node024,3,2,4,0.0013,0.4,0.6,0.4,1.9219,5,144.03,954.6,72.67,1.0,False
Node000_Sybil01,5,0,3,0.0,0.4,0.8,0.0,1.5219,5,29.21,1278.0,52.97,1.0,True
Node044,5,0,5,0.0,0.2,0.0,0.6,2.3219,5,205.02,1302.2,82.0,1.0,False
Node034,1,4,5,3e-05,0.2,0.2,0.4,2.3219,5,104.66,912.4,66.0,1.0,False
Node044,0,5,4,0.00245,0.4,0.2,0.6,1.9219,5,113.55,1139.4,59.67,1.0,False
Node000_Sybil01,3,2,4,0.03199,0.4,0.6,0.0,1.9219,5,26.11,1519.4,54.23,1.0,True
Node004,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,176.25,1329.8,76.1,1.0,False
Node014,2,3,4,0.00249,0.4,0.6,0.2,1.9219,5,121.81,1053.4,61.23,1.0,False
Node030_Sybil01,1,4,3,0.00055,0.4,0.4,0.0,1.5219,5,65.32,1173.8,51.32,1.0,True
Node034,1,4,5,0.02721,0.2,0.2,0.0,2.3219,4,162.43,1515.6,73.38,1.0,False
Node047_Sybil00,4,1,4,0.00043,0.4,0.4,0.0,1.9219,5,30.06,1036.2,53.69,1.0,True
Node034,5,0,5,0.0,0.2,0.0,0.4,2.3219,5,195.15,1621.2,83.65,1.0,False
Node010_Sybil01,0,5,4,0.02866,0.4,0.4,0.0,1.9219,5,25.25,709.4,49.75,1.0,True
Node014,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,187.42,1083.8,81.36,1.0,False
Node000_Sybil01,5,0,4,0.0,0.4,0.6,0.0,1.9219,5,20.5,1740.4,50.92,1.0,True
Node037_Sybil00,0,5,3,0.00083,0.4,0.4,0.0,1.5219,5,95.84,756.0,69.22,1.0,True
Node030_Sybil01,3,2,4,0.00044,0.4,0.6,0.0,1.9219,5,51.22,753.6,50.56,1.0,True
Node000_Sybil01,4,1,3,0.02752,0.4,0.2,0.0,1.5219,5,16.79,1757.4,41.68,1.0,True
Node024,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,201.18,1371.8,78.24,1.0,False
Node000_Sybil01,5,0,5,0.0,0.2,0.6,0.0,2.3219,5,20.62,1394.2,47.99,1.0,True
Node007_Sybil00,5,0,4,0.0,0.4,0.4,0.0,1.9219,5,30.17,1322.6,46.26,1.0,True
Node040_Sybil01,0,5,4,0.00187,0.4,0.4,0.4,1.9219,5,58.59,577.2,52.56,1.0,True
Node034,4,1,5,0.0,0.2,0.2,0.2,2.3219,5,187.14,924.0,79.23,1.0,False
Node014,1,4,5,0.0252,0.2,0.4,0.2,2.3219,4,74.57,620.2,57.77,1.0,False
Node024,0,5,5,0.0,0.2,0.6,0.2,2.3219,5,97.76,1180.4,60.71,1.0,False
Node014,0,5,4,0.00069,0.4,0.0,0.4,1.9219,5,76.84,1260.4,62.97,1.0,False
Node047_Sybil00,3,2,4,0.02393,0.4,0.6,0.0,1.9219,5,67.97,930.6,59.63,1.0,True
Node044,1,4,3,0.0,0.4,0.4,0.4,1.5219,4,64.65,1606.0,46.43,1.0,False
Node000_Sybil01,5,0,4,0.00036,0.4,0.4,0.0,1.9219,5,21.07,1316.4,51.18,1.0,True
Node020_Sybil01,4,1,4,0.0,0.4,0.2,0.2,1.9219,5,27.55,960.2,47.92,1.0,True
Node044,2,3,5,0.0013,0.2,0.2,0.0,2.3219,5,112.87,989.0,67.53,1.0,False
Node020_Sybil01,5,0,2,0.0,0.6,0.0,0.4,0.971,5,20.63,1076.2,43.8,1.0,True
Node004,3,2,5,0.00045,0.2,0.2,0.4,2.3219,5,148.17,1151.8,58.13,1.0,False
Node047_Sybil00,0,5,4,0.00173,0.4,0.2,0.2,1.9219,5,82.3,810.6,53.51,1.0,True
Node004,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,217.76,823.2,72.36,1.0,False
Node037_Sybil00,5,0,2,0.0,0.6,0.0,0.6,0.971,5,33.09,979.2,47.51,1.0,True
Node017_Sybil00,3,2,5,0.00043,0.2,0.2,0.2,2.3219,5,24.76,829.8,52.67,1.0,True
Node010_Sybil01,2,3,4,0.0,0.4,0.6,0.2,1.9219,4,126.06,1327.8,66.17,1.0,True
Node044,2,3,4,0.02448,0.4,0.2,0.2,1.9219,5,119.71,1037.0,57.5,1.0,False
Node014,3,2,5,0.00099,0.2,0.2,0.4,2.3219,5,130.54,1103.0,76.29,1.0,False
Node034,5,0,4,0.0,0.4,0.2,0.0,1.9219,5,214.08,846.8,77.38,1.0,False
Node034,4,1,5,0.02585,0.2,0.2,0.6,2.3219,5,141.72,1194.2,81.7,1.0,False
Node010_Sybil01,2,3,5,0.02384,0.2,0.6,0.2,2.3219,5,97.74,937.0,58.03,1.0,True
