node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity_realistic,is_sybil
Node008,2,3,4,0.00043,0.4,0.4,0.2,1.9219,5,118.05,1350.4,54.16,1.0,False
Node028,5,0,5,0.0,0.2,0.0,0.4,2.3219,5,181.41,429.6,75.2,1.0,False
Node038,0,5,4,0.00079,0.4,0.2,0.0,1.9219,5,49.54,1126.0,56.59,1.0,False
Node038,0,5,4,0.02709,0.4,0.6,0.2,1.9219,5,53.3,1460.2,44.28,1.0,False
Node018,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,207.61,1054.8,75.2,1.0,False
Node038,5,0,5,0.0,0.2,0.0,0.4,2.3219,5,201.21,965.8,87.06,1.0,False
Node001_Sybil00,2,3,2,0.00049,0.8,0.8,0.0,0.7219,5,49.72,706.6,54.11,1.0,True
Node048,4,1,5,0.0022,0.2,0.2,0.2,2.3219,5,243.06,1335.2,83.98,1.0,False
Node028,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,193.96,598.2,76.71,1.0,False
Node041_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,21.11,1447.8,56.96,1.0,True
Node028,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,216.7,1023.2,89.81,1.0,False
Node048,3,2,4,0.00086,0.4,0.4,0.2,1.9219,5,214.75,839.6,75.21,1.0,False
Node018,5,0,5,0.0,0.2,0.0,0.2,2.3219,5,159.22,915.6,81.47,1.0,False
Node021_Sybil00,3,2,5,0.0,0.2,0.4,0.0,2.3219,5,89.56,861.6,54.94,1.0,True
Node008,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,191.92,891.0,81.05,1.0,False
Node008,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,230.62,871.6,81.81,1.0,False
Node004_Sybil01,5,0,3,0.0,0.6,0.6,0.2,1.371,5,27.98,744.0,44.04,1.0,True
Node018,0,5,4,0.02689,0.4,0.6,0.0,1.9219,5,47.19,810.8,56.71,1.0,False
Node038,2,3,5,0.02484,0.2,0.2,0.0,2.3219,5,115.61,797.6,61.26,1.0,False
Node038,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,202.38,1448.4,84.13,1.0,False
Node004_Sybil01,5,0,1,0.0,1.0,1.0,0.0,0.0,4,20.92,1205.2,44.19,1.0,True
