node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,severity
Node000,12,0,9,0.0,0.25,0.25,0.3333,3.0221,12,270.86,943.42,97.44,1.0,0.4167,1.2484,1.0,honest
Node000,3,9,7,0.00315,0.25,0.1667,0.0833,2.6887,12,189.82,1368.0,72.46,1.0,0.25,1094.5147,1.0,honest
Node000,0,12,9,0.00154,0.1667,0.25,0.0833,3.085,12,147.06,1099.0,48.93,1.0,0.3333,1420.7443,1.0,honest
Node000,10,2,9,0.02087,0.25,0.3333,0.0833,3.0221,12,229.61,1141.42,85.72,1.0,0.4167,738.2083,1.0,honest
Node000,5,7,7,0.01393,0.3333,0.4167,0.25,2.585,12,199.91,1122.5,77.18,1.0,0.3333,972.7898,1.0,honest
Node000,1,11,7,0.01745,0.25,0.1667,0.1667,2.6887,12,119.41,1092.5,48.09,1.0,0.25,1545.8792,1.0,honest
Node000,12,0,8,0.00029,0.25,0.3333,0.25,2.8554,12,279.68,1133.67,97.33,1.0,0.5833,0.9782,1.0,honest
Node000,2,10,8,0.0028,0.4167,0.5,0.1667,2.6175,12,133.0,950.25,53.67,1.0,0.25,1625.9704,1.0,honest
Node000,0,12,9,0.00433,0.1667,0.25,0.3333,3.085,12,213.67,1316.0,78.72,1.0,0.5,1158.3314,1.0,honest
Node000,12,0,10,0.00029,0.1667,0.1667,0.4167,3.2516,11,261.25,1072.92,97.55,1.0,0.4167,3.1235,0.9167,honest
Node000,3,9,9,0.0064,0.1667,0.3333,0.25,3.085,12,158.91,1054.67,59.22,1.0,0.25,1179.5411,1.0,honest
Node000,10,2,8,0.02139,0.1667,0.0833,0.1667,2.9183,11,216.36,988.08,84.33,1.0,0.4167,895.8568,0.9167,honest
Node000,5,7,7,0.00187,0.25,0.3333,0.0833,2.6258,11,258.56,1525.75,83.71,1.0,0.5833,546.3031,0.9167,honest
Node000,1,11,7,0.01801,0.25,0.0833,0.0833,2.6258,11,169.39,1056.0,64.39,1.0,0.3333,1267.665,0.9167,honest
Node000,12,0,9,0.0,0.1667,0.0833,0.25,3.085,12,262.45,1039.0,97.6,1.0,0.5833,2.0659,1.0,honest
Node000,2,10,6,0.00411,0.3333,0.4167,0.3333,2.3554,12,121.92,1019.33,56.5,1.0,0.1667,1520.844,1.0,honest
Node000,4,8,8,0.0212,0.3333,0.5,0.25,2.7516,11,161.35,1135.92,64.38,1.0,0.25,1243.6964,0.9167,honest
Node000,11,1,8,0.00118,0.25,0.0,0.5,2.7925,12,265.47,1243.33,90.28,1.0,0.5833,595.9207,1.0,honest
Node000,0,12,6,0.00547,0.25,0.1667,0.1667,2.4591,12,134.8,952.58,58.21,1.0,0.1667,1402.2271,1.0,honest
Node000,8,4,9,0.01889,0.25,0.3333,0.4167,3.0221,10,224.5,951.83,90.46,1.0,0.5,660.741,0.8333,honest
Node000,7,5,8,0.00288,0.25,0.5833,0.1667,2.8554,12,187.2,1236.67,77.99,1.0,0.3333,1261.7814,1.0,honest
Node000,0,12,8,0.00299,0.25,0.25,0.1667,2.8554,12,189.51,1012.83,61.68,1.0,0.4167,1497.2519,1.0,honest
Node000,9,3,10,0.01704,0.1667,0.25,0.3333,3.2516,12,240.42,1245.75,97.27,1.0,0.4167,1.58,1.0,honest
Node000,6,6,8,0.00189,0.25,0.3333,0.25,2.7925,12,207.1,1084.25,72.86,1.0,0.4167,1351.1707,1.0,honest
Node000,0,12,7,0.004,0.25,0.5,0.1667,2.6258,11,156.44,1176.83,49.51,1.0,0.3333,1430.5424,0.9167,honest
Node000,12,0,9,0.0,0.25,0.1667,0.25,3.0221,12,282.48,1276.0,97.35,1.0,0.5833,1.8117,1.0,honest
Node000,3,9,7,0.00331,0.25,0.4167,0.1667,2.6887,11,136.7,905.33,52.67,1.0,0.25,1258.0239,0.9167,honest
Node000,9,3,9,0.01695,0.1667,0.3333,0.0833,3.085,11,212.52,1251.08,78.28,1.0,0.5,1269.1332,0.9167,honest
Node000,6,6,7,0.00565,0.3333,0.4167,0.1667,2.5221,12,197.32,1114.67,66.63,1.0,0.5,1810.0904,1.0,honest
Node000,9,3,9,0.02655,0.25,0.1667,0.3333,3.0221,12,190.27,1229.25,78.56,1.0,0.1667,1122.2691,1.0,honest
Node000,6,6,9,0.00197,0.25,0.3333,0.0833,3.0221,11,186.35,1218.83,71.18,1.0,0.3333,1512.6194,0.9167,honest
Node000,0,12,7,0.00464,0.3333,0.25,0.1667,2.585,12,100.75,1187.67,44.25,1.0,0.1667,1630.0136,1.0,honest
Node000,11,1,9,0.01967,0.25,0.25,0.4167,3.0221,12,235.98,1165.58,92.63,1.0,0.5833,180.1637,1.0,honest
Node000,4,8,9,0.00367,0.1667,0.1667,0.1667,3.085,12,207.84,1253.75,85.93,1.0,0.25,432.1572,1.0,honest
Node000,3,9,7,0.01742,0.25,0.0,0.4167,2.6258,12,157.5,868.58,66.7,1.0,0.3333,1178.318,1.0,honest
Node000,12,0,8,0.0,0.1667,0.25,0.1667,2.9183,11,264.67,907.08,97.76,1.0,0.5,1.5031,0.9167,honest
Node000,0,12,6,0.00622,0.25,0.75,0.0833,2.3962,11,141.36,1042.42,48.35,1.0,0.3333,1579.1973,0.9167,honest
Node000,11,1,8,0.01929,0.25,0.0833,0.1667,2.7925,12,277.29,1242.58,96.88,1.0,0.6667,2.1044,1.0,honest
Node000,4,8,10,0.00354,0.1667,0.25,0.0833,3.2516,12,200.97,905.83,67.53,1.0,0.5,1914.7207,1.0,honest
Node019,7,5,7,0.00307,0.25,0.0,0.5833,2.6258,12,223.02,1008.42,78.3,1.0,0.4167,1250.3219,1.0,honest
Node019,8,4,8,0.00326,0.3333,0.4167,0.0833,2.7516,12,231.51,1159.17,84.51,1.0,0.4167,845.9085,1.0,honest
Node019,0,12,8,0.02282,0.3333,0.5833,0.1667,2.7516,12,126.83,1013.5,46.47,1.0,0.25,1042.8645,1.0,honest
Node019,9,3,8,0.00248,0.1667,0.3333,0.3333,2.9183,12,257.25,879.42,93.73,1.0,0.5833,179.9226,1.0,honest
Node019,6,6,9,0.00329,0.1667,0.0833,0.3333,3.085,12,173.0,992.67,65.95,1.0,0.4167,1521.8926,1.0,honest
Node019,0,12,8,0.01687,0.4167,0.5,0.1667,2.6175,11,185.56,775.58,65.46,1.0,0.4167,1277.3892,0.9167,honest
Node019,8,4,9,0.00203,0.25,0.1667,0.25,3.0221,12,225.51,1034.08,93.47,1.0,0.4167,159.4528,1.0,honest
Node019,7,5,10,0.00536,0.1667,0.4167,0.25,3.2516,11,220.39,918.92,85.7,1.0,0.3333,456.6468,0.9167,honest
Node019,0,12,8,0.02053,0.25,0.5833,0.0833,2.7925,12,128.53,865.83,54.3,1.0,0.25,1254.9339,1.0,honest
Node019,11,1,8,0.00029,0.1667,0.25,0.3333,2.9183,11,259.09,1109.42,92.43,1.0,0.5833,253.1915,0.9167,honest
