node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,is_sybil
Node025,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,225.06,1381.4,82.53,1.0,0.4,121.3071,1.0,False
Node031_Sybil01,5,0,3,0.0,0.4,0.0,0.4,1.5219,4,26.75,1625.6,55.54,1.0,0.0,45.9972,0.8,True
Node018_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,20.25,1092.2,49.01,1.0,0.0,196.0414,1.0,True
Node005,0,5,4,0.0027,0.4,0.2,0.0,1.9219,5,73.38,1040.2,57.15,1.0,0.2,229.0649,1.0,False
Node041_Sybil01,0,5,4,0.00657,0.4,0.2,0.2,1.9219,5,75.92,923.4,57.44,1.0,0.2,66.1637,1.0,True
Node008_Sybil00,0,5,4,0.00255,0.4,0.4,0.4,1.9219,5,88.62,1079.2,63.36,1.0,0.0,666.0853,1.0,True
Node038_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,30.75,595.6,44.32,1.0,0.0,151.665,1.0,True
Node038_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,28.67,688.8,53.8,1.0,0.0,97.4721,1.0,True
Node035,2,3,5,0.001,0.2,0.2,0.4,2.3219,5,237.96,1167.0,72.33,1.0,0.4,97.5178,1.0,False
Node001_Sybil01,3,2,4,0.0,0.4,0.6,0.2,1.9219,5,30.13,1113.6,48.51,1.0,0.0,118.215,1.0,True
Node025,4,1,4,0.0,0.4,0.4,0.0,1.9219,5,219.25,1408.2,88.57,1.0,0.2,54.7216,1.0,False
Node005,0,5,4,0.00156,0.4,0.4,0.2,1.9219,4,168.69,1145.6,66.32,1.0,0.4,458.15,0.8,False
Node021_Sybil01,5,0,3,0.0,0.4,0.4,0.4,1.5219,4,31.19,1464.6,53.77,1.0,0.0,45.8864,0.8,True
Node021_Sybil01,2,3,4,0.03506,0.4,0.6,0.0,1.9219,5,86.64,1060.0,61.49,1.0,0.2,416.9332,1.0,True
Node038_Sybil00,0,5,4,0.00472,0.4,0.2,0.2,1.9219,5,46.71,808.8,56.73,1.0,0.0,97.2572,1.0,True
Node005,5,0,5,0.0,0.2,0.6,0.2,2.3219,5,261.86,1153.0,75.61,1.0,0.6,88.2855,1.0,False
Node045,1,4,4,0.00373,0.4,0.4,0.0,1.9219,5,74.03,774.6,52.16,1.0,0.0,73.4066,1.0,False
Node001_Sybil01,0,5,4,0.00268,0.4,0.6,0.2,1.9219,5,148.8,927.4,58.4,1.0,0.2,295.5145,1.0,True
Node001_Sybil01,2,3,4,0.0,0.4,0.2,0.2,1.9219,5,36.67,1239.6,56.11,1.0,0.0,133.0277,1.0,True
Node045,0,5,5,0.00399,0.2,0.0,0.4,2.3219,5,152.5,1163.2,78.73,1.0,0.0,96.3242,1.0,False
Node005,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,240.17,972.8,76.28,1.0,0.4,59.3895,1.0,False
Node015,1,4,5,0.001,0.2,0.2,0.4,2.3219,5,154.21,1089.6,68.91,1.0,0.0,281.0896,1.0,False
Node005,5,0,5,0.0,0.2,0.0,0.6,2.3219,5,220.42,951.6,90.07,1.0,0.6,8.204,1.0,False
Node011_Sybil01,5,0,2,0.0,0.8,0.8,0.0,0.7219,5,28.27,1145.4,46.91,1.0,0.0,77.3353,1.0,True
Node001_Sybil01,5,0,3,0.0,0.4,0.6,0.0,1.5219,4,24.37,1159.0,55.76,1.0,0.0,140.5404,0.8,True
Node035,4,1,4,0.0,0.4,0.0,0.6,1.9219,5,197.85,1567.4,83.48,1.0,0.4,136.7252,1.0,False
Node031_Sybil01,0,5,4,0.02851,0.4,0.4,0.0,1.9219,5,63.94,941.4,63.67,1.0,0.0,67.5747,1.0,True
Node025,3,2,4,0.00197,0.4,0.0,0.6,1.9219,5,143.14,1182.2,74.32,1.0,0.0,384.5629,1.0,False
Node025,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,157.47,1121.6,87.38,1.0,0.0,75.45,1.0,False
Node041_Sybil01,0,5,3,0.00246,0.4,0.2,0.4,1.5219,5,33.79,884.2,62.94,1.0,0.0,48.1564,1.0,True
Node045,4,1,1,0.02575,1.0,0.0,0.0,0.0,5,218.47,1312.4,74.86,1.0,0.2,93.655,1.0,False
Node045,3,2,4,0.02381,0.4,0.4,0.2,1.9219,5,124.62,1041.6,73.94,1.0,0.0,410.255,1.0,False
Node035,1,4,4,0.02931,0.4,0.4,0.0,1.9219,5,97.27,1025.4,54.67,1.0,0.2,400.6917,1.0,False
Node028_Sybil00,5,0,3,0.0,0.6,0.4,0.0,1.371,5,25.2,1570.0,47.21,1.0,0.0,56.2644,1.0,True
Node035,5,0,5,0.0,0.2,0.0,0.4,2.3219,4,124.6,1424.6,79.75,1.0,0.0,49.2774,0.8,False
Node025,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,190.33,1327.4,81.05,1.0,0.0,102.2634,1.0,False
Node038_Sybil00,5,0,3,0.0,0.6,0.0,0.6,1.371,5,14.24,1129.0,60.68,1.0,0.0,107.7533,1.0,True
Node045,4,1,5,0.0,0.2,0.2,0.2,2.3219,5,154.34,1215.8,67.59,1.0,0.0,497.3779,1.0,False
Node038_Sybil00,1,4,4,0.00351,0.4,0.2,0.0,1.9219,5,20.86,730.8,49.21,1.0,0.0,133.6455,1.0,True
