node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,is_sybil
Node007_Sybil01,3,2,3,0.00147,0.6,0.0,0.0,1.371,5,76.84,1044.0,44.65,1.0,0.2,189.8752,1.0,True
Node006,0,5,5,0.00121,0.2,0.2,0.0,2.3219,5,155.31,1281.0,78.46,1.0,0.2,45.2179,1.0,False
Node041,0,5,4,0.0,0.4,0.2,0.4,1.9219,5,95.52,1168.6,59.96,1.0,0.0,177.1019,1.0,False
Node031,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,224.88,1099.4,80.9,1.0,0.4,85.8195,1.0,False
Node026,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,215.42,747.2,76.62,1.0,0.2,98.3189,1.0,False
Node001,4,1,4,0.00348,0.4,0.2,0.6,1.9219,5,158.65,1183.0,83.29,1.0,0.0,324.4607,1.0,False
Node036,1,4,4,0.02385,0.4,0.4,0.2,1.9219,5,156.25,1349.2,63.25,1.0,0.4,418.913,1.0,False
Node036,3,2,5,0.0,0.2,0.2,0.2,2.3219,5,195.39,858.8,81.05,1.0,0.2,111.4837,1.0,False
Node002_Sybil01,0,5,4,0.00166,0.4,0.4,0.4,1.9219,5,83.0,686.4,60.69,1.0,0.0,67.392,1.0,True
Node042_Sybil01,5,0,4,0.0,0.4,0.4,0.0,1.9219,5,27.24,1279.4,56.43,1.0,0.0,31.2931,1.0,True
Node009_Sybil00,5,0,4,0.0,0.4,0.6,0.0,1.9219,5,35.11,1002.2,55.64,1.0,0.0,156.626,1.0,True
Node026,0,5,3,0.00166,0.4,0.4,0.2,1.5219,5,93.33,924.6,56.43,1.0,0.0,352.5991,1.0,False
Node004_Sybil00,0,5,3,0.00268,0.4,0.4,0.4,1.5219,5,68.89,1110.4,63.66,1.0,0.0,10.7249,1.0,True
Node017_Sybil01,2,3,5,0.00354,0.2,0.2,0.2,2.3219,4,35.09,1339.4,54.71,1.0,0.0,116.216,0.8,True
