node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,is_sybil
Node012_Sybil00,2,3,4,0.02788,0.4,0.8,0.2,1.9219,5,32.45,1429.0,49.74,1.0,0.0,105.4269,1.0,True
Node044,2,3,3,0.03131,0.4,0.8,0.0,1.5219,5,143.17,1156.0,78.49,1.0,0.2,587.8734,1.0,False
Node047_Sybil00,1,4,4,0.02765,0.4,0.4,0.0,1.9219,5,51.72,1329.2,53.96,1.0,0.0,129.9911,1.0,True
Node034,5,0,5,0.0,0.2,0.2,0.0,2.3219,5,182.01,1098.0,79.98,1.0,0.2,149.0651,1.0,False
Node029,0,5,5,0.0247,0.2,0.2,0.2,2.3219,5,64.44,892.6,67.69,1.0,0.0,5.591,1.0,False
Node010_Sybil01,0,5,4,0.00167,0.4,0.0,0.4,1.9219,4,229.02,993.0,77.02,1.0,0.6,130.0983,0.8,True
Node015_Sybil01,5,0,4,0.0,0.4,0.4,0.0,1.9219,5,35.39,1052.6,45.74,1.0,0.0,90.4183,1.0,True
Node049,0,5,4,0.00339,0.4,0.2,0.2,1.9219,5,31.12,1350.0,52.05,1.0,0.0,11.8479,1.0,False
Node042_Sybil00,0,5,4,0.02584,0.4,0.2,0.2,1.9219,5,95.8,695.0,63.3,1.0,0.2,148.2756,1.0,True
Node047_Sybil00,0,5,4,0.00251,0.4,0.2,0.0,1.9219,5,68.98,1161.4,58.47,1.0,0.0,483.4836,1.0,True
Node017_Sybil00,1,4,5,0.00101,0.2,0.2,0.2,2.3219,4,116.93,1218.6,77.39,1.0,0.2,227.5476,0.8,True
Node010_Sybil01,1,4,4,0.00449,0.4,0.0,0.2,1.9219,5,89.96,869.4,61.09,1.0,0.0,461.2645,1.0,True
Node039,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,226.35,930.4,82.74,1.0,0.4,47.2193,1.0,False
Node034,0,5,4,0.03006,0.4,0.2,0.2,1.9219,4,55.32,1351.0,56.73,1.0,0.0,365.5059,0.8,False
