node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,is_sybil
Node038_Sybil01,4,1,3,0.02575,0.6,0.6,0.0,1.371,5,19.16,1001.6,51.19,1.0,0.0,31.0552,1.0,True
Node035_Sybil00,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,21.99,1102.8,52.19,1.0,0.0,63.0414,1.0,True
Node008_Sybil01,2,3,3,0.00356,0.6,0.6,0.2,1.371,5,16.03,1487.4,50.84,1.0,0.0,237.8923,1.0,True
Node022,5,0,4,0.0,0.4,0.0,0.0,1.9219,5,155.56,1537.6,70.2,1.0,0.0,62.8865,1.0,False
Node005_Sybil00,4,1,4,0.02572,0.4,0.2,0.2,1.9219,5,13.88,1402.4,49.54,1.0,0.0,62.6622,1.0,True
Node038_Sybil01,4,1,4,0.00357,0.4,0.6,0.2,1.9219,5,23.33,590.0,49.19,1.0,0.0,120.5867,1.0,True
Node012,0,5,4,0.02544,0.4,0.6,0.4,1.9219,5,28.71,783.0,41.28,1.0,0.0,65.4067,1.0,False
Node012,0,5,5,0.00364,0.2,0.2,0.2,2.3219,5,110.43,903.0,58.99,1.0,0.2,515.3815,1.0,False
Node035_Sybil00,0,5,4,0.00071,0.4,0.0,0.2,1.9219,5,148.32,1160.4,74.01,1.0,0.0,375.0693,1.0,True
Node025_Sybil00,3,2,3,0.0,0.4,0.4,0.4,1.5219,4,29.54,1217.4,50.61,1.0,0.0,80.5414,0.8,True
Node012,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,225.49,1036.4,75.77,1.0,0.6,8.9196,1.0,False
Node038_Sybil01,0,5,4,0.00413,0.4,0.0,0.0,1.9219,5,103.24,1506.4,63.83,1.0,0.2,533.7179,1.0,True
Node035_Sybil00,0,5,5,0.00245,0.2,0.4,0.2,2.3219,5,66.14,995.8,59.55,1.0,0.2,44.2214,1.0,True
Node018_Sybil01,5,0,3,0.0,0.4,0.2,0.0,1.5219,5,28.8,288.4,49.06,1.0,0.0,89.2295,1.0,True
Node005_Sybil00,0,5,5,0.00364,0.2,0.2,0.4,2.3219,5,78.72,857.0,55.19,1.0,0.0,226.4048,1.0,True
Node018_Sybil01,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,34.41,1097.2,57.23,1.0,0.0,108.8485,1.0,True
Node028_Sybil01,5,0,5,0.0,0.2,0.4,0.0,2.3219,5,28.75,548.0,49.57,1.0,0.0,67.2686,1.0,True
Node045_Sybil00,3,2,4,0.02584,0.4,0.6,0.0,1.9219,5,21.05,842.6,46.95,1.0,0.0,80.7624,1.0,True
Node032,0,5,3,0.02485,0.4,0.4,0.4,1.5219,5,67.84,1142.4,45.38,1.0,0.0,162.6933,1.0,False
Node038_Sybil01,4,1,3,0.0,0.6,0.6,0.2,1.371,5,23.09,1267.8,46.2,1.0,0.0,77.2154,1.0,True
Node022,5,0,5,0.0,0.2,0.0,0.6,2.3219,5,199.73,1286.8,85.31,1.0,0.2,164.8283,1.0,False
Node018_Sybil01,5,0,4,0.0,0.4,0.4,0.0,1.9219,5,27.82,1187.0,50.04,1.0,0.0,176.3667,1.0,True
Node035_Sybil00,5,0,2,0.0,0.6,0.0,0.0,0.971,5,27.61,976.6,49.53,1.0,0.0,181.9856,1.0,True
Node045_Sybil00,0,5,4,0.00166,0.4,0.4,0.2,1.9219,5,126.61,1127.6,60.2,1.0,0.2,212.9168,1.0,True
Node045_Sybil00,1,4,3,0.02779,0.4,0.8,0.0,1.5219,5,146.48,1396.6,81.86,1.0,0.2,242.4387,1.0,True
Node022,5,0,4,0.0,0.4,0.0,0.6,1.9219,5,198.65,734.6,94.8,1.0,0.4,38.4757,1.0,False
Node042,0,5,4,0.00147,0.4,0.4,0.2,1.9219,5,166.94,767.8,65.97,1.0,0.4,423.1454,1.0,False
Node022,5,0,4,0.0,0.4,0.2,0.4,1.9219,5,204.07,1140.0,76.86,1.0,0.0,142.7274,1.0,False
Node032,1,4,3,0.00368,0.6,0.0,0.0,1.371,4,102.48,1051.6,54.32,1.0,0.2,699.9159,0.8,False
Node002,0,5,3,0.00223,0.4,0.2,0.0,1.5219,5,30.74,860.6,44.43,1.0,0.0,106.2542,1.0,False
Node012,0,5,3,0.00356,0.6,0.2,0.0,1.371,5,94.31,1221.4,54.13,1.0,0.2,255.9738,1.0,False
Node018_Sybil01,2,3,4,0.00362,0.4,0.4,0.0,1.9219,5,82.73,1346.2,64.92,1.0,0.0,113.7438,1.0,True
Node032,1,4,5,0.00268,0.2,0.4,0.4,2.3219,5,57.43,1061.8,59.58,1.0,0.0,281.1728,1.0,False
Node038_Sybil01,2,3,4,0.03131,0.4,0.4,0.2,1.9219,5,40.2,706.2,39.97,1.0,0.0,32.7483,1.0,True
Node042,4,1,4,0.0,0.4,0.4,0.0,1.9219,5,179.42,1189.6,86.55,1.0,0.0,98.058,1.0,False
Node042,5,0,3,0.0,0.6,0.2,0.2,1.371,5,201.88,682.2,78.38,1.0,0.2,169.1458,1.0,False
Node015_Sybil00,1,4,3,0.00145,0.6,0.2,0.2,1.371,5,32.5,1077.8,48.5,1.0,0.0,90.2486,1.0,True
Node035_Sybil00,5,0,3,0.0,0.4,0.0,0.2,1.5219,5,40.05,1167.8,43.17,1.0,0.0,32.2007,1.0,True
Node008_Sybil01,1,4,2,0.03129,0.6,0.6,0.0,0.971,5,31.13,622.2,52.34,1.0,0.0,112.4416,1.0,True
