node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,is_sybil
Node029_Sybil01,0,5,3,0.001,0.6,0.2,0.6,1.371,5,114.59,1393.4,57.57,1.0,0.2,468.3065,1.0,True
Node043,5,0,4,0.0,0.4,0.0,0.4,1.9219,5,219.85,365.0,86.3,1.0,0.4,68.7454,1.0,False
Node001_Sybil00,1,4,3,0.03153,0.4,0.2,0.4,1.5219,5,21.53,1129.0,53.71,1.0,0.0,37.7458,1.0,True
Node011_Sybil00,5,0,4,0.0,0.4,0.4,0.0,1.9219,5,16.86,1465.0,54.16,1.0,0.0,60.3033,1.0,True
Node043,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,219.1,1263.2,72.38,1.0,0.4,103.0668,1.0,False
Node023,5,0,4,0.0,0.4,0.2,0.6,1.9219,5,215.82,1128.6,79.26,1.0,0.2,136.4641,1.0,False
Node009_Sybil01,3,2,3,0.0304,0.4,0.4,0.4,1.5219,5,22.48,1006.0,43.6,1.0,0.0,112.9001,1.0,True
Node023,5,0,3,0.0,0.6,0.2,0.2,1.371,5,179.03,922.6,81.47,1.0,0.2,259.6288,1.0,False
Node028,5,0,4,0.0,0.4,0.4,0.4,1.9219,5,191.91,1250.8,74.85,1.0,0.4,166.9693,1.0,False
Node046_Sybil00,4,1,2,0.00389,0.8,0.8,0.0,0.7219,5,53.85,666.0,59.96,1.0,0.0,43.6139,1.0,True
Node028,1,4,3,0.00362,0.6,0.8,0.0,1.371,5,51.11,1359.2,53.01,1.0,0.0,231.8202,1.0,False
Node019_Sybil01,0,5,5,0.02485,0.2,0.0,0.6,2.3219,5,38.64,1021.0,51.08,1.0,0.0,259.5394,1.0,True
Node018,5,0,5,0.0,0.2,0.2,0.2,2.3219,5,209.6,1339.2,75.86,1.0,0.2,95.7238,1.0,False
