node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,latency_spike_ratio,energy_variance,peer_overlap_ratio,is_sybil
Node039,2,3,4,0.00094,0.4,0.6,0.2,1.9219,5,188.48,752.6,66.01,1.0,0.4,159.9011,1.0,False
Node029,4,1,3,0.0,0.6,0.0,0.8,1.371,4,156.32,1522.0,77.65,1.0,0.2,59.8089,0.8,False
Node009,0,5,5,0.0045,0.2,0.0,0.0,2.3219,5,150.02,1153.0,54.01,1.0,0.2,127.7113,1.0,False
Node029,5,0,5,0.0,0.2,0.2,0.6,2.3219,5,173.13,852.0,72.51,1.0,0.0,46.0646,1.0,False
Node009,2,3,4,0.001,0.4,0.0,0.2,1.9219,5,203.94,896.8,79.0,1.0,0.6,442.3017,1.0,False
Node025_Sybil01,5,0,3,0.0,0.4,0.2,0.0,1.5219,5,28.33,766.2,50.36,1.0,0.0,183.3097,1.0,True
Node005_Sybil01,0,5,3,0.00342,0.4,0.4,0.0,1.5219,5,103.37,922.6,61.08,1.0,0.0,399.7224,1.0,True
Node005_Sybil01,0,5,4,0.02507,0.4,0.0,0.2,1.9219,5,42.76,1425.8,56.33,1.0,0.0,140.0452,1.0,True
Node029,0,5,5,0.03019,0.2,0.2,0.2,2.3219,5,56.39,950.4,65.51,1.0,0.0,471.1345,1.0,False
Node049,4,1,4,0.0,0.4,0.0,0.2,1.9219,5,120.81,1131.6,62.7,1.0,0.0,188.3017,1.0,False
Node035_Sybil01,2,3,4,0.00339,0.4,0.4,0.2,1.9219,4,122.95,1049.2,69.45,1.0,0.0,96.8019,0.8,True
Node039,0,5,4,0.03057,0.4,0.6,0.0,1.9219,5,81.26,904.2,61.82,1.0,0.0,397.4788,1.0,False
Node049,0,5,5,0.0045,0.2,0.0,0.4,2.3219,4,103.27,1112.4,57.72,1.0,0.2,203.1314,0.8,False
Node049,5,0,4,0.0,0.4,0.2,0.2,1.9219,5,176.05,1265.4,73.41,1.0,0.0,26.4422,1.0,False
Node005_Sybil01,0,5,4,0.02481,0.4,0.6,0.0,1.9219,4,148.13,1037.4,72.58,1.0,0.2,195.4921,0.8,True
Node009,4,1,5,0.0353,0.2,0.2,0.2,2.3219,5,128.6,1413.4,72.36,1.0,0.0,60.5323,1.0,False
Node049,0,5,2,0.00344,0.8,0.8,0.2,0.7219,5,71.73,1171.8,66.14,1.0,0.0,395.7904,1.0,False
Node042_Sybil00,3,2,3,0.0,0.6,0.6,0.0,1.371,5,29.25,1217.0,46.24,1.0,0.0,109.3322,1.0,True
Node019,5,0,4,0.0,0.4,0.0,0.2,1.9219,5,169.92,801.0,79.85,1.0,0.0,36.8699,1.0,False
Node039,3,2,4,0.00366,0.4,0.2,0.0,1.9219,5,179.24,1428.6,70.75,1.0,0.4,179.8043,1.0,False
Node009,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,180.25,1127.8,71.42,1.0,0.0,58.8599,1.0,False
Node002_Sybil00,0,5,4,0.00624,0.4,0.4,0.0,1.9219,4,78.29,1421.8,59.61,1.0,0.0,352.4095,0.8,True
Node049,1,4,4,0.00121,0.4,0.4,0.2,1.9219,5,106.49,1228.0,65.7,1.0,0.2,181.3725,1.0,False
Node042_Sybil00,4,1,2,0.00174,0.8,0.2,0.0,0.7219,5,53.4,1042.6,62.86,1.0,0.0,17.1229,1.0,True
Node032_Sybil00,5,0,2,0.0,0.8,0.8,0.2,0.7219,5,27.39,484.0,50.7,1.0,0.0,115.8525,1.0,True
Node029,4,1,5,0.0,0.2,0.2,0.0,2.3219,5,148.63,965.4,68.25,1.0,0.2,212.3547,1.0,False
Node002_Sybil00,2,3,3,0.02684,0.4,0.8,0.2,1.5219,5,69.45,891.8,55.77,1.0,0.0,238.2417,1.0,True
Node029,5,0,4,0.0,0.4,0.0,0.0,1.9219,5,174.93,967.0,81.39,1.0,0.2,82.71,1.0,False
Node009,1,4,4,0.02478,0.4,0.4,0.0,1.9219,5,38.5,860.6,54.21,1.0,0.0,384.35,1.0,False
Node009,3,2,5,0.0,0.2,0.0,0.4,2.3219,5,148.73,926.4,64.26,1.0,0.4,364.7688,1.0,False
Node049,2,3,4,0.02918,0.4,0.4,0.2,1.9219,5,148.94,1067.4,69.34,1.0,0.2,389.7468,1.0,False
Node022_Sybil00,0,5,4,0.0,0.4,0.2,0.2,1.9219,5,95.0,1130.0,64.03,1.0,0.0,271.4873,1.0,True
Node002_Sybil00,5,0,2,0.0,0.8,0.8,0.2,0.7219,5,18.87,799.6,50.26,1.0,0.0,169.3207,1.0,True
Node029,5,0,4,0.0,0.4,0.4,0.2,1.9219,5,208.07,1534.4,81.2,1.0,0.4,66.844,1.0,False
Node015_Sybil01,5,0,4,0.0,0.4,0.6,0.0,1.9219,5,25.37,813.6,59.86,1.0,0.0,5.8861,1.0,True
Node049,4,1,4,0.02753,0.4,0.4,0.2,1.9219,5,154.91,701.2,74.47,1.0,0.2,40.7059,1.0,False
Node019,4,1,4,0.0,0.4,0.6,0.0,1.9219,5,216.18,879.6,83.77,1.0,0.2,128.5714,1.0,False
Node009,2,3,3,0.00147,0.4,0.2,0.4,1.5219,5,159.67,1422.2,64.37,1.0,0.2,264.9467,1.0,False
Node049,0,5,4,0.0,0.4,0.4,0.2,1.9219,5,72.61,1055.4,49.71,1.0,0.0,366.157,1.0,False
Node019,5,0,5,0.0,0.2,0.2,0.4,2.3219,5,175.92,909.4,78.7,1.0,0.0,63.5325,1.0,False
Node045_Sybil01,4,1,2,0.00357,0.8,0.0,0.0,0.7219,5,66.39,1074.0,61.36,1.0,0.0,432.2,1.0,True
Node015_Sybil01,0,5,5,0.00364,0.2,0.0,0.2,2.3219,5,184.08,1148.2,78.64,1.0,0.4,88.7983,1.0,True
Node025_Sybil01,0,5,4,0.03394,0.4,0.4,0.4,1.9219,4,53.32,1384.6,48.47,1.0,0.0,256.5917,0.8,True
Node009,2,3,5,0.0236,0.2,0.0,0.4,2.3219,5,112.55,872.2,71.31,1.0,0.0,673.0863,1.0,False
Node042_Sybil00,5,0,3,0.0,0.4,0.4,0.4,1.5219,5,17.27,1266.4,51.03,1.0,0.0,68.6498,1.0,True
Node002_Sybil00,0,5,5,0.00094,0.2,0.0,0.2,2.3219,3,110.08,1561.2,67.23,1.0,0.2,343.3192,0.6,True
Node015_Sybil01,5,0,3,0.0,0.4,0.6,0.0,1.5219,5,27.93,1458.0,48.47,1.0,0.0,52.5561,1.0,True
Node022_Sybil00,5,0,3,0.0,0.4,0.4,0.4,1.5219,5,19.7,1350.0,49.11,1.0,0.0,80.5372,1.0,True
Node032_Sybil00,0,5,5,0.02604,0.2,0.0,0.2,2.3219,5,131.32,857.0,72.68,1.0,0.0,347.3658,1.0,True
Node045_Sybil01,5,0,3,0.0,0.4,0.0,0.4,1.5219,5,32.14,939.8,49.67,1.0,0.0,66.8034,1.0,True
Node009,0,5,5,0.00362,0.2,0.2,0.2,2.3219,5,74.49,961.4,59.08,1.0,0.0,484.739,1.0,False
Node039,0,5,4,0.02485,0.4,0.2,0.4,1.9219,5,120.82,944.8,78.66,1.0,0.0,177.3686,1.0,False
Node012_Sybil00,5,0,3,0.0,0.6,0.6,0.0,1.371,5,19.57,1218.8,51.4,1.0,0.0,176.971,1.0,True
Node042_Sybil00,0,5,3,0.02836,0.4,0.4,0.0,1.5219,5,102.77,1335.4,59.56,1.0,0.0,656.2472,1.0,True
Node025_Sybil01,5,0,4,0.0,0.4,0.6,0.0,1.9219,5,30.44,1056.6,49.2,1.0,0.0,122.166,1.0,True
Node045_Sybil01,1,4,4,0.0027,0.4,0.0,0.4,1.9219,5,62.87,635.4,62.13,1.0,0.0,619.122,1.0,True
Node039,0,5,4,0.02437,0.4,0.4,0.2,1.9219,5,104.88,1008.2,60.18,1.0,0.2,197.4849,1.0,False
Node019,1,4,3,0.00268,0.6,0.2,0.0,1.371,5,54.63,721.8,53.82,1.0,0.0,107.3684,1.0,False
Node039,0,5,4,0.02268,0.4,0.4,0.0,1.9219,5,95.0,1256.6,51.07,1.0,0.0,422.3404,1.0,False
Node029,0,5,4,0.03101,0.4,0.4,0.2,1.9219,5,68.8,1026.6,53.84,1.0,0.0,399.2112,1.0,False
Node025_Sybil01,0,5,5,0.00291,0.2,0.4,0.2,2.3219,5,98.72,1107.4,65.59,1.0,0.0,498.4801,1.0,True
Node005_Sybil01,5,0,2,0.0,0.6,0.0,0.6,0.971,4,20.7,924.6,47.77,1.0,0.0,142.0288,0.8,True
