node_id,sent_total,received_total,protocol_diversity,message_burstiness,dominant_protocol_ratio,mqtt_ratio,discovery_ratio,protocol_entropy,timing_entropy,latency_cv,unique_peers,avg_latency,avg_msg_size,avg_energy,avg_enr_similarity,findnode_ratio,enr_message_ratio,latency_spike_ratio,energy_variance,peer_overlap_ratio,degree_centrality,is_sybil
Node024,5,0,5,0.0,0.2,0.0,0.0,2.3219,1.1488,0.1403,5,262.24,681.4,78.34,1.0,0.0,0.4,0.8,74.9686,1.0,177,False
Node039,0,5,4,0.00083,0.4,0.0,0.4,1.9219,1.5567,1.0154,5,100.08,962.2,52.69,1.0,0.0,0.4,0.0,509.2648,1.0,191,False
Node020_Sybil01,3,2,4,0.00123,0.4,0.0,0.4,1.9219,1.3788,0.9197,5,121.96,1485.8,66.73,1.0,0.4,0.6,0.2,277.2004,1.0,202,True
Node015_Sybil01,0,5,3,0.00047,0.6,0.6,0.2,1.371,1.3788,0.3569,5,22.64,857.6,47.24,1.0,0.2,0.0,0.0,48.8796,1.0,191,True
Node014,1,4,5,0.00043,0.2,0.2,0.6,2.3219,1.3788,0.8294,5,113.75,698.4,56.07,1.0,0.4,0.0,0.2,304.4175,1.0,180,False
Node049,1,4,3,0.0,0.6,0.6,0.0,1.371,1.1488,1.0192,5,100.0,1320.0,62.98,1.0,0.0,0.2,0.2,120.0532,1.0,186,False
Node025_Sybil01,0,5,5,0.02158,0.2,0.0,0.2,2.3219,1.3788,0.8468,5,77.76,952.8,55.34,1.0,0.2,0.2,0.0,443.0268,1.0,195,True
Node014,2,3,4,0.00043,0.4,0.4,0.0,1.9219,1.3788,0.5613,5,122.34,1209.6,62.62,1.0,0.0,0.4,0.0,551.5439,1.0,180,False
Node002_Sybil00,0,5,3,0.00048,0.6,0.8,0.0,1.371,1.4488,0.9701,5,112.75,1050.2,60.48,1.0,0.0,0.2,0.2,274.9593,1.0,188,True
Node037_Sybil00,0,5,4,0.0015,0.4,0.4,0.2,1.9219,1.3788,0.6998,5,75.3,1154.2,63.61,1.0,0.0,0.0,0.0,216.8657,1.0,202,True
Node040_Sybil01,3,2,4,0.00173,0.4,0.4,0.4,1.9219,1.3788,0.352,5,33.4,1108.4,45.16,1.0,0.4,0.0,0.0,89.6334,1.0,186,True
Node042_Sybil00,0,5,4,0.00164,0.4,0.2,0.0,1.9219,1.3788,0.6673,5,109.49,803.4,74.59,1.0,0.0,0.0,0.0,349.2177,1.0,201,True
Node015_Sybil01,5,0,3,0.0,0.6,0.6,0.0,1.371,1.1488,0.4896,5,20.31,790.8,56.54,1.0,0.0,0.0,0.0,110.7775,1.0,191,True
Node032_Sybil00,2,3,4,0.0005,0.4,0.6,0.0,1.9219,1.4488,0.9011,5,52.69,1319.8,59.23,1.0,0.0,0.2,0.0,151.7065,1.0,200,True
Node040_Sybil01,4,1,3,0.0,0.4,0.6,0.0,1.5219,1.1488,0.2469,5,40.01,1109.2,52.17,1.0,0.0,0.0,0.0,84.8392,1.0,186,True
Node009,5,0,4,0.0,0.4,0.2,0.2,1.9219,1.1488,0.239,5,170.73,1080.4,79.18,1.0,0.2,0.6,0.0,161.9923,1.0,183,False
Node017_Sybil00,2,3,4,0.00141,0.4,0.2,0.0,1.9219,1.4488,0.3416,5,31.12,983.2,53.18,1.0,0.0,0.2,0.0,89.527,1.0,199,True
Node039,0,5,5,0.0,0.2,0.6,0.4,2.3219,1.1488,0.1748,5,36.8,745.0,57.6,1.0,0.2,0.0,0.0,112.71,1.0,191,False
Node040_Sybil01,0,5,5,0.00112,0.2,0.4,0.0,2.3219,1.4488,0.9775,5,39.1,1195.4,53.2,1.0,0.0,0.2,0.0,75.4052,1.0,186,True
Node014,5,0,4,0.0,0.4,0.2,0.0,1.9219,1.1488,0.2814,5,197.3,1173.6,83.17,1.0,0.0,0.6,0.2,158.425,1.0,180,False
Node044,0,5,5,0.02638,0.2,0.4,0.2,2.3219,1.3788,0.4467,5,26.89,768.6,47.83,1.0,0.2,0.0,0.0,173.7028,1.0,212,False
Node037_Sybil00,3,2,3,0.00144,0.4,0.4,0.0,1.5219,1.3788,0.3935,5,27.47,948.0,54.8,1.0,0.0,0.0,0.0,126.4469,1.0,202,True
Node014,0,5,4,0.00083,0.4,0.2,0.0,1.9219,1.5567,0.7698,5,111.81,1123.6,70.11,1.0,0.0,0.4,0.2,546.168,1.0,180,False
Node049,0,5,5,0.0005,0.2,0.2,0.2,2.3219,1.4488,1.115,5,71.48,1293.2,48.76,1.0,0.0,0.0,0.0,223.9657,1.0,186,False
